1:-1t	前编 太古史(1-11)
30:42	当羊群瘦弱时，他就不插枝条：这样，瘦弱的都归拉班，肥壮的都归雅各伯。
30:43	为此这人越来越富，拥有许多羊群，婢女和奴仆，骆驼和驴子。
	
31:0t	第三十一章
	
31:1t	雅各伯决意回乡
	
31:1	雅各伯听见拉班的儿子们谈论说：「雅各伯夺去了我们父亲所有的一切，利用我们父亲的财物，才获得了这一切的财富。」
31:2	雅各伯也注意了拉班对自己的脸色不如先前。
31:3	那时，上主对雅各伯说：「你回到你的家乡和你的出生地，我必与你同在。」
31:4	雅各伯就派人叫辣黑耳和肋阿来到放羊的田间，
31:5	对她们说：「我看你们父亲的脸色，对我已不如先前；但是我父亲的天主却与我同在。
31:6	你们清楚知道，我是全力服事了你们的父亲；
31:7	你们的父亲却欺骗了我，十次变换了我的工价，但天住却没有容许他害我。
31:8	当他说：有斑点的算是你的工价；全羊群就都生下有斑点的；当他说：有条纹的算是你的工价，全羊群就都生下有条纹的。
31:9	天主这样将你们父亲的牲畜夺来了给我。
31:10	有一次当羊群配合时，我于梦中举目观望：看见跳在母羊身上的公山羊，都是有条纹，有斑点和杂色的。
31:11	天主的使者在梦中对我说：雅各伯! 我答说：我在这里。
31:12	他说：你举目观望：跳在母羊身上的公山羊，都是有条纹，有斑点和杂色的，因为我看到了拉班对你所作的一切。
31:13	我是贝特耳的天主，你曾在那里用油敷了一座石柱，并对我许了愿。现在你起身，离开这地方，回到你生身之地去。」
31:14	辣黑耳和肋阿回答他说：「我们在父亲家里还有产业可分吗？
31:15	他岂不是把我们视作外人，把我们出卖了，吞并了我们的身价？
31:16	所以天主由我们父亲夺来的那一切财物，都应属于我们和我们子女。现今凡天主吩咐你的，你都该照办。
	
31:17t	雅各伯不辞而别
	
31:17	雅各伯遂立即叫自己的儿女和妻子骑上骆驼，
31:18	带了自己一切牲畜和积聚的一切财物，即他在帕丹阿兰所得的一切牲畜，起程往客纳罕地，他父亲依撒格那里去了。
31:19	其时拉班正剪羊毛去了，辣黑耳就偷走了她父亲的神像。
31:20	雅各伯隐瞒了阿兰人拉班，没有告诉拉班他将逃走，
31:21	遂带了自己所有的一切逃走了，起身过了幼发拉的河，直向基肋阿得山地进发。
	
31:22t	拉班追赶雅各伯
	
31:22	第三天拉班得报雅各伯偷跑了，
31:23	遂带了自己的弟兄，在他后面一连追赶了七天的路程，在基肋阿得山地追上了他。
31:24	天主在夜间梦中显现给阿兰人拉班，对他说：「你小心，不要对雅各伯说好说坏。」
31:25	拉班追上雅各伯时，雅各伯已在山上搭了帐幕；拉班和他的弟兄也在基肋阿得山地搭了帐幕。
31:26	拉班对雅各伯说：「你作的是什么事？竟瞒著我，将我的女儿们带走，有如战俘一样!
31:27	你为什么暗中偷跑，瞒著我而不通知我，叫我好能快乐的唱著歌，打著鼓，弹著琴欢送你回去？
31:28	连我的儿女你都不让我与他们吻别，你作的实在糊涂!
31:29	我本可伸手加害你们，但是你们父亲的天主昨夜对我说：小心，不要对雅各伯说好说坏。
31:30	你现在切望回到父家，定要回去，但是你为什么偷走了我的神像! 」
31:31	雅各伯回答拉班说：「我害怕，我还以为你要由我手中夺去你的女儿。
31:32	至于你的神像，你在谁那里搜出来，决不容他活著；当著我们弟兄的面，你如认出我这里有什么是属于你的，尽管拿去。」雅各伯原不知道是辣黑耳偷了神像。
31:33	拉班便进入雅各伯的帐幕，肋阿的帐幕和两个婢女的帐幕，没有找著；遂由肋阿的帐幕出来，进入辣黑耳的帐幕，
31:34	辣黑耳却拿了神像，放在骆驼的鞍下，自己坐在上面。拉班搜遍了整个帐幕，没有找著。
31:35	辣黑耳对她父亲说：「望我主不要见怪，我不能在你面前起迎，因为我正在经期。」他搜索了，却没有找著神像。
31:36	雅各伯于是动怒，与拉班争论，质问他说：「我有什么不对，有什么罪过，致使你在我后面追赶？
31:37	你搜遍了我的东西，如找出了什么东西是属于你家的，摆在我和你的兄弟面前，叫他们在我们两人间行裁判。
31:38	这二十年来，我同你在一起，你的母绵羊和母山羊从未流产；你羊群中的公羊，我从未吃过；
31:39	被野兽撕裂的我从未给你带回，我自己赔偿了损失；不论是白天偷去的，或是黑夜偷去的，你都向我索取。
31:40	日间我受尽炎热，夜间受尽严寒，两眼无法入睡。在你家内这二十年，为了你的两个女儿，我服事了你十四年；
31:41	另六年是为了你的羊群，这期间你竟十次变更了我的工价。
31:42	假若我父的天主，亚巴郎的天主，依撒格所敬畏的上主，不同我在一起，你现在定会打发我空手回去；但是天主见到了我的苦况和我的辛苦，在昨夜就下了判决。」
	
31:43t	雅各伯与拉班立约
	
31:43	拉班回答雅各伯说：「女儿是我的女儿，孩子是我的孩子，羊群是我的羊群，你眼见的这一切都是我的。但是对我的女儿，对她们生的孩子，我今天能作什么呢？
31:44	现在，来，让我们在你我之间立约，作你我之间的证据。」
31:45	雅各伯遂拿了一块石头，立作石柱，
31:46	然后对自己的亲戚说：「你们堆集石头。」他们便拿了石头，堆成一堆，就在那堆石头上吃了饭。
31:47	拉班称那石堆为「耶加尔、撒哈杜达；」雅各伯称为「基肋阿得」
31:48	拉班说：「今天这堆石头在你和我之间作见证。」为此给它起名叫「基肋阿得。」
31:49	又叫作「米兹帕，」因为他说：「我们彼此分离后，愿上主监视我和你：
31:50	如果你虐待我的女儿，或在我的女儿外，另娶妻室，虽无人在我们中间，但有天主在你我之间作证。」
31:51	拉班又对雅各伯说：「看这堆石头，看我在你我之间所立的石柱：
31:52	这堆石头是见证，这石柱是见证，我决不越过这堆石头去妨害你，你也不要越过这堆石头和这石柱来妨害我。
31:53	但愿亚巴郎的天主和纳曷尔的天主，－－即他们父亲的天主，－－在我们之间行裁判! 」雅各伯就指自己的父亲依撒格所敬畏的上主起了誓。
31:54	然后雅各伯在山上宰牲献祭，叫了自己的亲戚来吃饭；吃饭以后就在山上过了夜。
	
32:0t	第三十二章
	
32:1t	雅各伯回故乡
	
32:1	拉班清早起来，与自己的外孙和女儿吻别，祝福了他们，便起身回本乡去了。
32:2	雅各伯也上道前行，遇见了天主的使者。
32:3	雅各伯一见他们就说：「这是天主的营地。」遂给那地方起名叫玛哈纳因。
32:4	雅各伯先派使者，往厄东乡间色依尔地方，他哥哥厄撒乌那里去，
32:5	吩咐他们说：「你们应对我主厄撒乌这样说：你的仆人雅各伯这样说：我在拉班那里作客，一直到现在。
32:6	我拥有牛、驴、羊和仆婢，现在打发人报告我主，希望得你的恩爱。」
32:7	使者回来见雅各伯说：「我们到了你哥哥厄撒乌那里，他正前来迎接你；同他来的尚有四百人。」
32:8	雅各伯大为震惊，很是忧虑，遂将自己的人和羊群牛群及骆驼分作两队，
32:9	心想如果厄撒乌前来攻击一队，剩下的另一队还可逃跑。
32:10	然后雅各伯祈求说：「我父亚巴郎的天主，我父依撒格的天主、上主! 你曾对我说：回到你本乡，你本家去，我必使你顺利。
32:11	我本不配获得你向你仆人所施的种种慈恩和忠信，我只带了一条棍杖过了这约但河，现在我却拥有两队人马。
32:12	求你救我脱离我哥哥厄撒乌的手，因为我怕他来击杀我，击杀母亲和孩子。
32:13	你原来说过：我必要恩待你，使你的后代如海沙，多得不可胜数。」
32:14	那夜雅各伯就在那里过夜。然后，就由他所有的财物中选出一些来，送给他哥哥厄撒乌作礼物：
32:15	计有母山羊二百只，公山羊二十只，母绵羊二百只，公绵羊二十只，
32:16	哺乳的母骆驼同驼驹三十头，母牛四十头，公牛十头，母驴二十匹，公驴十匹。
32:17	他将这些分成一队一队的交给自己的仆人，对他们说：「你们应走在我前面，每队之间应隔开些。」
32:18	然后吩咐第一队说：「几时我哥哥厄撒乌遇见你，问你说：你是谁家的？你往那里去？你前面这些牲畜是谁的？
32:19	你要答说：是你仆人雅各伯的，是送给我主厄撒乌的礼物。看，他自己就在我们后面。」
32:20	他也吩咐了第二第三队，和跟在每队后面的人说：「你们若遇见厄撒乌，都要照这话回答他。
32:21	并且还要说：看，你的仆人雅各伯就在我们后面。」因为他心里想：「如果我先送礼向他讨好，然后才与他见面，也许他会欢迎我。」
32:22	于是礼物先他而行，他自己当夜仍留在营内。
	
32:23t	雅各伯与天神搏斗
	
32:23	他当夜起来，带了他的两个妻子，两个婢女和十一个孩子，由浅处过了雅波克河。
32:24	等他们过了河，也叫自己所有的过了河，
32:25	雅各伯独自一人留在后面。有一人前来与他搏斗一直到曙光破晓。
32:26	那人见自己不能制胜，就在他的大腿窝上打了一下；雅各伯正在与他搏斗之际，大腿窝脱了节。
32:27	那人说：「让我走罢! 天已破晓。」雅各伯说：「你如果不祝福我，我不让你走。」
32:28	那人问他说：「你叫什么名字？」他答说：「雅各伯。」
32:29	那人说：「你的名字以后不再叫雅各伯，应叫以色列，因为你与神与人搏斗，占了优势。」
32:30	雅各伯问说：「请你告诉我你的名字。」那人答说：「为什么你要问我的名字？」遂在那里祝福了他。
32:31	雅各伯给那地方起名叫「培尼耳，」意谓「我面对面见了神，我的生命仍得保全。」
32:32	雅各伯经过培尼耳时，太阳已升起照在身上，由于大腿脱了节，他一走一瘸。
32:33	为此，以色列子民至今不吃大腿窝上的筋，因为那人打了雅各伯的大腿窝，正打在筋上。
	
33:0t	第三十三章
	
33:1t	兄弟重逢
	
33:1	雅各伯举目，看见厄撒乌带了四百人前来，遂将孩子分别交与肋阿、辣黑耳和两个婢女；
33:2	将两个婢女和她们的孩子放在最前面，其次是肋阿和她的孩子，最后是辣黑耳和若瑟。
33:3	他自己走在他们前面，七次伏地叩拜，直到来到哥哥前。
33:4	厄撒乌却向他跑来，抱住他，扑在他颈上吻他，两人都哭了。
33:5	厄撒乌举目，看见女人和孩子，遂问说：「这些人是你的什么人？」雅各伯答说：「是天主恩赐给你仆人的孩子。」
33:6	于是婢女和她们的孩子前来叩拜了。
33:7	肋阿和她的孩子也前来叩拜了，最后若瑟和辣黑耳才近前来叩拜。
33:8	厄撒乌又问说：「我所见的这一大队，有什么意思？」雅各伯答说：「这是蒙我主悦纳的。」
33:9	厄撒乌说：「我的兄弟，我已够富足了；你的，你留下罢! 」
33:10	雅各伯说：「请不要这样! 我若真蒙你悦纳，请你收下我手中的礼物；因为我见了你的面，就如见了天主的面；你实在仁厚接待了我。
33:11	请你收下我献给你的礼品；因为天主厚待了我，我什么都有了。」由于雅各伯极力恳请，他才收下了。
33:12	厄撒乌说：「我们起程前行，我愿与你同行。」
33:13	雅各伯对他说：「我主知道，孩子尚幼小，我还要照顾尚在哺乳的牛羊，若一天只顾催赶，全群牲畜都要死尽。
33:14	还是请我主在你仆人前先行；我要照我前面的牲畜和孩子们的脚步，慢慢前行；直至达到色依尔我主那里。」
33:15	厄撒乌说：「让我留下几个跟我的人陪著你。」雅各伯说：「只要我能蒙我主悦纳，又何必如此! 」
33:16	厄撒乌就在当天回了色依尔。
33:17	雅各伯却动身往稣苛特去了，在那里为自己盖了一座房屋，为牲畜搭了些棚子；为此给那地起名叫「稣苛特。」
	
33:18t	雅各伯移居舍根
	
33:18	雅各伯由帕丹阿兰回来，平安来到客纳罕地的舍根城，在城的对面支搭了帐幕。
33:19	他支搭帐幕的那块地，是由舍根的父亲哈摩尔的儿子们手里，用一百块银钱买来的。
33:20	雅各伯在那里建立了一座祭坛，称它为：「大能者以色列的天主。」
	
34:0t	第三十四章
	
34:1t	舍根强奸狄纳
	
34:1	肋阿给雅各伯生的女儿狄纳，要去看看当地的女人。
34:2	当地酋长希威人哈摩尔的儿子舍根看见她，就抓住她，强奸了她，玷辱了她。
34:3	他的心迷恋雅各伯的女儿狄纳，深爱这少女，说宽慰她心的话。
34:4	事后，舍根向自己的父亲哈摩尔说：「请给我娶这少女为妻。」
34:5	雅各伯听见舍根污辱了女儿狄纳，但因他的儿子们那时正在乡间看守他的牲畜，所以没有作声，等他们回来。
	
34:6t	骗取舍根
	
34:6	舍根的父亲哈摩尔前来见雅各伯，与他商议。
34:7	那时雅各伯的儿子已由乡间回来，一听见这消息，就人人愤恨，非常恼怒，因为有人对以色列做出了这样的丑事：竟与雅各伯的女儿同卧；这是不应该做的。
34:8	哈摩尔与他们商议说：「我儿舍根的心迷恋你们的女儿，请你们将她嫁给他为妻。
34:9	你们可与我们互通婚姻：将你们的女儿嫁给我们，你们也可娶我们的女儿；
34:10	这样你们可同我们住在一起，本地都摆在你们面前，你们可在其中居住、行动、置业。」
34:11	舍根也对狄纳的父亲和她的兄弟们说：「只要我在你们眼中蒙恩，凡你们要求的，我必依从。
34:12	任凭你们向我要多少聘金和礼品，我必照你们提出的交付，只要你们将这少女给我为妻。」
34:13	雅各伯的儿子因为舍根污辱了他们的妹妹狄纳，就用欺诈的话答覆舍根和他父亲哈摩尔，
34:14	说：「将我们的妹妹嫁给一个没有受割损的人，为我们实是一大耻辱，我们不能这样作。
34:15	除非有这个条件，我们不能同意：你们都应和我们一样，使你们中所有的男子都受割损；
34:16	以后我们可将我们的女儿嫁给你们，我们也可娶你们的女儿；我们与你们住在一起，成为一个民族。
34:17	如果你们不肯听从我们而受割损，我们就带著我们的女儿离去。」
34:18	哈摩尔和他的儿子舍根认为他们的建议很好。
34:19	这少年毫不迟延地要照这建议进行，因为他喜爱雅各伯的女儿，更何况他还是他父亲全家族中最重要的人物。
34:20	哈摩尔和自己的儿子舍根于是来到城门口，向本城的人提议说：「
34:21	这些人对我们很和善，让他们住在本地内，在这里活动；本地原很广阔，足够容纳他们。我们可娶他们的女儿为妻，也可将我们的女儿嫁给他们。
34:22	但是，这些人只有一个条件，才同意与我们住在一起，形成一个民族：就是我们中所有的男子都应受割损，如同他们受了割损一样。
34:23	这样，他们的家畜和财产，以及一切牲口，岂不都归了我们! 只要我们同意，他们就肯同我们住在一起。」
34:24	凡由城门出入的人，都听从了哈摩尔和他的儿子舍根的话；由城门出入的男子，都受了割损。
	
34:25t	为妹雪耻
	
34:25	第三天，他们正疼痛难忍时，雅各伯的两个儿子，狄纳的哥哥西默盎和肋未，各自拿了一把刀，不慌不忙进了城，杀了所有的男子；
34:26	又用刀杀了哈摩尔和他的儿子舍根，由舍根房内领出狄纳而去。
34:27	雅各伯其余的儿子因了自己的妹妹受污，乘人被杀就前来洗劫城邑，
34:28	夺去了他们的羊群、牛群和驴，并城内和乡间所有的一切。
34:29	凡是他们的财物，连他们所有的孩子和妇女都掳了去；凡屋内所有的一切，都夺了去。
34:30	雅各伯事后对西默盎和肋未说：「你们害了我，使我在本地的居民，即客纳罕人和培黎齐人中，成了个可恨的人。我的人数少，如果他们联合起来反对我，攻击我，那末我和我全家就必同归于尽。」
34:31	他们回答说：「难道人应待我们的妹妹如同一个妓女？」
	
35:0t	第三十五章
	
35:1t	雅各伯到贝特耳
	
35:1	天主对雅各伯说：「起来，上贝特耳去，住在那里，为你昔日逃避你哥哥厄撒乌在那里显现给你的天主，筑一祭坛。」
35:2	雅各伯便对家人和跟随他的人说：「你们应除去你们中间所有外邦的神像，并取洁，更换衣服，
35:3	因为我们要起身上贝特耳去；在那里我要给在我困苦的时日俯听了我，在我所走的路上伴随了我的天主，筑一祭坛。」
35:4	众人便将自己手中所有外邦的神像，所有的耳环，都交给了雅各伯；雅各伯就都埋在那靠近舍根的橡树底下。
35:5	当他们起程出发时，天主叫周围的城邑都非常恐怖，为此谁也不敢追赶雅各伯的儿子。
35:6	这样，雅各伯和与他在一起的人，来到客纳罕地的路次，即贝特耳；
35:7	他在那里筑了一座祭坛。称呼那地方为贝特耳，因为他逃避他哥哥时，天主曾在那里显现给他。
35:8	其时黎贝加的乳母德波辣死了，就埋在贝特耳下面的一株橡树底下；为此给这橡树起名叫「悲泣的橡树。」
	
35:9t	天主再次显现
	
35:9	雅各伯由帕丹阿兰回来后，天主又显现给他，再祝福他。
35:10	天主对他说：「你原叫雅各伯，但以后不再叫作雅各伯，却要叫作以色列。」遂给他改名以色列。
35:11	天主又对他说：「我是全能的天主，你要生育繁殖；不但一个民族，而是一些民族要由你而生，许多君王要由你而生。
35:12	我将赐给了亚巴郎和依撒格的土地赐给你；我也将这土地赐给你未来的后裔。」
35:13	然后天主就在与他谈话的地方，离开他，上升去了。
35:14	雅各伯在天主与他谈话地方，竖立了一根柱子，一根石柱；在上面行了奠祭，倒上油。
35:15	雅各伯给天主与他谈话的地方起名叫贝特耳。
	
35:16t	辣黑耳难产逝世
	
35:16	他们由贝特耳起程出发，离厄弗辣大还有一段路程时，辣黑耳要生产，感觉难产。
35:17	正当难产之际，收生婆对她说：「不要怕，你这次还是生个男孩。」
35:18	辣黑耳将要断气快死的时候，给他起名叫本敖尼；但他的父亲却叫他本雅明。
35:19	辣黑耳死了，葬在去厄弗辣大，即白冷的路旁。
35:20	雅各伯在她坟上立了一块碑；这块辣黑耳坟上的碑，至今尚存。
	
35:21t	勒乌本乱伦
	
35:21	以色列又起程前行，在米革达耳厄德尔的那一面支搭了帐幕。
35:22	以色列住在那地时，勒乌本竟去与他父亲的妾彼耳哈同睡；以色列后来闻知了此事。雅各伯的儿子共计十二人。
	
35:23t	雅各伯十二子
	
35:23	肋阿的儿子：雅各伯的长子勒乌本、西默盎、肋未、犹大、依撒加尔和则步隆。
35:24	辣黑耳的儿子：若瑟和本雅明。
35:25	辣黑耳的婢女彼耳哈的儿子：丹和纳斐塔里。
35:26	肋阿的婢女齐耳帕的儿子：加得和阿协尔：这些都是雅各伯在帕丹阿兰生的儿子。
	
35:27t	依撒格逝世
	
35:27	雅各伯来到了克黎雅特阿尔巴，即赫贝龙的玛默勒他父亲依撒格那里，即亚巴郎和依撒格曾寄居过的地方。
35:28	依撒格享寿一百八十岁。
35:29	他年高老迈，已享天年，遂断气而死，归到他亲族那里去了；他的儿子厄撒乌和雅各伯将他埋葬了。
	
36:0t	第三十六章
	
36:1t	厄撒乌的后裔
	
36:1	以下是厄撒乌，即厄东的后裔：
36:2	厄撒乌由客纳罕女人中娶的妻子，有赫特人厄隆的女儿阿达，有曷黎人漆贝红之子阿纳的女儿敖曷里巴玛；
36:3	还有依市玛耳的女儿，乃巴约特的姊妹巴色玛特。
36:4	阿达给厄撒乌生了厄里法次；巴色玛特生了勒乌耳；
36:5	敖曷里巴玛生了耶乌士、雅蓝和科辣黑：以上都是厄撒乌在客纳罕地生的儿子。
36:6	厄撒乌带了自己的妻子儿女，和家中所有的人，并自己所有的牛羊家畜，以及在客纳罕地所获得的财物，迁移到色依尔，离开他的弟弟雅各伯，
36:7	因为他们家产太多，不能住在一起；他们寄居的地方，由于家畜太多，也容不下他们。
36:8	厄撒乌就住在色依尔山地。厄撒乌即是厄东。
36:9	以下是色依尔山地厄东人的始祖厄撒乌的后裔。
36:10	以下是厄撒乌子孙的名谱：厄撒乌的妻子阿达的儿子厄里法次；厄撒乌的妻子巴色玛特的儿子勒乌耳。
36:11	厄里法次的儿子：特曼、敖玛尔、则缶、加堂和刻纳次。
36:12	厄撒乌的儿子厄里法次的妾提默纳给厄里法次生了阿玛肋克：以上是厄撒乌的妻子阿达的子孙。
36:13	勒乌耳的儿子：纳哈特、则辣黑、沙玛和米匝：以上是厄撒乌的妻子巴色玛特的子孙。
36:14	以下是漆贝红之子阿纳的女儿，厄撒乌的妻子敖曷里巴玛的儿子：她给厄撒乌生了耶乌士、雅蓝和科辣黑。
	
36:15t	厄撒乌子孙的族长
	
36:15	以下是厄撒乌子孙中的族长：厄撒乌的长子厄里法次的子孙中，有特曼族长，敖玛尔族长，则缶族长，刻纳次族长，
36:16	科辣黑族长，加堂族长和阿玛肋克族长：以上是厄东地厄里法次族的族长，都是阿达的子孙。
36:17	厄撒乌的儿子勒乌耳的子孙中，有纳哈特族长，则辣黑族长，沙玛族长和米匝族长：以上是厄东地勒乌耳族的族长，都是厄撒乌的妻子巴色玛特的子孙。
36:18	厄撒乌的妻子敖曷里巴玛的子孙中有耶乌士族长，雅蓝族长和科辣黑族长：以上是阿纳的女儿，厄撒乌的妻子敖曷里巴玛子孙中的族长。
36:19	以上都是厄撒乌的子孙，都是族长。这就是厄东。
	
36:20t	曷黎人色依尔的族谱
	
36:20	以下是当地居民曷黎人色依尔的子孙：罗堂、芍巴耳、漆贝红、阿雅、
36:21	狄雄、厄责尔和狄商：以上是厄东地色依尔子孙曷黎人的族长。
36:22	罗堂的儿子：曷黎和赫曼；罗堂的姊妹是提默纳。
36:23	芍巴耳的儿子：阿耳汪、玛纳哈特、厄巴耳、舍佛和敖南。
36:24	漆贝红的儿子：阿雅和阿纳；那在旷野里放牧他父亲漆贝红的驴，发现温泉的，就是这位阿纳。
36:25	阿纳的儿子狄雄；阿纳的女儿就是敖曷里巴玛。
36:26	狄雄的儿子：赫默丹、厄市班、依特兰和革兰。
36:27	厄责尔的儿子：彼耳汉、匝汪和阿甘。
36:28	狄商的儿子：伍兹和阿郎。
36:29	以下是曷黎人的族长：罗堂族长，芍巴耳族长，漆贝红族长，阿纳族长，
36:30	狄雄族长，厄责尔族长和狄商族长: 以上是色依尔地曷黎人各族的族长。
	
36:31t	厄东的君王
	
36:31	以下是在以色列子民未有君王统治以前，统治厄东地的君王。
36:32	贝敖尔的儿子贝拉在厄东作王，他的京城名叫丁哈巴。
36:33	贝拉死后，波责辣人则辣黑的儿子约巴布继他为王。
36:34	约巴布死后，特曼地人胡商继他为王。
36:35	胡商死后，贝达得的儿子哈达得继他为王，他曾在摩阿布平原击败了米德杨人。他的京城名叫阿威特。
36:36	哈达得死后，玛斯勒卡人撒默拉继他为王。
36:37	撒默拉死后河间的勒曷波特人沙乌耳继他为王。
36:38	沙乌耳死后，阿革波尔的儿子巴耳哈南继他为王。
36:39	阿革波尔的儿子巴耳哈南死后，哈达得继他为王；他的京城名叫帕乌。他的妻子名叫默塔贝耳，是默匝哈布人玛特勒得的女儿。
	
36:40t	厄撒乌族其余的族长
	
36:40	厄撒乌族的族长名称，依族系和地区名列如下：提默纳族长，阿耳瓦族长，耶太特族长，
36:41	敖曷里巴玛族长，厄拉族长，丕农族长，
36:42	刻纳次族长，特曼族长，米贝匝尔族长，
36:43	玛革狄耳族长和依兰族长：以上是厄东人在所占有的地方，依住区所有的族长。厄东人的始祖即是厄撒乌。
	
37:0t	第三十七章
	
37:1t	雅各伯定居客纳罕
	
37:1	雅各伯定居在他父亲作客的客纳罕地方。
37:2	以下是雅各伯的小史。若瑟十七岁时，与哥哥们一同放羊。他尚年幼，常与自己的父亲的妻子彼耳哈和齐耳帕的儿子们在一起。他不断将他们作的恶事报告给父亲。
	
37:3t	若瑟作异梦
	
37:3	以色列爱若瑟超过其他的儿子，因为是他年老生的，并给他做了一件彩色长衫。
37:4	他的哥哥们见父亲爱他胜过其余的儿子，就忌恨他，不能与他和气交谈。
37:5	若瑟作了一梦，讲给哥哥们听，因此他们越发恼恨他。
37:6	他对他们说：「请听我作的梦：
37:7	我梦见我们同在田间捆麦子，忽然我的麦捆站起来，你们的麦捆围住我的麦捆下拜。」
37:8	他哥哥们对他说：「难道你要作我们的君王？或者统治我们？」他们为了这梦和这番话，越发恼恨他。
37:9	他又作了一梦，也告诉他哥哥们说：「我又作了一梦：梦见太阳和月亮并十一颗星辰向我下拜。」
37:10	当他给父亲和哥哥们讲说这梦时，他父亲就责斥他说：「你作的是什么梦？难道我和你母亲以及你的兄弟，都要来向你叩首至地？」
37:11	他兄弟们都忌恨他；他父亲却将这事存在心里。
	
37:12t	若瑟被出卖
	
37:12	若瑟的哥哥们去了舍根，放他们父亲的羊。
37:13	以色列对若瑟说：「你哥哥们不是在舍根放羊么？来，我打发你去看看他们。」他回答说：「我在这里。」
37:14	以色列对他说：「你去看看你哥哥们是否平安，羊群怎样；然后回来告诉我。」以色列便打发他由赫贝龙山谷前去；他到了舍根。
37:15	有一个人见他在田间游荡，那人就问他说：「你寻找什么？」
37:16	他答说：「我寻找我的哥哥；请告诉我：他们在那里放羊？」
37:17	那人答说：「他们已离开了这里；我听见他们说：我们到多堂去。」于是若瑟便去追寻他的哥哥，在多堂找到了。
37:18	他们老远就看见了他；在他尚未来近以前，就已决定要谋杀他。
37:19	他们彼此说：「看，那作梦的人来了!
37:20	我们杀掉他，将他抛在一口井里，说是猛兽吃了。看他的梦还有什么用？」
37:21	勒乌本听了，就设法由他们手中救他，遂说：「我们不要害他! 」
37:22	勒乌本又对他们说：「你们不要流血；只将他丢在这旷野的井里，不可下手害他。」他的意思是想由他们手中救出他来，还给父亲。
37:23	若瑟一来到他哥哥们那里，他们就脱去了他穿的那件彩色长衣，抓住他，把他丢在井里；
37:24	那井是空的，里面没有水。
37:25	他们坐下吃饭时，举目看见一队由基肋阿得来的依市玛耳人；他们的骆驼满载树胶、香液和香料，要下到埃及去。
37:26	犹大遂对兄弟们说：「杀害我们的弟弟，隐瞒他的血，究竟有什么益处？
37:27	不如将他卖给依市玛耳人，免得对他下毒手，因为他究竟是我们的兄弟，是我们的骨肉。」兄弟们听从了他的意见。
37:28	米德杨的商人经过那里时，他们便从井中拉出若瑟来，以二十块银钱卖给了依市玛耳人；他们便将若瑟带到埃及去了。
37:29	勒乌本回到井边，不见若瑟在井内，遂撕裂了自己的衣服，
37:30	回到兄弟们那里喊说：「孩子不见了! 我可往那里去呢？」
37:31	他们于是拿了若瑟的长衣，杀了一只公山羊，将长衣浸在血里；
37:32	然后派人将那件彩色的长衣送给他们的父亲说：「这是我们寻得的，请你仔细看看，是不是你儿子的长衣？」
37:33	雅各伯仔细一看，就喊说：「是我儿子的长衣；猛兽将他吃了。若瑟被撕裂了，被撕裂了! 」
37:34	雅各伯遂撕裂了自己的衣服，腰间围上麻衣，为自己的儿子悲哀了多日。
37:35	虽然他的儿女都来安慰他，他却不肯接受他们的安慰，说：「我只有悲哀地下到阴间，往我儿那里去! 」他的父亲竟这样哀悼他。
37:36	米德杨人后来在埃及将若瑟卖给了法郎的内臣，卫队长普提法尔。
	
38:0t	第三十八章
	
38:1t	犹大与儿媳
	
38:1	那时犹大离开自己的兄弟，下到一个名叫希辣的阿杜蓝人那里住下了。
38:2	犹大在那里看见了一个名叫叔亚的客纳罕人的女儿，就娶了她，亲近了她。
38:3	她遂怀孕，生了一个儿子，给他起名叫厄尔。
38:4	她又怀孕，生了一个儿子，给他起名叫敖难。
38:5	以后她又生了一个儿子，给他起名叫舍拉；生他的时候，犹大正在革齐布。
38:6	犹大给自己的长子厄尔娶了妻子，名叫塔玛尔。
38:7	犹大的长子厄尔行了上主所厌恶的事，上主就叫他死了。
38:8	于是犹大对敖难说：「你去与你哥哥的妻子亲近，与她尽你为弟弟的义务，给你哥哥立后。」
38:9	敖难明知后裔不归自己，所以当他与哥哥的妻子结合时，便将精液遗泄于地，免得给自己的哥哥立后。
38:10	他作这事，为上主所厌恶，上主就叫他死了。
38:11	犹大于是对儿媳塔玛尔说：「你回到你父亲家中去守寡，直到我儿子舍拉长大成人。」因为他心里想：「恐怕他也如同他哥哥们一样死去。」塔玛尔就回去，住在自己父亲的家里。
38:12	过了几年，犹大的妻子叔亚的女儿死了。丧期过后，犹大便同自己的朋友阿杜蓝人希辣，上提默纳黑去剪羊毛。
38:13	有人告诉塔玛尔说:「你公公现正上提默纳黑去剪羊毛。」
38:14	塔玛尔遂脱去守寡的衣服，蒙上首帕，遮掩自己，坐在通往提默纳黑大道去厄纳殷的路口上；－－原来她见舍拉已经长大，还没有娶她为妻。－－
38:15	犹大一看见她，以为她是个妓女，因为她遮盖了自己的脸。
38:16	犹大便由路上转到她面前，向她说：「来! 让我与你亲近! 」他并不知她就是自己的儿媳。她答说：「你给我什么，好与我亲近？」
38:17	犹大答说：「由羊群中取一只小公山羊送给你。」塔玛尔说：「你未送来以前，你应给个抵押。」
38:18	犹大问说：「我该给你什么作抵押？」她答说：「你的印章，你的系印带和你手中的棍杖。」犹大便交给了她，与她亲近了；她于是由他怀了孕。
38:19	事后，她起来回家，除掉首帕，再穿上她守寡的衣服。
