1.-2t	列王纪上
20.42	先知对君王说：「上主这样说：你既然亲手放走了我所要消灭的人，所以你要替他偿命，你的人民必意抵偿他的人民。」
20.43	以色列王闷闷不乐地回了撒玛黎雅，进了自己的宫殿。
	
21.0t	第廿一章
	
21.1t	葡萄园的风波
	
21.1	这事以后，依次勒耳人纳波特在依次勒耳，靠近撒玛黎雅王阿哈布的宫殿，有一个葡萄园。
21.2	阿哈布对纳波特说：「请将你的葡萄园让给我，我可以用作菜园，因为离我的宫殿很近；我愿拿一个更好的葡萄园来与你交换；或者，如果你认为好，我也可以照葡萄园的价值给你钱。」
21.3	纳波特回答阿哈布说：「上主决不许我将我祖先的产业让给你！」
21.4	阿哈布由于依次勒耳人纳波特对他所说：「我决不将我祖先的产业让给你」的话，便闷闷不乐地回到宫中，躺在床上，转过脸去，不肯吃饭。
21.5	他的妻子依则贝耳来见他，问他说：「你为什么心里这样忧闷，连饭都不肯吃？」
21.6	阿哈布回答说：「因为我对依次勒耳人纳波特说：请将你的葡萄园按现价卖给我，或者如果你愿意，我可以拿另一个葡萄园来与你交换；他却回答说：我决不将我的葡萄园让给你。」
21.7	他的妻室依则贝耳对他说：「你真会统治以色列！只管起来吃饭，心情愉快，我必将依次勒耳人纳波特的葡萄园交给你。」
21.8	依则贝耳便以阿哈布的名义写了一封信，盖上君王的印章，送给与纳波特同住一城的长老和官绅，
21.9	信上写道：「请你们宣布禁食，叫纳波特坐上民众的首位，
21.10	然后再叫两个流氓坐在他的对面，作证控告他说：纳波特辱骂了天主和君王，你们应将他拉出城外，用石头砸死。」
21.11	那些与纳波特同住在一城的长老和官绅，便照依则贝耳吩咐他们的，照她在送给他们的信上所写的去行：
21.12	宣布禁食，叫纳波特坐上民众的首位，
21.13	两个流氓前来坐在他的对面，当众作证控告他说：「纳波特辱骂了天主和君王。」众人便将他拉出城外，用石头砸死了。
21.14	然后派人告诉依则贝耳说：「纳波特已用石头砸死了。」
21.15	依则贝耳听说纳波特已用石头砸死了，就对阿哈布说：「你起来，去占领依次勒耳人纳波特，先前不肯照现价卖给你的葡萄园，因为纳波特已经不在了，已经死了。」
21.16	阿哈布一听说纳波特死了，就起身下到依次勒耳人纳波特的葡萄园，霸占了那葡萄园。
	
21.17t	厄里亚预言天主的惩罚
	
21.17	那时，有上主的话传于提市贝人厄里亚说：「
21.18	你起来，下去会晤住在撒玛黎雅的以色列王阿哈布；看，他现在正在纳波特的葡萄园内，他下到那里去霸占了那葡萄园。
21.19	你要对他说：上主这样说：你杀了人，还要霸占他的产业吗？继而对他说：上主这样说：狗在什么地方，舔了纳波特的血，也要在什么地方舔你的血。」
21.20	阿哈布对厄里亚说：「我的对头，你又找到了我的错吗？」厄里亚答说：「是，我找到了你的错，因为你出卖了你自己，去行上主视为恶的事。
21.21	我必要在你身上降灾，消灭你的宗族；以色列所有属于阿哈布的男子无论是自由的或不自由的，一概灭绝。
21.22	我要使你的家像乃巴特的儿子雅洛贝罕的家，又像阿希雅的儿子巴厄沙的家，因为你惹我发怒，使以色列陷于罪恶。
21.23	至于依则贝耳，上主也预言说：狗要在依则贝耳的田间，吞食依则贝耳。
21.24	凡属阿哈布的人，死在城中的，要为狗吞食，死在田间的，要为空中的飞鸟啄食。」
21.25	实在，从来没有人像阿哈布一样，受他的妻子依则贝耳的引诱，这样出卖自己，行上主视为恶的事。
21.26	他行了最可憎恶的事，归依了邪神偶像，全像上主从以色列子民前，赶走了阿摩黎人所行的一样。
	
21.27t	阿哈布忏悔免罚 
	
21.27	阿哈布一听这些话，就撕破自己的衣服，身穿麻衣，禁食，穿著麻衣睡觉，低头缓步行走。
21.28	于是有上主的话传于提市贝人厄里亚说：「
21.29	阿哈布在我面前这样自卑自贱，你看见了没有？他既然在我面前自卑自贱，在他有生之日，我不降此灾祸；但是，到他儿子的日子，我要使这灾祸临于他家。」
	
22.0t	第廿二章
	
22.1t	南北两国战阿兰
	
22.1	阿兰与以色列之间连续三年没有战争。
22.2	第三年上，犹大王约沙法特下去见以色列王。
22.3	以色列王对自己的臣仆说：「你们知道辣摩特基肋阿得原属于我们，而我们一直没有设法从阿兰王的手中夺回来。」
22.4	然后对约沙法特说：「你愿意同我一起去攻取辣摩特基肋阿得吗？」约沙法特回答以色列王说：「你怎样，我也怎样；我的人民就如同是你的人民，我的马就如同是你的马。」
	
22.5t	假先知预言战胜
	
22.5	以后，约沙法特对以色列王说：「请你先求问上主说什么？」
22.6	以色列王于是召集了众先知，人数约有四百，问他们说：「我上去进攻辣摩特基肋阿得，还是不去呢？」他们回答说：「上去，上主必将那地交于大王手中。」
22.7	但是，约沙法特说：「这里就没有一位上主的先知，我们可托他求问吗？」
22.8	以色列王回答约沙法特说：「还有一个我们可以托他求问上主；不过我憎恨他，因为他对我说预言，总不说吉祥话，只说凶言；这人即是依默拉的儿子米加雅。」约沙法特对他说：「请大王别这样说！」
22.9	以色列王于是召一个宦官来，吩咐他说：「快去将依默拉的儿子米加雅召来！」
22.10	当时以色列王和犹大王在撒玛黎雅城门前的广场上，各穿朝服，坐在宝座上；所有的先知在他们面前说预言。
22.11	革纳阿纳的儿子漆德克雅带来了些自制的铁角说：「上主这样说：你要用这些铁角杀尽阿兰人。」
22.12	所有的先知也同样预言说：「你上辣摩特基肋阿得去，必然顺利，上主必将那地交于大王手中！」
	
22.13t	米加雅预言战败
	
22.13	那去召米加雅的使者对米加雅说：「看，先知们都一口同声对君王说吉祥话，希望你说话，也如同他们中的一个一样，也说吉祥话。」
22.14	米加雅回答说：「我指著永生的上主起誓：上主吩咐我什么，我就说什么！」
22.15	米加雅来到君王那里，君王问他说：「米加雅，我们应该上去进攻辣摩特基肋阿得，还是不去呢？」他回答说：「上去，必然顺利！上主必将那地交在大王手中！」
22.16	君王对他说：「我应该多少次叫你宣誓，你才奉上主的名对我说实话呢？」
22.17	米加雅答说：「我看见全以色列人散在山上，好像没有牧人的羊群。上主说：这些人既然没有主人，就让他们各自平安回家罢！」
22.18	以色列王对约沙法特说：「我不是告诉过你：他对我说预言总不说吉祥话，只说凶话？」
22.19	米加亚答说：「为此，你且静听上主的话：我见上主坐在宝座上，天上的万军侍立在他左右。
22.20	上主问说：有谁能去唆使阿哈布，叫他上去进攻辣摩特基肋阿得，而死在那里呢？那时有的说这样，有的说那样。
22.21	以后，有一个神出来，立在上主面前说：我能唆使他。上主问他说：用什么方法？
22.22	那神回答说：我去，在他所有的先知口中做虚言的神。上主答说：你必能唆使他，也必会成功，你去照办罢！
22.23	现在上主将虚言的神，放入你这些先知口中，上主已注定你必遭殃。」
22.24	那时，革纳阿纳的儿子漆德克雅前来，打米加雅的脸说：「上主的神有何曾离开了我，而同你谈话呢？」
22.25	米加雅答说：「在你进入最严密的室内隐藏的那一天，你就会知道了。」
22.26	以色列王吩咐说：「将米加雅带回去，交给阿孟市长及约阿士王子，
22.27	说君王这样吩咐：将这人下在监里，少给他吃的喝的，等我平安回来。」
22.28	米加雅说：「你如果能平安回来，那么，上主就没有藉我说过话。」后又说：「众百姓！你们要听清楚啊！」
	
22.29t	阿哈布阵亡
	
22.29	以色列王遂与犹大王约沙法特上去，进攻辣摩特基肋阿得。
22.30	以色列王对约沙法特说：「我要改装上阵，你可以仍穿朝服。」于是以色列王改装上了阵。
22.31	阿兰王曾吩咐自己的三十二个战车队长说：「你们不必与大小将士交战，只攻打以色列王！」
22.32	战车队长一看见约沙法特，便说：「这必是以色列王！」遂转身向他进攻，约沙法特连声叫苦；
22.33	战车队长见他不是以色列王，就不再追击他。
22.34	有人偶然一箭，射入以色列王的铠甲与腰带中间，君王对驾车的人说：「转回！载我离开阵地，我已受伤。」
22.35	但那天战事越来越激烈，君王仍然立在车上，抵抗阿兰人；晚上君王就死了；伤处的血直流到车底。
22.36	约在日落的时候，营中传出号令说：「各自回城，各自归家，
22.37	君王已死！」人们将君王送回撒玛黎雅，在那里埋葬了。
22.38	在撒玛黎雅的池塘中，洗涤君王的车时，有狗来舔他的血，有妓女在那里沐浴，正应验上主所说的话。
22.39	阿哈布其余得事迹，他的一切作为，所建造的象牙宫，以及修筑的一切城市，都记载在以色列列王实录上。
22.40	阿哈布与祖先同眠，他的儿子阿哈齐雅继位为王。
	
22.41t	约沙法特为犹大王
	
22.41	以色列王阿哈布四年，阿撒的儿子约沙法特登极作犹大王。
22.42	约沙法特登极时，年三十五岁；在耶路撒冷作王二十五年；他的母亲名叫阿组巴，是史肋希的女儿。
22.43	约沙法特完全走了他父亲阿撒的道路，不偏左右，行了上主视为正义的事；
22.44	只有丘坛，还没有铲除，人民仍在丘坛上焚香献祭。
22.45	约沙法特与以色列王相安无事。
22.46	约沙法特其余的事迹，他所做的英雄事迹，以及如何作战，都记载在犹大列王实录上。
22.47	约沙法特将他父亲活著时，所留下的为神卖淫的男女，全从国内铲除。
22.48	当时在厄东没有君王，只有总督代理。
22.49	约沙法特建造了塔尔史士船只，为到敖非尔去运输黄金，然而没有到达，船只就在厄兹雍革贝尔破坏了。
22.50	那时阿哈布的儿子阿哈齐雅对约沙法特说：「让我的仆人同你的仆人一起坐船去好了！」但是，约沙法特没有同意。
22.51	约沙法特与祖先同眠，与祖先一同葬在达味城；他的儿子约兰继位为王。
	
22.52t	阿哈齐雅为以色列王
	
22.52	犹大王约沙法特十七年，阿哈布的儿子阿哈齐雅，在撒玛黎雅登极作以色列王；他作王统治以色列只有两年，
22.53	行了上主视为恶的事，随从了他父亲和他母亲以及乃巴特的儿子雅洛贝罕，使以色列陷于罪恶的道路，
22.54	服事敬拜了巴耳，激怒了上主，以色列的天主，全像他父亲所作的一样。
