1:-2t	厄则克耳	
30:6 	上主这样说：凡支持埃及的人都要丧亡，她骄傲的势力必要衰落，由米革多耳到色威乃的人，必丧身刀下──吾主上主的断语──	
30:7 	她要在荒芜地带中，成为最荒芜的；她的城在荒废的城中，将成为最荒废的。	
30:8 	当我在埃及点火时，凡辅佐她的都要毁灭，那时他们便承认我是上主。	
30:9 	在那一日，我必派遣使主，乘着船，恐吓安居的雇士；恐怖必要笼罩他们，如埃及的日子。看，已来到了。	
30:10	吾主上主这样说：我要藉巴比伦王拿步高的手，消灭埃及的民众。	
30:11	他和跟他来的人民，是万民中最凶残的；他们被派来，是为破坏此地；他们将拔刀攻打埃及，使此地充满伤亡的人。	
30:12	我要使河流成为干地，把此地卖给恶人，藉外人的手破坏此地和此地的一切：这是我，上主说的。	
30:13	吾主上主这样说：我必要消灭偶像，使邪神由诺夫绝迹，由埃及再不出现王侯；使恐怖降在埃及地，	
30:14	使帕特洛斯变为旷野，在左罕点火，对诺施行惩罚。	
30:15	我要向新──埃及的要塞，发泄我的怒气，铲除诺的民众。	
30:16	我要在埃及点火，新必因恐怖而战栗，诺必被破坏，诺夫白日遭受敌人攻击。	
30:17	翁及丕贝色特的壮丁必丧身刀下，二城的人都要被掳去。	
30:18	当我在塔黑培乃斯打断埃及的令牌，消灭她骄傲的势力时，白日将变为黑暗，乌云笼罩着她，她的女儿也要被掳去。	
30:19	当我对埃及施行惩罚时，他们必承认我是上主。」	
		
30:20t	论埃及的神谕	
30:20	十一年一月初七日，上主的话传给我说：	
30:21	「人子，我打断了埃及王法郎的臂膊，看，没有人包扎，没有人敷药，或用绷带裹起，使臂膊有力拿剑。	
30:22	为此，吾主上主这样说：看，我要打击埃及王法郎，打断他那还有力量的臂膊，使刀由他手中跌落。	
30:23	我要将埃及人分散到外邦，把他们散布在各地。	
30:24	我必要加强巴比伦王的臂膊，把我的刀放在他手中；我要打断法郎的臂膊，使他在那人面前呻吟，像受伤的人呻吟一样。	
30:25	我要加强巴比伦王的臂膊，而法郎的臂膊反要衰弱；当我把我的刀交在巴比伦王手中，使他伸向埃及地时，他们便要承认我是上主。	
30:26	我要将埃及人分散到外邦，把他们散布在各地：如此，他们便要承认我是上主。」	
		
		
31:0t	第三十一章(18)	
		
31:1t	论埃及的神谕	
31:1 	十一年三月一日，上主的话传给我说：	
31:2 	「人子，你要向埃及王法郎和他的民众说：你的伟大相似谁呢﹖	
31:3 	看，你是一棵黎巴嫩香柏，枝叶美观，荫影浓密，枝干高大，树梢插入云霄。	
31:4 	水使它长大，渊泉使它长高；河水由四周流入栽植它之地，支流灌溉田中其它的树木。	
31:5 	为此它的枝干高过田间的一切树木，因为水多，生长时枝业繁茂，枝条特长。	
31:6 	天上的一切飞鸟在它枝干上筑巢，田间的野兽在他的枝叶下生子，各国的人民住在它的荫影下。	
31:7 	它的枝叶广阔，高大华丽，因为它的根深入多水之地。	
31:8 	天主乐园中的香柏，都不能同它相比，扁柏不及它的枝干，枫树不及它的枝桠，天主乐园中所有的树木都没有它那样美丽。	
31:9 	我使它枝叶茂盛而美丽，致令「伊甸」──天主乐园──中所有的树木都嫉妒它。	
31:10	因此吾主上主这样说：因它枝干高大，枝梢插入云霄，遂因自己高大而心高气傲。	
31:11	我必将它交在列国最强的人手中，他们要任意对待它；我必要因它的罪行而将它铲除；	
31:12	列国最凶残的人必要将它伐倒，把它拋弃在山上；它的枝桠，倒卧在山谷中，枝条折落在一切洼地上；万国的人民都要离开它的荫影，而弃舍它；	
31:13	天上飞鸟都栖在它倒了的枝干上，田间的各种野兽都停在它的枝条下，	
31:14	这是为使一切有水滋润的树木，不要因自己的躯干高大而自负，不要再让枝梢插入云霄，免得各种有水滋润的树木，因高耸而自大，因为他们都要归于死亡，降到阴间，到那些已降入深渊的人子中。	
31:15	吾主上主这样说：在它下到阴府的那天，我要使人哀吊它；为了它我要使深渊闭塞，使江河凝结，洪水停流，使黎巴嫩为它举哀，使田间所有的树木因它而枯萎。	
31:16	当我使它下到阴府与已在深渊的人在一起时，也使列国因它下坠之声而战栗；那时「伊甸」中的各种树木，黎巴嫩一切有水滋润的华丽而高大的树木，在阴间都感到安慰。	
31:17	那些在各国住在它荫影下帮助过它的的人，也随它下到阴府，同那丧身刀下的人在一起。	
31:18	「伊甸」的树木中，就华丽和高大说，你相似那一棵﹖你也要同「伊甸」的树木一起被推入阴间，在未受割损的人中，同丧身刀下的人卧在一起：这是指法郎和他所有的人民说的──吾主上主的断语。」	
		
		
32:0t	第三十二章(32)	
		
32:1t	论埃及的神谕	
32:1 	十一年十二月一日，上主的话传给我说：	
32:2 	「人子，你要唱哀歌追悼埃及王法郎，向他说：你曾自比作列国的雄狮，其实你却似海中的鳄鱼，冲入你的河中，用爪搅混了水，弄污了河流。	
32:3 	吾主上主这样说：我要藉列国的联军向你张开我的罗网，用我的往把你拖上来。	
32:4 	我要把你丢在地上，拋在田野间，使天上的各种飞鸟落在你身上，使地上的各种野兽吃你个饱。	
32:5 	我要把你的肉丢在山上，用你的尸首填满山谷，	
32:6 	用你的流汁灌溉大地，以你的血灌溉至山边，以你的腐尸填满沟壑。	
32:7 	当你被消灭时，我要遮蔽天空，使星辰也昏暗；以云彩遮住太阳，使月亮不放光明。	
32:8 	我要使天上一切照在你身上的光体变为黑暗，使黑暗笼罩你的国土──吾主上主的断语－－	
32:9 	当我在列国把你灭亡的消息，传到你不认识的国家时，我要使许多民族心神忧伤。	
32:10	当我在他们面前挥动我的刀剑时，我要使许多民族，为了你而惊骇，使她们的君王惊惶失措；在你倾覆之日，他们每人都为自己的性命而战栗，	
32:11	因为吾主上主这样说：巴比伦王的刀剑必临于你。	
32:12	我必使你的民众丧身在众英雄，即列国中最凶残之人的刀下；他们必要破坏埃及的光华，消灭她的民众。	
32:13	我要从大水之旁，把她所有的牲畜灭绝，人脚不再搅混此水，兽蹄也不再使水混浊；	
32:14	那时，我要澄清他们的水，使他们的河徐徐流下如油一般──吾主上主的断语──	
32:15	当我使埃及地荒芜，使其它所有的一切荒废，打击其中所有居民时，他们必要承认我是上主。	
32:16	这是列国女子所要唱的哀歌，她们咏唱此歌凭吊埃及其人民──吾主上主的断语。」	
		
32:17t	论埃及的神谕	
32:17	十二年一月十五日，上主的话传给我说：	
32:18	「人子，你要哀悼埃及的民众，因为我要将她和各强国的女儿推入阴间，同已下到阴府的人在一起。	
32:19	你比谁更华美呢﹖你下去罢!同未受割损的人卧在一起罢!	
32:20	他们必倒在丧身刀下的人中，刀已交出，必使她和她的群众一起丧亡。	
32:21	最英勇的战士和她的同盟，必从阴府中论及她说：他们也下来了，同未受割损的人，同那些丧身刀下的人，卧在一起。	
32:22	在那里有亚述，她的民众都围绕着她的坟墓：他们都是被杀而丧身刀下的。	
32:23	他们的坟墓位于极深的坑中，她的民众围绕着她的坟墓：他们都是被杀而丧身刀下的，他们曾在活人地上，散布过恐怖。	
32:24	在那里有厄蓝，她的民众都围绕着她的坟墓：他们都是被杀而丧身刀下的，未受割损而降入阴间的；他们曾在活人地上，散布过恐怖，所以他们与已下到深渊的人一同蒙受羞辱。	
32:25	在丧亡者中为她安置了床榻，她的民众围绕着她的坟墓：他们全是未受割损，丧身刀下的，因为他们曾在活人地上，散布过恐怖，所以被安置在被杀的人中，与已下到深渊的人一同蒙受羞辱。	
32:26	在那里有默舍客和突巴耳，她们的民众都围绕着她们的坟墓：他们全是未受割损，丧身刀下的；他们曾在活人地上散布过恐怖。	
32:27	他们不得与古代已死的英雄卧在一起，这些人带着武器降入阴府，人们把他们的刀剑放在他们头下，盾牌放在他们的骨骸上，因为他们曾在活人地上，散布过恐怖。	
32:28	至于你，你要卧在未受割损的人中，同丧身刀下的人在一起。	
32:29	在那里有厄东和她的君王，以及她所有的首长，他们虽然英勇，却同丧身刀下的人被安置在一起，同未受割损而下到深渊的人卧在一起。	
32:30	在那里有北方的一切首领和所有的漆冬人，他们虽然英勇，令人惊骇，也同被杀者一起下去了；他们同未受割损的人和丧身刀下的卧在一起，与已下到深渊的人一同蒙受羞辱。	
32:31	法郎看见那些人，便为自己所有的人民，感到安慰，因为法郎和他的军队也都是丧身刀下的──吾主上主的断语──	
32:32	因为他曾在活人地上，散布过恐怖，所以法郎和他所有的人民，也都要卧在未受割损的人中，与丧身刀下的人在一起──吾主上主的断语。」	
		
		
33:-1t	以色列的复兴(33-48)	
		
33:0t	第三十三章(33)	
		
33:1t	先知作以民的警卫	
33:1 	上主的话传给我说：	
33:2 	「人子，你应告诉你民族的子女，向他们说：当我使刀剑临于一地，那地的百姓就应从自己的人中选出一人，立他作为他们的警卫，	
33:3 	他一见刀剑临近那地，就吹号筒，警告人民；	
33:4 	人民听见号筒的声音，若不加戒备；刀剑来了，将他除掉，他的血债应归他自己承当，	
33:5 	因为他听见号声，而不加戒备，他的血债应由他自己承当，那发警告的必安全无恙。	
33:6 	警卫若见刀剑来临，却不吹号筒，人民因此没有受到警告；刀剑来了，即便除掉他们中一人，这人虽因自己的罪恶被除掉，但我也要由警卫手中追讨他的血债。	
33:7 	人子，我也这样立你作以色列家族的警卫；你听了我口中的话，应代我警告他们。	
33:8 	为此，当我告诉恶人：『恶人，你必丧亡!』你若不讲话，也不警告恶人离开邪道，那恶人虽因自己的罪恶而丧亡，但我要由你手中追讨他的血债。	
33:9 	你若警告恶人叫他离开邪道，但他不肯归正，离开邪道，他必因自己的罪恶而丧亡，你却救了自己。」	
		
33:10t	悔改者存作恶者亡	
33:10	人子，你应告诉以色列家族：你们曾这样说：『我的过犯和罪恶重压着我们，我们必因此消灭，我们还怎能生存﹖』	
33:11	你要告诉他们：我指着我的生命起誓──吾主上主的断语──我决不喜欢恶人丧亡，但却喜欢恶人归正，离开邪道，好能生存。以色列家族啊!归正罢!归正罢!离开你们的邪道罢!何必要死去呢﹖	
33:12	人子，你要告诉你民族的子女：义人的正义在他犯罪之日不能救他；恶人的罪过在恶人悔改之日，也不会使它丧亡在他罪过中；义人在他犯罪之日，不能因着他的正义而生存。	
33:13	几时我向义人说：他必生存；但他却依仗自己的正义行恶，他所有的正义必不再被记念，他必因他所犯的罪恶而丧亡。	
33:14	几时我向恶人说：你必丧亡；但他由罪恶中悔改，且遵行法律和正义，	
33:15	清偿抵押，归还劫物，遵行生命的诫命，再不作恶，他必生存，不致死亡。	
33:16	他所犯的一切罪过，不再被提起，因他遵行法律和正义，必定生存。	
33:17	如果你民族的子女还说：『吾主的作法不公平。』其实是他们的作法不公平。	
33:18	几时义人离弃正义而去行恶，他必因此而丧亡；	
33:19	几时恶人离弃罪恶，而遵行法律和正义，他必因此而生存。	
33:20	你们怎么还说：『吾主的作法不公平﹖』以色列家族，我必照你们每人的行为审判你们。」	
		
33:21t	耶京失陷的消息	
33:21	我们充军后十一年十月五日，有一个从耶路撒冷逃到我这里的人说：『京城陷落了。』	
33:22	在逃难者来的前一晚上，上主的手临于我，开了我的口；及至他早晨来到我这里以前，我的口已开了，我不再作哑吧。	
		
33:23t	残存犹大者必被消灭	
33:23	上主的话传给我说：	
33:24	「人子，在以色列地区住在那些废墟里的人仍说道：亚巴郎只一个人就占据了此地，我们人数众多，此地应归我们占有。	
33:25	为此你应告诉他们：吾主上主这样说：你们吃了带血的祭物，举目仰望了你们的偶像，且杀人流血，而你们还要占据此地﹖	
33:26	你们仍仗着刀剑，行丑恶之事，每人玷污近人的妻子，而你们还要占据此地﹖	
33:27	你应告诉他们：吾主上主这样说：我指着我的生命起誓：那在废墟中的，必丧身刀下；在原野的，我要把他们交给野兽吞噬；在堡垒和山洞中的，必死于瘟疫。	
33:28	我要使此地变为沙漠和荒野，使她再不能夸耀自己的势力；我要使以色列的山变为荒丘，再无人经过。	
33:29	为了他们所行的丑恶，我使此地变为沙漠和荒野时，他们必承认我是上主。	
		
33:30t	宣讲的后果	
33:30	人子，你民族的子女在墙下及他们的门口，彼此谈论你说：来，我们去听听由上主那里传出了什么话﹖	
33:31	他们便成群结队地来到你这里，像我的百姓般坐在你面前，听你的话，但不去实行；他们口头上说的是甜言蜜语，但他们的心却在追求不义的利益。	
33:32	你对他们好象唱情歌的人，歌喉悦耳，弹奏美妙；他们喜欢听你说的话，却不去实行。	
33:33	当这事来时──看，已来了!──他们必承认在他们中有位先知。」	
		
		
34:0t	第三十四章(31)	
		
34:1t	谴责牧者	
34:1 	上主的话传给我说：	
34:2 	「人子，你应说预言攻斥以色列的牧者，向他们讲预言说：吾主上主这样说：祸哉以色列的牧者!你们只知牧养自己；牧人岂不应该牧养羊群﹖	
34:3 	你们吃羊奶，穿羊毛衣，宰肥羊，却不牧养羊群：	
34:4 	瘦弱的，你们不扶养；患病的，你们不医治；受伤的，你们不包扎；迷路的，你们不领回；遗失的，你们不寻找，反而用强力和残暴去管治他们。	
34:5 	因为没有牧人，羊都四散了；羊四散后，便成了一切野兽的食物。	
34:6 	我的羊在群山峻岭中迷了路，我的羊四散在全地面上，没有人去寻，没有人去找。	
34:7 	为此牧者啊，听上主的话罢!	
34:8 	我指着我的生命起誓──吾主上主的断语──因为我的羊群由于没有牧者，成了猎物；我的羊群成了一切野兽的食物，因为我的牧者不寻找我的羊，只知牧养自己，而不牧养我的羊：	
34:9 	为此，牧者啊，听上主的话罢!	
34:10	吾主上主这样说：我要攻击那些牧者，从他们手里追讨我的羊，我不再让他们牧放羊群；这样，牧者便不能再牧养自己了；我要从他们口中救出我的羊，不再作他们的食物。	
		
34:11t	上主为善牧	
34:11	因为吾主上主这样说：看，我要亲自去寻找我的羊，我要亲自照顾我的羊。	
34:12	犹如牧人在羊群失散的那日怎样寻找他的羊，我也怎样寻找我的羊；我要把那些曾在阴云和黑暗之日四散在各地的羊，从那些地方救回来。	
34:13	我要从各民族中将他们领出，从各国将他们聚集起来，领他们回到自己的地域；我要在以色列的群山上，溪水畔，以及本国的一切牧场上牧放他们。	
34:14	我要在茂盛的草原上牧放他们，在以色列的高山上有他们的羊栈，在那里他们要卧在舒适的羊栈里，在以色列的群山上，在肥美的牧场上吃草。	
34:15	我要亲自牧放我的羊，亲自使他们卧下──吾主上主的断语──	
34:16	失落的我要寻找；迷路的，我要领回；受伤的，我要包扎；病弱的，我要疗养；肥胖和强壮的，我要看守；我要按正义牧放他们。	
		
34:17t	惩罚恶羊	
34:17	我的羊群啊!关于你们，吾主上主这样说：看，我要在羊与羊，绵羊与山羊之间，施行审判。	
34:18	你们在茂盛的草场上吃饱后，就用蹄子把吃剩的践踏；喝足了清水，就用蹄子把剩下的弄脏，你们还以为是件小事吗﹖	
34:19	我的羊群就该吃你们蹄子踏过的草，喝你们蹄子弄脏的水﹖	
34:20	为此，吾主上主向他们这样说：看我要，亲自在肥羊与瘦羊之间施行审判，	
34:21	因为你们用臀部，和肩膀排挤，用角抵撞一切病弱的，直到把他们赶到外面；	
34:22	因此我要拯救我的羊，使之不再作猎物；我要在羊与羊之间施行审判。	
		
34:23t	有关默西亚的预言	
34:23	我要为他们兴起一个牧人，那即是我的仆人达味，他要牧放他们，作他们的牧人。	
34:24	我，上主要作他们的天主，我的仆人达味在他们中作领袖：这是我上主说的。	
34:25	我要同他们订立平安盟约，使猛兽由那地上灭绝，他们便可在旷野中安居，在森林里安眠。	
34:26	我要祝福他们和我山丘的四周，按时降雨，那是满带幸福的雨；	
34:27	因此田间的树木要结果，地要有出产；他们将安居在本乡。当我打断他们所负的轭，由奴役他们者的手中救出他们时，他们必承认我是上主。	
34:28	他们不再作异民的猎物，地里的野兽也不吞噬他们，他们反而要安居乐业，不再受人恐吓。	
34:29	我要使植物为他们而茂盛，他们在这地上不再为饥荒所消灭，也不再受异民的羞辱：	
34:30	如此，他们必承认我上主是他们的天主，且与他们同在，而他们──以色列家族，是我的百姓──吾主上主的断语──	
34:31	你们作我的羊群，是我牧场上的羊群；我是你们的天主──吾主上主的断语。」	
		
		
35:0t	第三十五章	
		
35:1t	反对厄东的神谕	
35:1 	上主的话传给我说：	
35:2 	「人子，你要面向色依尔山，讲预言攻斥它，	
35:3 	对它说：吾主上主这样说：色依尔山啊!看，我要攻击你，伸手打击你，使你变成沙漠和荒野。	
35:4 	我要使你的城市变成废墟，你将成为沙漠：如此，你便承认我是上主。	
35:5 	因为在以色列子民遭难时，在他们罪恶满盈时，你怀着永不忘的仇恨将他们交于刀剑：	
35:6 	为此，我指着我的生命起誓──吾主上主的断语──你既仇恨了血，血也必迫害你。	
35:7 	我必使色依尔山成为沙漠和荒野，由其中灭绝来往经过的人。	
35:8 	我要使你的群山、丘陵、山谷和溪涧，堆满伤亡的人，使刀剑伤亡的人横卧其中。	
35:9 	我要使你永久变为荒芜，你的城邑再没有人居住：如此，你们便承认我是上主。	
35:10	因为你说过：这两个民族，这两个地域应属于我，虽然雅威住在那里，我还要去占领；	
35:11	为此，我指着我的生命起誓，──吾主上主的断语──就如你怎样怀着仇恨对待他们，同样我也必以怒火和妒恨来对待你；当我惩罚你时，我叫你知道我在他们中，	
35:12	并要你知道，我上主听见了你向以色列的群山所讲的一切诅咒的话，说：它们已荒芜了，已交给我们享用。	
35:13	当你们开口说大话攻斥我，说出许多凌辱我的话时，我都听见了。	
35:14	吾主上主这样说：当全地欢跃时，我要使你荒芜，	
35:15	就如在以色列家的产业荒芜时，你曾喜乐；同样，我也要这样对待你；色依尔山必变成荒野，全厄东必被消灭：如此，人必承认我是上主。」	
		
		
36:0t	第三十六章(38)	
		
36:1t	以色列山受祝福	
36:1 	人子，你向以色列群山讲预言说：以色列群山，听上主的话罢!	
36:2 	吾主上主这样说：因为敌人曾论你们说：『哈!永远荒凉了，那地已成了我们的产业。』	
36:3 	为此你要预言说：吾主上主这样说：因人使你们荒凉了，从各方面侵蚀你们，使你们成为残余民族的产业，并使你们成为人们的口头禅和话柄：	
36:4 	为此，以色列群山!你们听吾主上主的话罢!吾主上主这样对高山、丘陵、溪涧、山谷、荒凉的废墟，以及那些曾为四周残余民族的掠物和笑柄而被遗弃的城邑说：	
36:5 	吾主上主这样说：我必在我妒火中发言攻斥各残余的民族和整个厄东，她们心里怀着幸灾乐祸，和轻视的心情，将我的地方据为自己的产业，劫掠它当作战利品。	
36:6 	为此，你向以色列地域讲预言，对高山、丘陵、溪涧和山谷说：吾主上主这样说：因为你们遭受了异民的凌辱，看，我必在妒火和愤怒中发言。	
36:7 	为此，吾主上主这样说：我举手起誓：你们四周的异民必要遭受他们当受的凌辱。	
36:8 	以色列群山，你们要给我的百姓以色列生出枝叶，结出果实，因为他们快来到了。	
36:9 	看，我偕同你们，眷顾你们，使你们得以耕种，得以播种，	
36:10	在你们那里增加全以色列家族的人数，使城邑再有居民，废墟得以重建。	
36:11	我要在你们那里，使人和牲畜的数目增多，他们要增加繁殖；我要使你们再有居民，如同昔日一样，优待你们胜过先前，如此，你们便承认我是上主。	
36:12	我要引领人，即我的百姓以色列到你们上面，他们要占领你，你要成为他们的产业，再不使他们丧失子女。	
36:13	吾主上主这样说：因为人向你说：你吞噬了人，并使你的百姓丧失子女；	
36:14	从此你不再吞噬人，也不再使你的百姓丧失子女──吾主上主的断语──	
36:15	我不再让在你那里听到异民的凌辱，你也不再受异民咒骂，也不再使你的百姓丧失子女──吾主上主的断语。」	
		
36:16t	上主施救是为了自己的荣名	
36:16	上主的话传给我说：	
36:17	「人子，以色列家族住在自己的地域时，以自己的品行和作为玷污了此地，他们的品行在我面前好似经期的污秽。	
36:18	因他们在此地所流的血，又因他们的偶像玷污了此地，我遂在他们身上发泄我的愤怒，	
36:19	将他们分散在异民中，散布在各国，照他们的品行和作为惩罚了他们。	
36:20	他们到了应去的异民那里，还亵渎了我的圣名，因为人们论及他们说：『这些人原是雅威的百姓，但他们却应当离开他的地域!』	
36:21	我遂怜惜我的圣名，即以色列家族在他们所到的异民中所亵渎的圣名。	
36:22	为此，你要告诉以色列家族，吾主上主这样说：以色列家族，我作这事并不是为了你们，而是为了我的圣名，即你们在所到的异民中所亵渎的圣名。	
36:23	我要使我的大名显圣，即在异民中被亵渎，即你们在他们中所亵渎的圣名；当我在你们身上，在他们眼前显为圣的时候，异民就要承认我是上主──吾主上主的断语。	
36:24	我要把你们从异民中领出，从各地聚集你们，领你们回到你们的地域。	
36:25	那时，我要在你们身上洒清水，洁净你们，净化你们，脱离各种不洁和各种偶像。	
36:26	我还要赐给你们一颗新心，在你们五内放上一种新的精神，从你们的肉身内取去铁石的心，给你们换上一颗血肉的心。	
36:27	我要将我的神赐与你们五内，使你们遵行我的规律，恪守我的诫命，且一一实行。	
36:28	如此，你们要居住在我赐给你们祖先的地方；你们要作我的百姓，我作你们的天主。	
36:29	我要救你们脱离各种不洁，命五谷丰登，不再让你们遭受饥荒。	
36:30	我要使树上的果实，天间的出产丰收，免得你们因饥荒受异民凌辱。	
36:31	那时你们记起了你们的恶行和那些不好的行为，连你们自己对你们的罪过和丑恶之事，也感觉讨厌。	
36:32	你们应清楚知道：我作这事并不是为了你们──吾主上主的断语──以色列家族!对你们的品行害羞惭愧罢们!	
		
36:33t	以色列的复兴	
36:33	吾主上主这样说：在我洁化你们脱离各种罪过的那天，使城邑有人居住，废墟得以重建，	
36:34	在过客眼中曾为荒芜的地方，再得以耕种之时，	
36:35	人们要说：那曾荒废的地方，如今成了「伊甸」乐园；荒芜废弃和破坏的城邑，如今成了设防安居之地。	
36:36	如此，你们四周的残余民族便承认，是我上主重建了破坏的城，种植了荒废的地。我上主言出必行。	
36:37	吾主上主这样说：我还要让以色列家族求我实行这事：叫他们的人数繁殖，多如羊群；	
36:38	就如被奉献的羊群，就如在庆节日耶路撒冷的羊群有多少，荒芜的城邑也要充满那么多的人群：如此，他们便承认我是上主。」	
		
		
		
37:0t	第三十七章(28)	
		
37:1t	枯骨复生的神视	
37:1 	上主的手临于我，上主的神引我出去，把我放在平原中，那里布满了骨头；	
37:2 	他领我在骨头周围走了一遭；见平原上骨头的确很多，又很干枯。	
37:3 	他问我说：「人子，这些骨头可以复生吗﹖」我答说：「吾主上主!你知道。」	
37:4 	他对我说：「你可向这些骨头讲预言，向他们说：干枯的骨头，听上主的话罢!	
37:5 	吾主上主对这些骨头这样说：看，我要使气息进入你们内，你们必要复活。	
37:6 	我给你们放上筋，加上肉，包上皮，把气息注入你们内，你们就复活了：如此，你们便要承认我是上主。」	
37:7 	于是我遵命讲预言。正当我讲预言时，忽然有一个响声，一阵震动，骨头与骨头互乡结合起来。	
37:8 	我望见他们身上有了筋，生了肉，包了皮，但他们还没有气息。	
37:9 	上主对我说：「你应向气息讲预言!人子，应向气息讲预言说：吾主上主这样说：气息，你应由四方来，吹在这些被杀的人身上，使他们复活。」	
37:10	我遵命一讲了预言，气息就进入他们内，他们遂复活了，并且站了起来；实在是一支庞大的军队。	
		
37:11t	枯骨的寓意	
37:11	上主对我说：「人子，这些骨头就是以色列家族。他们常说：我们的骨头干枯了，绝望了，我们都完了!	
37:12	为此，你向他们讲预言说：吾主上主这样说：看，我要亲自打开你们的坟墓；我的百姓，我要从你们的坟墓中把你们领出来，引你们进入以色列地域。	
37:13	我的百姓!当我打开你们的坟墓，把你们从坟墓内领出来的时候，你们便承认我是上主。	
37:14	我要把我的神注入你们内，使你们复活，叫你们安居在你们的地域内，那时，你们便要承认我，上主言出必行－吾主上主的断语。」	
		
37:15t	新以色列复合的象征	
37:15	上主的话传给我说：	
37:16	「人子，你拿一块木头，上面写：『犹大和他的同族以色列子民。』再拿另一块木头，上面写：『若瑟──厄弗辣因的木头──和他的同族的以色列子民。』	
37:17	以后，你把两块木头连成一块，在你手中成为一块。	
37:18	若你民族的子民询问你说：这是什么意思，你不能告诉我们吗﹖	
37:19	你要回答他们说：吾主上主这样说：看，我要拿若瑟的──即在厄弗辣因手中的──和他的同族以色列支派的木头，将它同犹大的木头连结成为一块木头，在我手中只成为一块。	
37:20	你应把在上面写过字的两块木头，拿在你手中，在他们面前，	
37:21	对他们说：吾主上主这样说：看，我要把以色列子民从他们所到的异民中领出，把他们由各方聚集起来，引他们回到自己的地域；	
37:22	我要使他们在那地和以色列山上成为一个民族，他们只有一位国王，不再是两个民族，不再分为两个国家；	
37:23	他们也不再为他们的偶像、怪物和各种邪恶所玷污；我要把他们由他们因背约所犯的各种罪过中救拔出来，净化他们，成为我的民族，我作他们的天主。	
37:24	我的仆人达味要作他们的国王，他们全体只有一个牧人；他们要遵行我的法律，谨守我的诫命，且一一实行；	
37:25	他们要安居在我赐给我的仆人雅各伯，即他们的祖先所居住的地方；他们、他们的儿子，他们的子子孙孙直到永远住在那里；我的仆人达味永远作他们的领袖。	
37:26	我要同他们订立和平的盟约，同他们订立永远的盟约；我要厚待他们，使他们昌盛，且在他们中立我的圣所，直到永远。	
37:27	我的住所也设在他们中间；我要作他们的天主，他们要作我的百姓。	
37:28	当我的圣所永远在他们中间时，异民便承认我是祝圣以色列的天主。」	
		
		
38:0t	第三十八章(23)	
		
38:1t	哥格攻击以色列	
38:1 	上主的话传给我说：	
38:2 	「人子，你面向哥格和玛哥格地，即面向默舍克和突巴耳的最高领袖，讲预言攻斥他，	
38:3 	说：吾主上主这样说：默舍客和突巴耳的最高领袖，看，我要攻击你，	
38:4 	我要用钩子钩住你的牙床，把你拖出来，使你带领你的大军、马队和骑兵出征，都是全副武装，戴着盔甲和盾牌的大军，都手持刀剑。	
38:5 	还有波斯、雇士和普特人同他们联盟，都带着盾牌和铜盔。	
38:6 	哥默尔及其队伍，极北方的托加尔玛家族及其队伍，还有许多人民同你联合。	
38:7 	你和同你联合的各种队伍都要戒备武装起来，好为我服务。	
38:8 	多日之后，你要奉到命令；到末年，你要去攻击那脱离兵灾已复原的地方，那里的居民是由各民族聚集起来的；你要去攻击那久已荒凉的以色列山，那里的居民是由各民族归来，已安居在那里。	
38:9 	你和你的大军，以及同你联合的各种队伍都一起上去，有如狂风来临，有如浓云遮地。	
		
38:10t	哥格的恶谋	
38:10	吾主上主这样说：到那一天，你要心起恶念，筹划一个恶计。	
38:11	你要想：我要进攻不设防的地方，进攻安居无忧的人民；他们住的地方没有围墙，没有门闩，也没有门。	
38:12	我要去抢夺劫掠，下手攻击已为人居住的废墟，攻击那由各民族汇集而来，已有牲畜财物，已安居在地中心的人民。	
38:13	舍巴、德丹、塔尔史士的商人和客商都问你说：你来岂不是为了抢夺﹖集合你的联军岂不是为了劫掠，夺去金银，带走牲畜和财物，拿去大批掠物﹖	
		
38:14t	哥格被歼灭	
38:14	人子，为此你要讲预言，向哥格说：吾主上主这样说：当我的百姓以色列安居的那一天，你不是就起了身，	
38:15	离开你的住处，由极北之地而来，率领许多民族都骑着马，实在是一支庞大的联军，极强大的队伍，	
38:16	上来进攻我的百姓以色列，有如密云遮地一般﹖哥格!到末日我要领你来攻打我的地方，为的是当我在异民眼前，在你身上显圣时，叫他们认识我。	
38:17	吾主上主这样说：你就是我昔日藉我的仆人以色列的先知在那些岁月中所预言的：我要领你进攻他们的那一位。	
38:18	到哥格进攻以色列的那一天──吾主上主的断语──我的怒气要从我的鼻孔发出；	
38:19	我要在妒忌怒火中说：的确，到那一天，以色列地必要发生大地震；	
38:20	海里的鱼，空中的飞鸟，田间的走兽，地上所有的爬虫，地面上所有的人，都要在我面前战栗；山要崩裂，悬崖要塌陷，所有墙垣要倾倒地上。	
38:21	我要召刀剑到我的各山上来攻击他──吾主上主的断语──人们要用刀剑互相残杀。	
38:22	我要以瘟疫和残杀惩罚他，且要在他和他的军队以及同他联合的众民身上，降下暴雨、冰雹、火焰和硫磺。	
38:23	如此，我要显示我的伟大和神圣，且在众民眼前显示我自己，使他们承认我是上主。」	
		
		
39:0t	第三十九章(29)	
		
39:1t	哥格失败	
39:1 	人子，你讲预言攻斥哥格说：吾主上主这样说：默舍客和突巴耳的最高领袖哥格，看，我要攻击你，	
39:2 	我要引诱你，挟持你，使你从极北之地上来，领你到以色列的山上，	
