1:-1t	列王纪下
23:25	在他以前没有人一个君王像他这样依照梅瑟的法律，全心全意全力归向上主；在他以后也没有兴起一个像他一样的。
23:26	虽然如此，上主仍未平息向犹大所发的盛怒烈火，因为默纳舍种种行事，太激怒了上主，
23:27	因此上主说：「我仍要由我面前除去犹大，如同我除去了以色列一样；我要拋弃我所选择的这座耶路撒冷城，和我所说我名必留其间的殿」。
	
23:28t	约史雅阵亡
23:28	约史雅其余的事迹，他的一切作为，都记载在犹大列王实录上。
23:29	约史雅年间，埃及王法郎乃苛上到幼发拉的河，亚述王那里，约史雅出兵与他对抗，初次会战，就在默基多阵亡。
23:30	他的臣仆将他的尸体，用车从默基多运到耶路撒冷，葬在他自己的坟墓里；当地的人民推举约史雅的儿子约哈次，给他傅油，继承父位为王。
	
23:31t	约阿哈次为犹大王
23:31	约阿哈次登极时年二十三岁，在耶路撒冷为王三个月，他的母亲名叫哈慕塔耳，是里贝纳人耶勒米雅的女儿。
23:32	他行了上主视为恶的事，完全像他祖先所行的一样。
23:33	法郎乃苛将他幽禁在哈玛特地的黎贝拉，不要他在耶路撒冷作王，并要那地方缴约一百「塔冷通」银子和十「塔冷通」金子作赔款。
23:34	以后，法郎乃苛立了约史雅的儿子厄里雅金继他父亲约史雅为王，给他改名叫约雅金；后将约阿哈次带到埃及去了，约阿哈次就死在那里。
23:35	约雅金将金银付给法郎，但为交付法郎要求的款项，只得向国家征税，要本国人民每人依照自己的家产，缴纳金银，送给法欴乃苛。
	
23:36t	约雅金为犹大王
23:36	约雅金登极时年二十五岁，在耶路撒冷为王十一年；他的母亲名叫则步达，是鲁玛人培达雅的女儿。
23:37	他行了上主视为恶的事，全像他祖先所行的一样。
	
	
24:0t	第二十四章
24:1 	约雅金年间，巴比伦王拿步高进犯，约雅金臣服了他三年，以后又背叛了他。
24:2 	上主派加色丁、阿兰、摩阿布和阿孟人的杂军来，不断侵犯约雅金；上主派这些人来进攻消灭犹大，正如上主藉他的仆人先知们所说的话。
24:3 	犹大遭遇这件事，确是由于上主的命令，因为衪要由自己面前拋弃犹大：这是因了默纳舍所犯的一切罪患，
24:4 	也是因了他所流的无辜者的血，他使无辜者的血流满了耶路撒冷，上主不肯宽恕。
24:5 	约雅金其余的事迹，他行的一切，都记载在犹大列王的实录上。
24:6 	约雅金与祖先同眠后，他的儿子耶苛尼雅继位为王。
24:7 	从此埃及王不敢再离开本国出征，因为巴比伦王征服了从埃及河直到幼发拉的河属于埃及的领土。
	
24:8t	耶苛尼雅为犹大王
24:8 	耶苛尼雅登极时年十八岁，在耶路撒冷作王三个月；他的母亲名叫乃胡市达，是耶路撒冷人厄耳纳堂的女儿。
24:9 	他行了上主视为恶的事，全像他父亲所行的一样。
24:10	那时巴比伦王拿步高的臣仆前来围攻耶路撒冷。
24:11	当他的臣仆围攻耶路撒冷时，巴比伦王拿步高亲自来督战攻城。
24:12	犹大王耶苛尼雅和他的母亲臣仆、公卿以及太监，都出来投降巴比伦王；巴比伦王将他们掳去，时在巴比伦王在位第八年。
24:13	巴比伦王且抢去了上主殿内的一切宝藏，和王宫中的宝藏，打碎了以色列王撒罗满为上主圣殿所制的一切金器，正如上主所预言的；
24:14	也掳去了耶路撒冷的民众，所有的官绅和勇士，共一万人，以及所有的工匠和铁匠，只留下了地方上最穷苦的平民。
24:15	他将耶苛尼雅掳到巴比伦去，也将太后、后妃、君王的内侍，以及地方上的王公大人，都从耶路撒冷掳到巴比伦去。
24:16	一切有气力的人，人数约七千，工匠和铁匠，人数约一千，都是能打仗的勇士，巴比伦王都掳到巴比伦去。
24:17	巴比伦王立了耶苛尼雅的叔父玛塔尼雅代他为王，给他改名叫漆德克雅。
	
24:18t	漆德克雅为犹大王
24:18	漆德克雅登极时年二十一岁，在耶路撒冷为王十一年；他的母亲名叫哈慕塔耳，是里贝纳人耶勒米雅的女儿。
24:19	他行了上主视为恶的事，全像约雅金所行的一样；
24:20	因此，上主向耶路撒冷和犹大大发愤怒，由自己面前将他们拋弃。以后漆德克雅背叛了巴比伦王。
	
	
25:0t	第二十五章
	
25:1t	耶路撒冷失陷
25:1 	漆德克雅为王九年十月十日，巴比伦王拿步高率领全军前进攻耶路撒冷，扎营围城，在城四周建筑了壁垒，
25:2 	围攻京城，直到漆德克雅为王十一年。
25:3 	是年四月九日，城中发生了严重的饥荒，当地人民已没有食粮，
25:4 	京城遂被攻破。加色丁人还在围攻城时，君王和全体士兵，夜间出了靠近御园的双墙城门，逃往阿辣巴。
25:5 	加色丁军队便追赶君王，在耶利哥旷野追上了；此时他的军队都已离开他逃散了。
25:6 	加色丁军队擒获了君王，带他到黎贝拉去见巴比伦王。巴比伦王就宣判他的罪案，
25:7 	且在漆德克雅眼前杀了他的儿子，也剜了他的眼，给他带上锁链，送往巴比伦去。
	
25:8t	京城被毁
25:8 	巴比伦王拿步高为王十九年五月七日，巴比伦王的大臣，卫队长乃步匝辣当来到了耶路撒冷，
25:9 	烧毁了上主的殿、王宫和耶路撒冷所有的民房；凡是高大的建筑都用火烧了。
25:10	跟随卫长的所有加色丁军队，拆毁了耶路撒冷周围是城墙。
25:11	城中剩下的人民和已投降巴比伦王的人，以及其余的平民，卫队长乃步匝辣当都掳了去，
25:12	只留下当地一部分最穷的平民作园丁和农夫。
	
25:13t	圣殿被劫
25:13	加色丁人又将上主殿前的铜柱，和上主殿内的铜座、铜海都打碎，把铜运往巴比伦；
25:14	此外，锅、铲、蜡剪、香盘，以及行礼的一切铜器，全都带走；
25:15	提炉、杯爵，凡是纯金纯银的，卫队长都拿走了。
25:16	撒罗满为上主的殿所制造的两根柱子，一个铜海和一些盆座，这一切器皿所用的铜，重量无法估计。
25:17	一根柱子高十八肘，上端有同柱头，高五肘，柱头四周有网子和石榴，全是铜的；另一根柱子相同，也有网子。
	
25:18t	朝臣被杀
25:18	卫队长又擒获了大司祭色辣雅、副大司祭责法尼雅和三个门丁；
25:19	由城中掳去了一个管理军队的宦官，五个在城内搜到的君王的亲信，一个征募当地人民的军队的书记．和城中搜到的六十个当地平民。
25:20	卫队长乃步匝辣当捉住他们，带到黎贝拉去见巴比伦王；
25:21	巴比伦王就在哈玛特地的黎贝拉将他们杀了；从此，犹大人由本乡被掳去充军。
	
25:22t	遗民的命运
25:22	巴比伦王拿步高对留在犹大地内的人民，派定了沙番的孙子，阿希甘的儿子革达里雅作他们的首长。
25:23	众军长和他们的士兵一听说巴比伦王委派了革达里雅为首长，乃塔尺雅的儿子依市玛耳，卡勒亚的儿子约哈南，乃托法人堂胡默特的儿子色辣雅，玛阿加人的儿子雅匝尼雅和他们的士兵，都来到米兹帕见革达里雅。
25:24	革达里雅遂对他们和他们的士兵起誓说：「你们不要害怕加色丁人的臣仆，安心住在此地，服事巴比伦王，就必能相安无事」。
25:25	但是到了七月，王家的后裔厄里沙玛的孙子，乃塔尼雅的儿子依市玛耳带了十个人前来，杀了革达里雅，和与他同在米兹帕的犹大人及加色丁人。
25:26	于是所有的人民，不分贵贱大小和众军长，因为害怕加色丁人，都起身逃往埃及去了。
	
25:27t	耶苛尼雅蒙厚待
25:27	犹大王耶苛尼雅被掳后第三十七年十二月二十七日，巴比伦王厄威耳默洛达客在他登极元年，大赦犹大王耶苛尼雅，放他出狱，
25:28	亲切与他交谈，令他坐在与他一同在巴比伦的众王之上。
25:29	耶苛尼雅脱去囚服，以后一生日日与王共进饮食。
25:30	他的生活费用，在他有生之日，每天不断由巴比伦王供应。
	
