1.-1t	上编 以色列人出离埃及(1-18)
30.2	长一肘，宽一肘，方形，高二肘，四角从坛上突出。
30.3	坛、坛的上面、四壁、周围和四角，都包上纯金；坛周围做上金花边。
30.4	坛两侧花边下，做两个金环，两面都做，为穿杠杆，抬香坛之用。
30.5	用皂荚木做两根杠杆包上金。
30.6	把香坛安置在约柜前面挂的帐幔前，就是在我与你会晤的约柜上的赎罪盖之前。
30.7	亚郎要在坛上焚烧香料；每天早晨整理灯盏时要焚香；
30.8	晚间亚郎换放灯盏时也要焚香：这是你们世世代代在上主前不断的焚香礼。
30.9	在这坛上不准焚别的香，也不准献全燔祭和素祭或奠祭。
30.10	亚郎每年一次为在这坛的四角上行赎罪礼，用赎罪祭赎罪牺牲的血，每年一次为这坛行赎罪礼。你们世世代代应行此礼，将坛祝圣于上主为至圣之物。」
	
30.11t	造会幕的人丁税
	
30.11	上主训示梅瑟说：「
30.12	当你统计以色列子民人数的时候，凡被统计的人，每人应献给上主赎命金，免得在统计的时候，灾祸降在他们身上。
30.13	凡被统计过的，每人应按圣所的衡量缴纳半「协刻耳，」──一「协刻耳」等于二十「革辣，」──这半「协刻耳」是给上主的献仪。
30.14	凡被统计过的，自二十岁以上起，要献给上主献仪：
30.15	富的不多纳，穷的也不少出，一概出半「协刻耳，」给上主作献仪，作你们的赎命金。
30.16	你从以色列子民所取得的赎命金，应拿来为会幕用。这是子民在上主前是一个记念，也赎回了你们的性命。」
	
30.17t	铜盆
	
30.17	上主训示梅瑟说：「
30.18	你应作一铜盆和铜盆座，为洗濯之用；把盆安在会幕和祭坛之间，盆中放上水，
30.19	好叫亚郎和他的儿子们在盆中洗手洗脚。
30.20	他们进会幕，或走近祭坛行礼，或向上主焚烧火祭时，要用水洗，免得死亡。
30.21	他们应洗手洗脚，免得死亡：这为他和他的子孙世世代代是永远的规律。」
	
30.22t	傅礼的油
	
30.22	上主训示梅瑟说：「
30.23	你要拿上等的香料：纯正没药五百「协刻耳，」香肉桂为没药的一半，即二百五十「协刻耳，」香菖蒲二百五十「协刻耳，」
30.24	桂皮按圣所的衡量五百「协刻耳，」橄榄油一「辛，」
30.25	用这些材料配制傅礼用的圣油，像配制香膏的方法配制，作为傅礼用的圣油。
30.26	用此油傅会幕和约柜，
30.27	供桌和其上的一切器具，灯台和一切用具，香坛，
30.28	全燔祭坛和坛上的一切用具、盆和盆座。
30.29	你祝圣过的，都成了至圣之物，凡接触这些物件的，也成为圣的。
30.30	你也要给亚郎和他的儿子们傅油，祝圣他们作我的司祭。
30.31	你要吩咐以色列子民说：你们应世世代代以此为傅礼用的圣油，
30.32	不准将此油倒在俗人身上，也不准用这配制的方法配制这样的油，因为是圣油，你们应以为圣物。
30.33	无论谁若配制这样的油，或用这油傅了凡人，应将他从百姓中铲除。」
	
30.34t	制香法
	
30.34	上主向梅瑟说：「你要取这些香料：就是苏合香、香螺和白松香；这些香料与纯乳香应有相等的分量，
30.35	以香膏的配制法配成香，再加上盐，使之成为纯洁和圣的。
30.36	将一部份研成碎末，献在会幕中的约柜前，即我与你会晤的地方；这为你是至圣之物。
30.37	你所配制的这种香，不准配制为自己用，应当作圣物，只为上主用。
30.38	无论谁若配制这样的香料，为闻香气，应将他从百姓中铲除。」
	
31.0t	
	
31.1	召集工程师
	
31.1	上主训示梅瑟说：「
31.2	看，从犹大支派，我已召叫了胡尔的孙子，乌黎的儿子贝匝肋耳来，
31.3	以天主的神充满了他，叫他有智慧、技能和知识，能制造各种工程，
31.4	能设计图案，能用金、银、铜制造器物，
31.5	能雕刻宝石，镶嵌，雕刻木头，制造各种工程。
31.6	我又使丹支派阿希撒玛客的儿子敖曷里雅布与他合作；也把智慧赐给一切有艺术技能的人，好完成我吩咐你的一切：
31.7	会幕、约柜和上面的赎罪盖及属于会幕的一切用具，
31.8	供桌和桌上的一切器物，纯金的灯台和灯台的一切器物和香坛，
31.9	全燔祭坛和一切器物，盆和盆座，
31.10	行礼的衣服，亚郎大司祭的圣衣和他儿子们行祭的服装，
31.11	傅礼用的油和为圣所焚的香。他们应全照我吩咐你的去作。」
	
31.12t	守安息日
	
31.12	上主训示梅瑟说：「
31.13	你要吩咐以色列子民说：你们务要守我的安息日，这是我与你们之间世世代代的记号，使你们知道，我是祝圣你们的上主。
31.14	所以你们应守安息日，因为这日为你们是圣日，那亵渎这圣日的，应受死刑；凡在这日工作的，应从百姓中铲除。
31.15	六日中可以工作，但第七日应完全安息，因为是献于上主的圣日；凡在安息日工作的，应受死刑。
31.16	以色列子民要守安息日，世世代代要过安息日，作为永远的盟约。
31.17	这是我与以色列子民之间的永远记号，因为上主六天造了天地，第七天停工休息。」
	
31.18t	赐约版
	
31.18	上主在西乃山上向梅瑟说完了话，交给他两块约版，即天主用手指所写的石版。
	
32.0t	
	
32.1t	拜金牛
	
32.1	百姓见梅瑟迟迟不下山，就聚集到亚郎跟前，对他说：「起来，给我们制造一尊神像，在我们前面引路，因为那领我们出埃及国的梅瑟，不知道遭遇了什么事。」
32.2	亚郎给他们说：「你们去摘下你们的妻子、儿女所配戴的金耳环，给我送来。」
32.3	众百姓即将他们耳上的金环摘下，送到亚郎跟前。
32.4	亚郎从他们手里接过来，制了一个模型，用来铸了一个牛像。他们遂说：「以色列，这就是领你出埃及国的天主。」
32.5	亚郎一见，就在牛犊前筑了一座祭坛，宣布说：「明日是上主的庆节。」
32.6	次日清晨，他们起来，就奉献了全燔祭和和平祭；以后百姓坐下来吃喝，起来玩乐。
	
32.7t	梅瑟求天主息怒
	
32.7	上主训示梅瑟说：「你下去! 因为你从埃及国领出来的百姓败坏了。
32.8	他们很快就离开了我给他们指示的道路，为自己铸了一个牛犊，朝拜它，向它祭献并且说：「以色列，这就是领你出埃及的天主。」
32.9	上主又向梅瑟说：「我看这百姓，真是一个执拗的百姓!
32.10	你且由我向他们发怒，消灭他们；我要使你成为一个大民族。」
32.11	梅瑟求上主他们的天主息怒说：「上主，你为什么要向你用大力，用强硬的手臂，由埃及国领出来的百姓发怒呢？
32.12	为什么要叫埃及人说：他是恶意领他们出来，要在山中杀死他们，由地面上绝灭他们呢？求你息怒，撤销要加于你百姓的灾祸。
32.13	求你记念你的仆人亚巴郎、依撒格和以色列，你曾指著自己向他们起誓说：我要使你们的后裔，像天上的繁星那样多；我所许的那整个地方，必赐给你们的后裔，叫他们永远占有。」
32.14	上主遂撤销了要加于百姓的灾祸。
	
32.15t	梅瑟怒碎约版
	
32.15	梅瑟转身下山，手中拿著两块约版，版两面都写著字，前面后面都有字。
32.16	版是天主做的，字是天主写的，刻在版上。
32.17	若苏厄一听见百姓喧哗的声音，就对梅瑟说：「营里有战争的声音。」
32.18	梅瑟回答说：「这不是战胜的歌声，也不是战败的吵声，我听见的是应和的歌声。」
32.19	当梅瑟走近营幕的时候，见了那牛犊，看见人歌舞，遂大发愤怒，把两块石版由手中抛出，摔碎在山下。
32.20	随后拿过他们所造的牛犊，投在火中焚烧，捣成细末，撒在水面上，叫以色列子民喝。
32.21	梅瑟对亚郎说：「这百姓对你作了什么，你竟使他们陷于重罪？」
32.22	亚郎回答说：「我主，请不要生气! 你知道这百姓倾向于恶。
32.23	他们对我说：请给我们制一神像，在我们前面引路，因为那领我们出埃及国的梅瑟，不知道遭遇了什么事。
32.24	我给他们说：谁有金子，就摘下来! 他们遂给我送来。我把金子投在火中，这牛犊便出来了。」
	
32.25t	惩罚拜金牛者
	
32.25	梅瑟见百姓这样放肆，──因为亚郎放纵了他们，成了敌人的笑柄；──
32.26	就站在营幕门口说：「凡属上主的，到我跟前来! 」于是肋未的子孙聚到梅瑟前。
32.27	梅瑟向他们说：「上主，以色列的天主这样说：每人要把刀配在腰间，在营中往来，从这门到那门，要杀自己的兄弟、朋友和亲人。」
32.28	肋未的子孙就照梅瑟的吩咐作了，那一天百姓中被杀的约有三千人。
32.29	梅瑟说：「今天你们应接受奉事上主的圣职，因为你们每人牺牲了自己的儿子和兄弟，上主今日必赐福与你们。」
32.30	到了次日，梅瑟向百姓说：「你们犯了重罪，现在我要上到上主台前，也许我能为你们赎罪。」
32.31	梅瑟回到上主那里说：「唉! 这百姓犯了重罪，为自己制造了金神像。
32.32	现在只求你赦免他们的罪，不然，就把我从你所记录的册子上抹去罢! 」
32.33	上主回答梅瑟说：「谁犯罪得罪我，我就把谁从我的册子上抹去。
32.34	现在你去领我的百姓到我吩咐你的地方去。看，我的使者在你前面引路。在我惩罚之日，我必惩罚他们的罪。」
32.35	以后上主打击了百姓，因他们敬拜了亚郎制造的牛犊。
	
33.0t	
	
33.1t	起程的命令
	
33.1	上主向梅瑟说：「你和你从埃及国领出的百姓离开这里，上那地方去；关于此地，我曾誓许给亚巴郎、依撒格和雅各伯说：我要将此地赐给你的后裔。
33.2	我要打发使者在你面前，我要驱逐客纳罕人、阿摩黎人、赫特人、培黎齐人、希威人和耶步斯人。
33.3	你往流奶流蜜之地时，我不与你同行，因为你是个执拗的百姓，免得我在路上消灭你。」
33.4	百姓一听这凶信，都表示悲痛，没有人再穿戴装饰品。
33.5	上主向梅瑟说：「你告诉以色列子民：你们是个执拗的百姓，我若与你同行，只一会儿，我必把你消灭。现在你把装饰品卸下，看我要怎样待你。」
33.6	以色列子民从离开曷勒布山，就卸去了装饰品。
	
33.7t	会幕
	
33.7	梅瑟往往将那帐幕支搭在营外，离营远些；他称此帐幕为「会幕。」凡求问天主的，要到营外的帐幕那里。
33.8	每当梅瑟往会幕那里去的时候，众百姓都起来，每人站在自己帐幕门口，观望梅瑟直到他进入会幕。
33.9	当梅瑟进入会幕的时候，云柱降下，停在会幕门口，上主便向梅瑟谈话。
33.10	众百姓一见云柱停止在会幕门口，百姓就起来，俯伏在自己的帐幕门口。
33.11	上主同梅瑟面对面地谈话，就如人同朋友谈话一样。梅瑟回营以后，他的侍从，一个年轻人，即农的儿子若苏厄总不离开会幕。
	
33.12t	梅瑟求见天主的荣耀
	
33.12	梅瑟对上主说：「看，你吩咐了我，叫我引领这百姓，但没有告诉我，你派谁与我同去。你还说过：提名选了你，你在我眼中得了宠。
33.13	如果我真在你眼中得宠，求你把你的道路指示给我，叫我认识你，好在你眼中得宠。也请记得这民族是你的百姓。」
33.14	上主回答说：「我必亲自去，使你获得安所。」
33.15	梅瑟对上主说：「你若不亲自去，也别叫我们从这里上去。
33.16	人怎样知道我和你的百姓在你眼中得宠，岂不是因你与我们同行，而我和你的百姓有别于地面上所有的人民？」
33.17	上主回答说：「连你所求的事，我也要作，因为你在我眼中得了宠，我提名选了你。」
33.18	梅瑟又说：「求你把你的荣耀显示给我。」
33.19	上主答说：「当我在你前呼喊「雅威」名号时，我要使我的一切美善在你面前经过。我要恩待的就恩待，要怜悯的就怜悯。」
33.20	又说：「我的面容你决不能看见，因为人见了我，就不能再活了。」
33.21	上主又说：「看，靠近我有个地方，你可站在那块磐石上。
33.22	当我的荣耀经过时，我把你放在磐石缝里，用我的手遮掩你，直到我过去。
33.23	当我缩回我的手时，你将看见我的背后，但我的面容，却无法看见。」
	
34.0t	
	
34.1t	重造约版
	
34.1	上主向梅瑟说：「你要凿两块石版，和先前的一样；我要把你摔碎的石版上的字，再刻在石版上。
34.2	明天早晨你要准备好，清早上西乃山，在山顶上站在我前。
34.3	不准任何人同你上山，全山不可有一个人，也不准在这山下放牛羊。」
34.4	梅瑟便凿了两块石版，和先前的一样；照上主的吩咐，清早起来，上了西乃山，手中拿著两块石版。
	
34.5t	上主显现
	
34.5	上主乘云降下，站在梅瑟身旁，他便呼喊「雅威」名号。
34.6	上主由他面前经过时，大声喊说：「雅威，雅威是慈悲宽仁的天主，缓于发怒，富于慈爱忠诚，
34.7	对万代的人保持仁爱，宽赦过犯、罪行和罪过，但是决不豁免惩罚，父亲的过犯向子孙追讨，直到三代四代。」
34.8	梅瑟急忙俯伏在地朝拜，
34.9	说：「吾主，若是我真在你眼中得宠，求吾主与我们同行；这百姓固然执拗，但求你宽免我们的过犯和罪恶，以我们为你的所有物。」
	
34.10t	约书中的精华
	
34.10	上主说：「看，我要立约：我在你的全百姓前所要行的奇迹，是在普世万国未行过的；你四周的人民要看见上主的作为，因为我藉你所行的是可怕的事。
34.11	你应注意我今日吩咐你的事：我要从你面前驱逐阿摩黎人、客纳罕人、赫特人、培黎齐人、希威人和耶步斯人。
34.12	你要注意：你每到一地，不可与那地方的居民立盟，恐怕他们成了你中间的陷阱。
34.13	你应拆毁他们的祭坛，打碎他们的神柱，砍断他们的木偶。
34.14	不准你朝拜别的神，因为上主名为忌邪者，他是忌邪的天主。
34.15	不准你与当地的人民结盟，免得他们与自己的神行淫，给自己的神献祭时，请你去吃他们的祭物，
34.16	又免得你为你的儿子娶他们的女儿为妻；当他们的女儿与自己的神行淫的时候，也使你的儿子与她们的神行淫。
34.17	不准为你铸造神像。
34.18	你要按照我所吩咐的，在阿彼布月所定的日期内，守无酵节，七天之久吃无酵饼，因为在阿彼布月你出离了埃及。
34.19	凡初开母胎的都应归于我；你的牲畜中，凡首生的公牛羊，都应归于我。
34.20	首生的驴，应用羊赎回；若不赎回，应打断它的颈项。你的子孙中，凡是长子，你应赎回。空著手的，不可到我台前来。
34.21	你六天作工，但第七天应安息，连在耕种收获的时期，也要安息。
34.22	在收获初熟麦子时，应过七七节；在年尾过收藏节。
34.23	凡你所有的男子，一年三次应去朝拜主，上主，以色列的天主。
34.24	几时我从你面前赶走异民，扩展了你的疆域之后，你一年三次上去朝拜上主你天主的时候，没有人敢图谋你的国土。
34.25	不可同酵面一起给我祭献牺牲的血；逾越节的牺牲，不可留到早晨。
34.26	你田中最上等的初熟之果，应献到上主你的天主的殿中。不可煮羊羔在其母奶之中。」
34.27	以后上主向梅瑟说：「你要记录这些话，因为我依据这些话同你和以色列子民立了约。」
34.28	梅瑟在那里同上主一起，停留了四十天四十夜，没有吃饭，也没有喝水；把盟约的话，即十句话，写在石版上。
	
34.29t	梅瑟面容发光
	
34.29	梅瑟从西乃山下来的时候，手中拿著两块约版；他下山的时候，未发觉自己的脸皮，因同上主说过话，而发光。
34.30	亚郎和全以色列子民一看见他的脸皮发光，都害怕接近他。
34.31	梅瑟召呼他们过来，亚郎和全会众的首领才敢回到他跟前，梅瑟就同他们谈了话。
34.32	以后全以色列子民也来到他跟前，他把上主在西乃山上同他所说的一切，都吩咐了他们。
34.33	梅瑟向他们讲完话，就用首帕蒙上自己的脸。
34.34	几时梅瑟到上主台前去同他谈话，就揭去首帕，直到出来的时候；他出来后，就对以色列子民讲明上主吩咐的事，
34.35	以色列子民观看梅瑟的脸，见梅瑟的脸皮发光。以后梅瑟再用首帕蒙上自己的脸，直到再去同上主谈话。
	
35.0t	
	
35.1t	安息日的法律
	
35.1	梅瑟召集以色列子民全会众，向他们说：「这是上主吩咐你们应遵行的事：
35.2	六日内作工，第七日为你们是圣日，应完成为上主安息；凡在这一日作工的，应受死刑。
35.3	安息日不准在你们住的一切地方生火。」
	
35.4t	献礼的命令
	
35.4	梅瑟又训示以色列子民全会众说：「上主这样命令说：
35.5	由你们财物中取一份作献仪，献给上主；凡甘心乐捐的，可献于上主的献仪是：金、银、铜，
35.6	紫色、红色、朱红色的毛线、细麻和山羊毛，
35.7	染红的公羊皮、海豚皮和皂荚木，
35.8	灯油，为制傅礼的油和焚香用的香料，
35.9	红玛瑙石和为镶在厄弗得和胸牌上的宝石。
35.10	你们中间凡有天才的人，都要来制造上主所命令的一切：
35.11	帐棚、棚顶和棚罩，钩子、木板、横木、柱子和卯座，
35.12	约柜和杠杆、赎罪盖、遮赎罪盖的帐幔，
35.13	供桌和杠杆，并一切器具，以及供饼，
35.14	灯台及其用具，灯盏与灯油，
35.15	香坛和杠杆，傅礼的油、香料、帐棚入口的门廉，
35.16	全燔祭坛和祭坛的铜格子、杠杆及一切器具，盆和盆座，
35.17	庭院的帷幔、柱子、卯座并院门的廉子，
35.18	帐棚的橛子、庭院的橛子和绳索，
35.19	圣所内行礼的祭服，亚郎大司祭的圣衣，以及他儿子们行祭的服装。」
	
35.20t	人民的献仪
	
35.20	于是以色列子民全会众离开梅瑟而去。
35.21	凡甘心情愿捐献的人都来送给上主献仪，为制造会幕和会幕中的一切用具及圣衣之用；
35.22	无论男女，凡甘心乐捐的，都把金针、耳环、戒指、项练和各样金器送来，各人都把金子奉献给上主作献仪。
35.23	凡有紫色、红色、朱红色毛线、细麻、山羊毛、染红的公羊皮、海豚皮的，也都送来。
35.24	凡愿奉献银子和铜的，也送来，奉献给上主作献仪；凡有皂荚木的，也送来，为制造各种应用之物。
35.25	凡技巧的妇女都亲手纺线，把所纺的紫色、红色、朱红色毛线和细麻送来。
35.26	凡具有艺术才能的妇女都纺了毛线。
35.27	首长奉献了红玛瑙石，镶在厄弗得和胸牌上的宝石，
35.28	香料和油，为点灯，为制傅礼的油，为制焚香而用。
35.29	以色列子民，无论男女，凡甘心乐捐，为制造上主藉梅瑟所吩咐的一切工程的，都自愿向上主奉献了礼品。
	
35.30t	派定工程师
	
35.30	梅瑟向以色列子民说：「你们看，上主已提名，召叫了犹大支派的乌黎的儿子，胡尔的孙子贝匝肋耳，
35.31	使他充满天主的神，使他有智慧、技能和知识，能作各种工程，
35.32	能设计图案，能用金、银、铜制造器物，
35.33	能雕刻宝石，加以镶嵌，雕刻木头，制造各种艺术工程。
35.34	上主又赐给他和丹支派的阿希撒玛客的儿子敖曷里雅布领导的才能，
35.35	使他们充满艺术的才能，能雕刻刺绣，并用紫色、红色、朱红色的毛线和细麻作绣花及编织的各种工作，能作各种工程，能设计图案。」
	
36.0t	
	
36.1t	停止捐献
	
36.1	贝匝肋耳和敖曷里雅布以及所有各种技工，即上主赐给他们才能智慧为明了做圣所的一切工程的人，全按照上主所吩咐的一切去做。
36.2	梅瑟将贝匝肋耳和敖曷里雅布以及上主赐给他们才能的一切技工，并所有心甘情愿来工作的人，都叫了来。
36.3	他们当著梅瑟的面，接收了以色列子民为建造圣所的各种工程送来的一切献仪。但以色列子民仍天天早晨将自愿的献仪送来；
36.4	因此建造圣所各种工程的技工，人人都停止他们所做的工程，
36.5	来向梅瑟说：「百姓送来的太多，已超过上主命令为完成这工程所需要的。」
36.6	梅瑟遂吩咐在营中传令说：「无论男女，不必再为圣所的工程送献仪。」百姓这才停止不送。
36.7	送来的材料足够全工程之用，而且有余。
	
36.8t	制帐棚的布幔和顶
	
36.8	在作工的人中，最有技术的工人用十幅布幔做了帐棚；布幔是用捻的细麻，紫色、红色、朱红色的毛线做的，用绣工绣上革鲁宾。
36.9	每幅布幔长二十八肘，宽四肘；每幅布幔都是一样的尺寸。
36.10	五幅布幔相连缝在一起，另五幅相连缝在一起。
36.11	在这一组布幔末幅的边上做了紫色的钮，在另一组布幔末幅的边上也照样做了；
36.12	在这一幅上做了五十个钮，在另一组布幔末幅的边上，也做了五十个钮；这些钮都彼此相对。
36.13	又做了五十个金钩，用金钩使布幔彼此相连，这样成了一个帐棚。
36.14	又用山羊毛做了布幔，作帐棚顶用，共做了十一幅布幔，
36.15	每幅长三十肘，宽四肘；十一幅布幔都是一样尺寸。
36.16	将五幅布幔缝在一起，
36.17	将另六幅也缝在一起；在这一组布幔末幅的边上做了五十个钮，在另一组布幔末幅的一边上，也做了五十个钮；
36.18	又制了五十个铜钩，使棚顶连结在一起，成为一个。
36.19	以后用染红的公羊皮作了棚顶的罩，上边又蒙上一块海豚皮的罩。
	
36.20t	帐棚的木架
	
36.20	为支帐棚，用皂荚木做了竖立的木板。
36.21	每块木板高十肘，宽一肘半。
36.22	每块木板下有两个笋头彼此并列；帐棚的一切木板，都是这样做。
36.23	支帐棚的木板，在向阳的一面，即南边，做了二十块木板；
36.24	在二十块木板下边做了四十个银卯座，每块木板下两个银卯座，为安木板的两笋头。
36.25	为帐棚的另一面，即北边，也做了二十块木板，
36.26	也做了四十个银卯座，每块木板下两个卯座。
36.27	为帐棚的后面，即西边做了六块木板。
36.28	在帐棚的后面的两角上，做了两块木板，
36.29	木板下端是双的，直到上端第一环都是双的；两块木板都照样做了，形成两个角。
36.30	所以共有八块木板，十六个银卯座，每块板下两个卯座。
36.31	又用皂荚木做了横木为帐棚这一面木板做了五根，
36.32	为帐棚另一面木板，也做了五根横木，为帐棚后面即西边的木板，也做了五根横木。
36.33	又做了木板中间的那根横木，从这头穿到那头。
36.34	木板上包了金；做了穿横木的金环，横木上也包了金。
	
36.35t	帐幔与门廉
	
36.35	随后用紫色、红色、朱红色的毛线和捻的细麻，做了一个帐幔，用绣工绣上革鲁宾。
36.36	为挂帐幔做了四根皂荚木柱子，包上金，柱钉是金的，又铸了四个银卯座。
36.37	又做了会幕的门廉，是用紫色、红色、朱红色的毛线和捻的细麻编成的。
36.38	为挂门廉，又做了五根柱子和柱钉，柱帽和横棍包了金；又做了五个铜卯座。
	
37.0t	
	
37.1t	制造约柜
	
37.1	贝匝肋耳用皂荚木做了一个柜，长二肘半，宽一肘半，高一肘半，
37.2	里外包上了纯金，周围做了金花边。
37.3	铸了四个金环，安在四个脚上：这边两个，那边两个。
37.4	又用皂荚木做了杠杆，包上了金。
37.5	将杠杆穿入约柜边的环内，作抬柜之用。
37.6	又用纯金做了赎罪盖，长二肘半，宽一肘半。
37.7	又做了一对金革鲁宾，由赎|罪盖两端用锤工做成；
37.8	在这端做了一个革鲁宾，在那端做了一个革鲁宾；赎罪盖两端的革鲁宾与赎罪盖连在一起；
37.9	革鲁宾的翅膀，伸展其上，翅膀遮著赎罪盖；他们的脸彼此相对，面朝赎罪盖。
	
37.10t	制作供桌
	
37.10	又用皂荚木做了供桌，长二肘，宽一肘，高一肘半，
37.11	包上了纯金，周围做了金花边，
37.12	周围做了一掌宽的框子，框子周围，也做了金花边。
37.13	又铸了四个金环，将金环安在桌四脚的角上。
37.14	环子靠近框子，为穿抬供桌的杠杆.。
37.15	又用皂荚木做了杠杆，包上金，为抬供桌之用。
37.16	又用纯金做了供桌上的器物：盘、碟、杯和为奠祭用的爵。
	
37.17t	灯台
	
37.17	又用纯金做了灯台：灯台同灯座以及灯干，全用锤工做成；花朵，即花托和花瓣，都由灯台发出。
37.18	灯台两面发出了六叉：这面三叉，那面三叉。
37.19	在一叉上，有像杏花的三朵花，都有花托和花瓣；在另一叉上也有像杏花的三朵花，都有花托和花瓣；由灯台发出的六叉都是一样。
37.20	在灯台的直干上，有像杏花的四个花朵，都有花托和花瓣。
37.21	由灯干发出的每两叉之下，各有一个花朵；从灯干发出的六个叉都是如此。
37.22	这些花朵和灯叉，都从灯台发出，全是用整块纯金□成。
37.23	又做了灯台上的七盏灯，以及纯金的灯剪和碟子。
37.24	为做灯台和一切用具，用了一塔冷通纯金。
	
37.25t	香坛
	
37.25	以后用皂荚木做了香坛，长一肘，宽一肘，方形，高二肘，四角从坛上突出。
37.26	又用纯金包了坛、坛的上面、四壁、周围和四角；坛周围做了金花边。
37.27	坛两侧花边下，做了两个金环，两面都有，为穿杠杆抬坛之用。
37.28	又用皂荚木做了杠杆，包上了金。
37.29	以后又以配制香料的方法，做了为傅礼用的圣油，和为焚香用的纯香料。
	
38.0t	
	
38.1t	全燔祭坛
	
38.1	用皂荚木做了全燔祭坛，长五肘，宽五肘，方形，高三肘。
38.2	在祭坛四角上做了四翘角，四翘角由祭坛突出；祭坛包上了铜。
38.3	以后做了祭坛的一切用具：盆、铲、盘、肉叉和火盆：这一切用具是铜做的。
38.4	为祭坛做了一架铜格子，好像网的制法，安在祭坛下方的围腰下，直到祭坛半腰。
38.5	又铸了四个环子，安在铜格子的四角上，为穿杠杆用。
38.6	用皂荚木做了杠杆，包了铜。
38.7	把杠杆穿入祭坛两侧的环子内，好抬祭坛；祭坛是用木板做的，中心是空的。
38.8	又用在会幕门口服务的妇女所用的铜镜，做了铜盆以及盆座。
	
38.9t	庭院
	
38.9	筑了庭院：为向阳的一面，即南面，用捻的细麻做了帷幔，共一百肘，
38.10	柱子二十根，铜卯座二十个；柱钩和横棍是银的。
38.11	北面的帷幔也是一百肘，柱子二十根，铜卯座二十个；柱钩和横棍是银的。
38.12	西面的帷幔共五十肘，柱子十根，卯座十个；柱钩和横棍是银的。
38.13	前面，即东面，共五十肘；
38.14	这边的帷幔十五肘，柱子三根，卯座三个；
38.15	那边也是如此。庭院门口的两边，皆有帷幔十五肘，柱子三根，卯座三个。
38.16	庭院四周所有的帷幔，都是用捻的细麻编成的。
38.17	柱的卯座是铜的，柱钩和横棍是银的，柱帽包上了银；庭院所有的柱子都用银横棍连贯起来。
38.18	庭院的门廉是用紫色、红色、朱红色的毛线和捻成的细麻编成的，宽二十肘，高五肘，与庭院的帷幔高度相等。
38.19	门廉的柱子四根，铜卯座四个，银柱钩；柱帽包上了银，横棍是银的。
38.20	帐棚和庭院的一切橛子是铜的。
	
38.21t	核计金银铜的总数
	
38.21	以下是为立帐棚即会幕的总账，是照梅瑟的命令，肋未人在司祭亚郎的儿子依塔玛尔指导下所计算的：──
38.22	猷大支派乌黎的儿子，胡尔的孙子贝匝肋耳完成了上主吩咐梅瑟的一切；
38.23	与他同事的有丹支派阿希撒玛客的儿子敖曷里雅布，他会雕刻，会设计，会用紫色、红色、朱红色的毛线和细麻织绣。
38.24	为建造圣所整个工程所使用的金子，即献的金子，按圣所的衡量，共计二十九「塔冷通」零七百三十「协刻耳。」
38.25	会众登记者所缴纳的银子，按圣所的衡量，共计一百「塔冷通」零一千七百七十五「协刻耳。」
38.26	凡二十岁以上来登记的，共六十万三千五百五十人；每人缴纳一「贝卡，」按圣所的衡量，合半「协刻耳。」
38.27	为铸圣所的卯座和门廉的卯座，用了一百「塔冷通」银子：一百卯座，用一百「塔冷通」银子，一「塔冷通」铸一卯座。
38.28	用那一千七百七十五「协刻耳」银子做了柱钩，包了柱帽，并做了连接柱子的横棍。
38.29	所奉献的铜，共计七十「塔冷通」零二千四百「协刻耳。」
38.30	用此铜做了会幕门的卯座、铜坛和坛下的铜格子，并坛的一切用具，
38.31	庭院四周的卯座，庭院门口的卯座，帐棚所有的橛子，以及庭院四周所有的橛子。
	
39.0t	
	
39.1t	大司祭的祭服
	
39.1	以后用紫色、红色、朱红色的毛线，做了圣所内行礼穿的祭服，也做了为亚郎穿的圣衣，全照上主向梅瑟所吩咐的。
	
39.2t	厄弗得
	
39.2	用金线，紫色、红色、朱红色的毛线和捻的细麻，做了厄弗得，
39.3	就是将金子锤成了薄片，切成细线，以织工编织在紫色、红色、朱红色毛线和细麻之中。
39.4	为厄弗得做了肩带，结在厄弗得的两端，连结在一起。
39.5	那将厄弗得束在身上的带子，像厄弗得一样做成，与厄弗得连在一起，是用金线，紫色、红色、朱红色的毛线和捻成的细麻做成的，全按上主向梅瑟所吩咐的。
39.6	将两块红玛瑙石修好嵌在金框内，以刻印之法雕刻了以色列的儿子们的名字。
39.7	将金框安在厄弗得的肩带上，作为以色列子民的记念石，全照上主向梅瑟所吩咐的。
	
39.8t	胸牌
	
39.8	又以绣工用金线，紫色、红色、朱红色的毛线和捻的细麻做了胸牌，像做厄弗得一样。
39.9	做的胸牌是方形的，双层，一柞长，一柞宽。
39.10	上面安装了四行宝石：第一行：赤玉、青玉、翡翠；
39.11	第二行：紫宝石、蓝玉、金钢石；
39.12	第三行：黄玛瑙、白玛瑙、紫晶；
39.13	第四行：黄玉、红玛瑙、水苍玉：这些宝石都镶在金框内。
39.14	宝石上有以色列的儿子们的名字，按他们的名字共十二块；按刻印的方法，每块刻上一个名字，代表十二支派。
39.15	在胸牌上做了金的链子，像绳子一样拧成。
39.16	又做了两个金框和两个金环；将两个金环安在胸牌的两端。
39.17	将两条金链结在胸牌两端的环子上。
39.18	把两条链子的另两端结在两框子上；把两框子结在厄弗得肩带的前面。
39.19	又做了两个金环，安在胸牌下两端，靠近厄弗得的内边缘上。
