1.-1t	德训篇
33.21	当你还活着，气息尚存的时候，不要让任何人支配你。
33.22	你的子女有求于你，胜于你望着你子女的手。
33.23	在你所行的一切事上，你应作主，
33.24	不要污辱你的荣誉。在你寿命结束之日，在你快要去世之时，应分清你的遗产：
33.25	草料、棍杖、驮重，是属于驴的；面包、训戒、劳作，是属于仆人的。
33.26	你要吩咐他工作，这样你就可以放心；若你放任他，他就要找寻自由自在。
33.27	轭与皮鞭，可以屈服强硬的颈项；不断的工作，可以使仆人柔顺。
33.28	对待恶仆只有鞭打和刑罚；要使他们操作，不得空闲，
33.29	因为，空闲教给人许多坏事。
33.30	要给他指定与他相宜的工作；若他不服从，就叫他带脚镣；但对于任何人不要过分。未审度以先，什么重大的事也不要做。
33.31	你若有一个忠信的仆人，对待他要如同对待你自己一样，因为他是你用血汗换来的；要待他如同兄弟，因为你需要他，正如需要你自己一样。
33.32	若你待他不好，他必要逃跑；
33.33	若他傲然离去，你向谁去追问；你不知道，你在那条路上去寻找他。
	
	
34.0t	第三十四章(31)
	
34.1t	信梦的人必误入迷途
34.1	愚人的希望，是虚幻而妄诞的；梦境使无知的人想入非非。
34.2	迷信幻梦的人，与捕风捉影的人无异；
34.3	梦里看到的，与照镜所见的相同。
34.4	污秽里能有什么洁净呢﹖虚伪中能有什么真实呢﹖
34.5	占卜、算命、测梦，都是虚妄的；
34.6	人心如临产妇女的心，容易遭受幻想的袭击；梦境若不是出于至高者，你就不用介意；
34.7	因为，梦使许多人误入迷途，他们寄望于梦，却大失所望。
34.8	履行法律，并不赖虚伪；出自忠信人口的智言，必见诸实行。
	
34.9t	阅历丰富的人识见广博
34.9	没有受过考验的人，知道什么﹖旅行的人，知道的事情才多；经验多的人，富于思想；阅历深的人，谈吐明智；
34.10	未受过考验的人，知道的少；但旅行的人，见闻很广。
34.11	没有受过考验的人，知道什么﹖凡受过欺骗的人，必富于智巧。
34.12	我旅行时，见过许多事情，有好多事，我虽然明白，却不能用言语形容出来。
34.13	我多次遇到死亡的危险，但赖天主的宠佑，凭着昔日的经验，我终能脱险获救。
	
34.14t	敬畏上主的人必蒙祝福
34.14	敬畏上主之人的精神必然常存，在上主回顾下，必蒙祝福；
34.15	因为他们的希望指向拯救他们的主，天主的眼常注视爱慕他的人。
34.16	敬畏上主的人，无所畏惧，无所恐怖，因为上主是他的希望。
34.17	敬畏上主的人，他的灵魂是有福的!
34.18	他所仰望的是谁﹖谁又是他的扶助﹖
34.19	上主的眼常注视爱慕他的人，他是大能的保障，是强有力的后盾，是隔除热气的屏风，是遮盖正午太阳的凉棚，
34.20	是失足时的护卫，是跌倒时的救援；他鼓舞精神，开明眼目，赐与健康、生命和幸福。
	
34.21t	用不义的财物作献仪必不蒙悦纳
34.21	奉献不义之财，乃是凌辱的祭品，恶人的供物，上主决不会悦纳。
34.22	上主只善待那些在真理和正义的路上，期望他的人。
34.23	至高者不悦纳不虔敬者的祭品，不垂顾恶人的献仪，决不因为他们的祭品多，而宽恕他们的罪恶。
34.24	用穷人的财物来做祭品的人，就如在父亲前，杀害他儿子的人。
34.25	贫乏人的粮食，是穷人的生命；夺取他们食粮的，就是流人血的罪犯。
34.26	夺取别人由血汗赚来的食粮的，就是杀人的刽子手。
34.27	剥夺佣工的劳资的，就是流人血的凶手。
34.28	一人建筑，一人拆毁，除劳苦外，为他们有什么好处!
34.29	一人祈福，一人诅咒，天主究竟要俯听谁的呼声﹖
34.30	人摸了死尸就去沐浴，以后再去摸它，他的沐浴有什么用处﹖
34.31	守斋赎罪，而再去犯罪的人，也是如此：有谁听他的祈求﹖他谦卑自下，又有什么益处﹖
	
	
35.0t	第三十五章(26)
	
35.1t	中悦天主的祭献
35.1	遵守法律，便等于献的祭献多；
35.2	坚守诫命，远离一切邪恶，便是奉献和平祭。
35.3	远离邪恶，就是举行赎罪祭，和为所犯的罪求赦的祈祷。
35.4	感恩等于奉献上等面粉，施舍等于赞美祭。
35.5	远离邪恶，就是悦乐上主；逃避不义，便是赎罪祭。
35.6	不要空手到上主面前去；
35.7	因为这一切，为了天主的诫命，都应当执行。
35.8	义人的献仪，使祭坛丰盈；它的馨香上升到至高者面前。
35.9	义人的祭品，必蒙悦纳；上主常记得它，决不会忘记。
35.10	你光荣上主要爽快，不要吝惜你手中所献的初熟之果。
35.11	在一切祭献上，要喜形于色；奉献什一之物时，也要高兴。
35.12	按照至高者所赐给你的，奉献给他；依照你手中所得的，慷慨奉献给他；
35.13	因为报答世人的上主，必要七倍地报答你。
35.14	你不要行贿赂，因为他决不会接受的；
35.15	你不要依靠不义的祭品，因为上主是审判者，决不看情面。
35.16	他决不偏袒任何人，而加害穷人；他倒乐于俯听受压迫者的祈祷；
35.17	他决不轻视孤儿的哀求，和寡妇诉苦的叹息。
35.18	寡妇的泪，岂不是沿颊流下来﹖她的哀号，岂不是控告那使她流泪的人﹖
35.19	她的眼泪，从面颊上达于天，俯听的上主见了，非常不满。
	
35.20t	天主俯听的祈祷
35.20	凡诚心诚意恭敬天主的，必蒙接纳；他的祈祷上彻云霄。
35.21	谦卑人的祈祷，穿云而上，不达到目的，决不甘休；不等至高者见了，为义人伸冤，执行正义，决不离开。
35.22	上主决不迟延，至刚毅者决不再容忍他们，必要粉碎残忍人的腰背，
35.23	必对异邦人实行报复；直到他将强横的群众铲除；将不义者的权杖折断；
35.24	直到他按照每人的行为还报他们，依照人们的图谋，报答他们的工作；
35.25	直到他裁判自己百姓的案件，使他们因自己的仁慈得到喜悦。
35.26	在患难时，天主的仁慈是甘饴的，有如大旱时的云雨。
	
	
36.0t	第三十六章(28)
	
36.1t	求主拯救选民并求赐外邦人认识上主
36.1	万有的主宰天主!求你怜悯我们，转面回顾，赐我们得见你仁慈的光辉。
36.2	求你赐那不寻找你的万民都敬畏你，让他们知道，除你以外别无天主，为叫他们传扬你伟大的作为。
36.3	求你举起你的手来，攻击外邦的人民，使他们见到你的威能。
36.4	你在他们面前，对我们怎样显示了你是圣者，愿你在我们面前，也对他们怎样显示伟大，
36.5	好叫他们认识你，如同我们认识了你一样：除你以外，没有天主，上主啊!
36.6	求你重显神迹，重行奇事，
36.7	显耀你的力量和你的大能。
36.8	求你大发雷霆，发泄义怒，
36.9	铲除敌对，消灭仇人。
36.10	求你使拯救的时日急速来临，记念你的誓约，好叫万邦称扬你的伟业。
36.11	愿那生还的人，也被怒火烧尽，愿那欺压你民族的人，都遭毁灭。
36.12	求你打碎仇人首领的头颅，因为他们说：我们以外，没有别人。
36.13	求你聚集雅各伯的众支派，使他们明白，除你以外，没有天主；使他们传扬你伟大的作为；以他们作产业，如同起初一样。
36.14	上主啊!求你怜悯那因你得名的民族，就是你视为长子的以色列民族。
36.15	求你怜悯你的圣城耶路撒冷，你安居的住所。
36.16	求你使熙雍布满你的威严，使圣殿弥漫你的光荣。
36.17	求你为你首要的功业作证，履行古先知们因你的名所说的预言。
36.18	求你赏报期待你的子民，好使你的先知们被人认为忠实。上主啊!求你俯听你仆人们的祈祷，
36.19	依照亚郎给与你百姓的祝福。指导我们走上正义的道路，使世上所有的人，都知道你是天主，万世万代的天主。
	
36.20t	论选择妻室
36.20	胃能容纳任何食物，但有的食物却比其它食物更好。
36.21	味觉能分辨野味；同样，明达人的心能辨别虚诈的言语。
36.22	歪曲的心使人悲伤，但有经验的人，却能防备他。
36.23	一个女子可嫁给任何男子，但有的女子却比其它女子更好。
36.24	妇女的美丽，能使她的丈夫容貌焕发，这也是男人的最大愿望。
36.25	若妇女善于措辞规劝，说话仁慈温柔，她的丈夫就决不寻常。
36.26	获得贤能妻子的，就是获得了最好的产业：即一个与自己相称的助手，和扶持自己的柱石。
36.27	那里没有垣墙，财产必被抢掠；那里没有妻子，人就要漂泊嗟叹。
36.28	谁能相信一个武装起来，从一城窜入另一城的强盗呢﹖同样，谁也不相信一个没有家室，一到晚上便到处寻找居所的人。
	
	
37.0t	第三十七章(34)
	
37.1t	论择友
37.1	凡是朋友都说：我结交了朋友；但有的朋友，却是有名无实的朋友。
37.2	如果同伴或朋友，变成了仇人，岂不是一件悲伤至死的事﹖
37.3	噢!这邪恶的偏向!你是从那里闯进来的，你想用凶恶和欺诈笼罩大地么﹖
37.4	有的同伴，在朋友幸福时，就与他同乐；在患难时，却变成了仇人。
37.5	有的同伴，为了口腹之欲，与朋友分忧，共同执剑反抗敌人。
37.6	你心里总不要忘记你真正的朋友，分派胜利品时，更不可忽略他。
	
37.7t	慎当顾问
37.7	不要与敌视你的人商议；对忌恨你的人，要隐瞒你的主意。
37.8	凡是参谋，都夸张自己的建议；但有的是为自己打算。
37.9	对建议者，你要留神：先要知道他需要什么──因为他心中也为自己着想──
37.10	也许愿将命运寄托在你身上，
37.11	而对你说：「你走的路不错，」但他却站在对面，看你会有什么结果。
37.12	和不虔敬的人，怎能讨论圣德﹖同不公道的人，如何能讨论正义﹖不要同妇女谈论她的情敌，不要同胆怯的人谈论作战的事，不要同商人谈论交易的事，不要同买主商议出卖的事，不要与负心人谈论感恩的事；
37.13	不要和残忍的人提到慈善的事，不要同放荡的人谈及廉节的事，不要和怠惰的人商议任何劳力的事；
37.14	不要和长年的佣工讨论年底的事，不要和懒惰的奴仆讨论繁重的工作：对这些人，在这一切事上，你不用作任何商议；
37.15	只该同虔敬的人，常有来往，你知道他是遵守诫命的，
37.16	他与你心心相印；你若不幸，在黑暗中跌倒了，他必与你分忧。
37.17	你要保持良心提醒你的事，因为没有比你的良心更忠实的。
37.18	善人的良心有时预告实情，远远胜于七个坐在高处观望的哨兵。
37.19	在这一切事上，你该祈求至高者，引领你走真理的道路。
	
37.20t	三思而后行
37.20	各种工作的开端，在于立志；但在进行各种事业以前，应商量。
37.21	人心是各种智谋的根子，由此根子生出四条枝桠：善、恶、生、死；但全然统治这一切的，却是舌头。有的人精于教导许多人，但为他自己，却一无是处。
37.22	有的人精于教导许多人，而使自己也感到幸福，
37.23	有的人诡辩，出言可恶，他必将缺乏各种食物。
37.24	上主没有给他口才的恩惠，因为他缺乏了各种智德。
37.25	有的人只为自己有智慧，他智慧的果实，只归他一人。
37.26	贤明的人教导自己的民众；他智慧的成果，是恒久的。
37.27	贤明的人满渥祝福，凡看见他的人，都称他有福。
37.28	人的生命是有数的几天，但以色列的岁月，却是无数的。
37.29	贤明的人在自己的民族中，享有光荣和信任，他的声誉千古流芳。
	
37.30t	饮食有节
37.30	我儿，在你的生活上，你应锻炼你的心灵，看见什么为它有害，就不要放任它。
37.31	因为不是任何事，为所有的人都有益，也不是任何事，所有的人都喜欢。
37.32	在一切欢宴上，要有节制，对于一切食物，不要贪吃；
37.33	因为吃多了，容易积累成病，饮食过度，容易引起绞痛。
37.34	由于饮食过度，许多人丧了命，有节制的人，反而延长寿命。
	
	
38.0t	第三十八章(39)
	
38.1t	论医药
38.1	应尊敬医生，因为他是非有不可的，也是上主造的。
38.2	治疗原是来自至高者；君王对医生也应送礼。
38.3	医生的学识使他抬头，在伟人面前，备受赞扬。
38.4	上主使大地生长药材，明智人决不轻视它们。
38.5	天主不是用一根木头，使苦水变甜，
38.6	为彰显自己的大能么﹖至高者赐给人学识，是为叫人称赞他的奇工妙化。
38.7	医生用药材治病，减少人的痛苦；药剂师用药材配制香甜的合剂，和治疗疾病的膏药。他的工作没有止境，
38.8	直到医好了世上的人。
	
38.9t	求医与求主
38.9	我儿，你患病时，不要失望，但要祈求上主，他要赐你病愈。
38.10	你应远离过犯，管治你的手，洗净你心中的一切罪恶；
38.11	你应奉献馨香和上等面粉的记念祭品，照你能备办的，应奉献肥美的祭品。
38.12	但是也要请医生来诊治，因为他是上主造的，不要让他离开你，因为你需要他。
38.13	有时他们妙手回春；
38.14	故此他们也应该祈求上主，为使他们能给人安乐与健康，藉此维持自己的生活。
38.15	凡在造他的上主跟前犯罪的人，终会落在医生手里。
	
38.16t	居丧与节哀
38.16	我儿，对死者，你应流泪痛哭，有如受重苦的人开始痛哭；又要按死者的身分，安葬他的遗体，不可轻忽对他的丧仪。
38.17	你要悲泣恸哭，且按死者的身分，举行丧仪。
38.18	为避免人的非难，你要按死者的身份，追悼一天或两天，以后便要节哀；
38.19	因为悲伤令人早死，且衰败人的体力，心中的忧苦，使人精神颓唐。
38.20	出殡以后，不要再哀痛，悲伤的生活，是难以忍受的。
38.21	不要任凭你的心忧闷；要驱散忧闷，记得你的结局。
38.22	不要忘记：死者不能再回来；你这样悲伤，为他没有好处，对你自己有害。
38.23	死人好象对你说：「你当记得我的命运，因为你的命运，将来也是如此：昨天是我，今天是你。」
38.24	死者既已长眠，忧苦的怀念即应停止；他既然断了气，你便该因他而感到安慰。
	
38.25t	劳动与求智
38.25	经师的智慧，是从优闲中得来的；事务不繁忙的人，方能成为明智的人。
38.26	那执犁，自夸善用刺棒赶牛耕作，终日劳碌，言谈不离牛犊的，怎能成为明智的人﹖
38.27	他专心于耕田的事，熬夜喂养母牛。
38.28	同样，工匠和工程师，度夜如日；雕刻匠镌刻图样，常设法改变花样，专心致志，力求酷肖，熬夜赶完自己的工作。
38.29	同样，铁匠坐在铁砧近旁，思量怎能把生铁打好；火星喷射在他身上，与灼热的炉火决斗，
38.30	锤声震动他的耳鼓，他的眼注视着器具模型；
38.31	他专心的完成工作，完成后，又熬夜加以修饰。
38.32	同样，陶工坐在自己作业的旁边，用脚转动机轮，心中常挂念自己的工作，他的工作全是有定数的；
38.33	他用自己的手臂，制成陶泥，用脚把泥踹软；
38.34	专心去完成涂抹釉彩，熬夜清除炉灶。这些人怎能获得智慧﹖
38.35	这些人，他们的希望全靠自己的一双手，各人对于自己的手艺，都很精通。
38.36	若是没有这等人，便不会建造城池；
38.37	人也没有房屋住，没有道路可行。但是，在民众的会议中，却没有人推荐他们，在集会中也不是上流人物。
38.38	他们决坐不上审判官的席位，他们不懂得进行审判的程序；不会讲解律例和正义，更不会发明格言。
38.39	他们坚持的，只在于制造世上的器具；他们祈求的，只在于技艺的工作。但是，那将自己的精神，专注于敬畏至高者，专注于认识生命的法律的人，就迥然不同。
	
	
39.0t	第三十九章(41)
	
39.1t	明智人的作为
39.1	明智人必考究历代古人的智慧，必专务先知的预言，
39.2	必保留名人的言论，必领悟比喻的妙理，
39.3	必考究箴言的真谛，必玩味喻言的微妙。
39.4	他出入伟人之中，出现于王侯之前；
39.5	周游异民的邦国，考察人间的善恶。
39.6	他清早起来，即将自己的心，交给造他的上主，并在至高者的面前祈祷。
39.7	他开口念经，为自己的罪求饶。
39.8	若伟大的上主愿意，必使他充满智慧的精神：
39.9	他就倾吐智言，有如落雨；在祈祷时，他必称谢上主。
39.10	他会支配自己的智谋和知识，时常默想天主的奥秘。
39.11	他必将自己所得的知识，公诸世人，并因上主盟约的法律而自豪。
39.12	众人都要称扬他的明智，他永远不会被人遗忘；
39.13	他的纪念总不消失，他的美名永世常存。
39.14	民众要传扬他的智慧，集会要讴歌他的盛誉。
39.15	他在世时，名声已超过千万人，既死之后，更为显著。
	
39.16t	赞颂全能的造物主
39.16	我深思之后，还要传述我的思想，因为思想使我满盈，有如月圆。
39.17	有声音说：虔敬的子孙啊!你们要听信我，要生长，如同栽在溪水边的玫瑰；
39.18	要如同乳香，播散你们的幽香；
39.19	要开花如同玉簪；要吐露你们的芬芳；要吟咏赞美的歌曲；要为上主的一切化工颂扬他。
39.20	要尊崇他的圣名，称扬赞美他；弹琴瑟，奏弦乐，唱歌曲，这样赞美他说：
39.21	上主的一切化工，都美妙绝伦；他所指定的，无不依时成就。人不可说：「这是什么﹖这有什么用处﹖」因为一切，都要在预定的时候，被人发见。
39.22	他一句话，水便停留，堆积起来；他口一出令，水就成池。
39.23	他喜爱的，一命即成；他的救恩，无人能够阻止。
39.24	若人的功行，都在他面前，没有什么可瞒过他的眼目。
39.25	他从永远看到永远，在他跟前，没有什么惊奇的事。
39.26	人不可说：「这是什么﹖这有什么用处﹖」因为一切受造物，都有自己的用途。
	
39.27t	受造物都在赞美天主
39.27	上主的祝福，泛滥如尼罗河，
39.28	又如洪水浸润大地；同样，他必要将自己的义怒，发泄在不寻求他的异民身上，
39.29	就如他把一块肥沃的土地，变成多盐的旷野一样。他的道路，为圣人们是平直的；但是为罪人们，却是跌倒的原因。
39.30	幸福从开始就是为善人造的，祸患是为恶人造的。
39.31	为人生命最需要的是：水、火、铁、盐、面粉、奶、蜜、血红的葡萄酒、油和衣服。
39.32	这一切为善人都是好的，为恶人却都变成不好的。
39.33	有的风，是造了专为复仇的，天主将这些风当作自己义怒的鞭子；
39.34	到了末日，风就发挥自己的威力，平息创造者的怒气。
39.35	火、冰雹、饥馑、死亡：这一切都是造了为罚人的。
39.36	兽牙、蝎子、青蛇和复仇的利剑，都是为毁灭恶人。
39.37	这些受造物，都喜欢遵行天主的命令，在世上静候，准备应时而动；时机一到，没有不执行天主的号令的。
39.38	因此，我起初就决定了，经过一番计划和沉思后，要把这些事写出来。
39.39	上主的一切化工都是美好的，到了时候，必然供应它们的需要。
39.40	你不应该说：「这一件事，不如那一件事，」因为一切事物，在适当的时候，必有它的特长。
39.41	现在，请你们万众一心，众口一词地，歌颂称扬上主的圣名。
	
	
40.0t	第四十章(32)
	
40.1t	人生的痛苦
40.1	自从人出离母胎那一天，直到埋葬，回到众生之母的怀中那一天，天主为每人指定了一项重大的职务；在亚当的子孙身上，放下了一付重担：
40.2	各自焦虑，心中恐惧，担心将来和末日。
40.3	上自坐在光荣宝座上的，下至躺在灰土中的；
40.4	上自穿紫衣戴冠冕的，下至穿粗麻布的，都有忿怒、嫉妒、烦恼、不安、怕死、愤懑和争论的事；
40.5	就是在床上安息的时候，夜梦也来扰乱他的意念。
40.6	他很少休息，几乎没有，连在睡觉时，也像白天值班的哨兵。
40.7	他因可怕的异像，而心中震惊，像一个从战场上逃回来的人；若在得救的那一刻醒来了，他又惊奇自己无谓的怕情。
	
40.8t	善恶的赏罚
40.8	凡有肉躯的，从人到禽兽，都是如此；但为罪人却加重七倍。
40.9	此外还有死亡、流血、斗争、刀剑、压迫、饥馑、困苦和鞭笞：
40.10	这一切都是为罪犯而设的，而且为了他们的缘故，曾发生过洪水之患。
40.11	凡是从土来的，都要归于土；凡是从水来的，都要归于海。
40.12	一切贿赂与不义之财，都要丧失；而忠诚却永存不灭。
40.13	不义之人的财富，有如溪水，必要干涸，又如雨中大雷，一鸣即逝。
40.14	为富不仁的人，正当兴高彩烈时，忽然灭亡，因为为恶人并没有其它命运。
40.15	不虔敬者的后裔，枝叶不昌盛；不洁者的根子，只生在硬石上。
40.16	生在水旁及河岸上的芦苇，必在其它一切青草以前被人拔除。
40.17	仁爱有如蒙受祝福的花园，慈善永远常存。
	
40.18t	更有益的事
40.18	自给自足的人和艰苦工作的人，生活是甜蜜的，然而比这两等人更幸福的，还是找到宝贝的人。
40.19	儿女及建设城市的事业，使人久享盛名；然而比这两件事更有价值的，还是纯洁无瑕的妇女。
40.20	美酒与音乐能悦乐人心，然而二者都不如爱好智慧。
40.21	箫笛和琴瑟发出幽雅的声调，然而诚实的唇舌，更好过它们。
40.22	优雅美丽，固然悦目，然而决比不上嫩绿的禾苗。
40.23	朋友和伴侣固然能随时相会，然而他们远不如常与丈夫相偕的妇女。
40.24	兄弟们患难相助，然而还不如救人的仁爱。
40.25	金银使人脚步稳定，然而还不如一个好主意。
40.26	财产和势力，能使人心安定，然而还不如敬畏上主。
40.27	有了敬畏上主之心，就一无所缺，也不需要什么援助。
40.28	敬畏上主，好比一座蒙受祝福的花园，使人蒙受一切光荣。
	
40.29t	自食其力
40.29	我儿，在世上不要以行乞为生；与其行乞，还不如死去。
40.30	凡对别人的饭桌有所期待的人，他的生活，不能算是生活，因为他是用人家的饭，来污辱自己的灵魂；
40.31	但是有修养和有知识的人，决不这样作。
40.32	在无廉耻之人的口里，乞食也许是甘甜的；然而在他的肚子里，却有如火烧。
	
	
41.0t	第四十一章(28)
	
41.1t	善人与恶人的死亡
41.1	死亡啊!纪念你，为那安享自己财富的，
41.2	为那无忧无虑，一切顺适，还能享受口福的人，是多么辛酸!
41.3	死亡啊!你的定案，为那贫困的，力衰的，
41.4	年纪老迈的，事事操心的，厌倦无望的人，是多么美好!
41.5	不要怕死亡的定案，要想想你以前和你以后的人；这是上主对一切有血肉之人所下的定案，
41.6	至高者看着好的事，你为什么要反对﹖你不论活十年，百年或千年，
41.7	在阴府里，对生命的长短，再没有怨尤。
	
41.8t	恶人不幸的命运
41.8	罪人的子女，为人所憎恶，他们经常与不虔敬的人相处。
41.9	罪人的子女必会倾家败产，他们的子孙常蒙羞受辱。
41.10	子女必怨恨不虔敬的父亲，因为为了他，他们才蒙羞受辱。
41.11	你们不虔敬的人，是有祸的!因为你们背弃了至高者天主的法律。
41.12	你们生在世上，是为受咒骂而生；你们死去，咒骂仍是你们的产业。
41.13	凡从土来的，必归于土；生于诅咒的不虔敬的人，必归于丧亡。
41.14	人们对死者的遗体举行丧礼，罪人的臭名必被涂去。
	
41.15t	声望与明智
41.15	你应注意你的名誉，因为名誉与你相处，久于千万黄金巨宝。
41.16	优越的生活，日子是有限的；但良好的名誉，却流芳百世。
41.17	我儿，你们要安心遵守纪律。隐藏的智慧，和看不见的宝贝，二者究竟有什么用﹖
41.18	隐瞒自己糊涂的人，比隐瞒自己智慧的人还好。
	
41.19t	应该羞愧的事
41.19	我儿，现在你要听我论羞愧所要说的话：
41.20	因为不是每一种羞愧，都应当称许；也不是每一种害羞，都是合理的。
41.21	你们在父母前，对于奸淫的事，应该羞愧；在王侯和有权势的人前，对于说谎的事，应该羞愧；
41.22	在判官和领袖前，对于犯罪的事，应该羞愧；在集会和民众前，对于犯法的事，应该羞愧；
41.23	在伴侣和朋友前，对于不义的事，应该羞愧；在你们所住的地方，对于偷窃的事，应该羞愧；
41.24	应为忘记天主的真理和盟约的事而羞愧；应将肘放在食桌上而羞愧；应为你在赐予或接受礼物时，对人藐视而羞愧；
41.25	应为你不理向你请安的人而羞愧；应为观看淫妇而羞愧；应为不顾亲属而羞愧；
41.26	应为转面不顾你的近人，拿了别人的东西却不归还而羞愧；
41.27	应为凝视别人的妇女而羞愧；应为对你的婢女分外献殷勤，甚或走近她的床前而羞愧；
41.28	应为你对朋友出言不恭，对加惠与人后又责斥人而羞愧；
	
	
42.0t	第四十二章(26)
42.1	应为重述听来的闲话而羞愧。应为泄露别人秘密的话而羞愧。你若真有羞恶之心，就必能受到众人的爱戴。
	
42.2t	不该羞愧的事
42.2	对于下列的事，你不应该羞愧：不该因顾情面而犯罪过；对于至高者的法律和盟约；对于不虔敬者所下的判断；
42.3	同伴侣和旅客算账；分产业与亲友；
42.4	论天秤和斤量的准确；厘定利润的多寡；
42.5	讲求贸易的获利；严厉管教儿女；鞭打恶仆腰部流血；
42.6	对邪恶的妇女妥加幽禁；
42.7	在人手众多的地方，门上安锁；你交给别人什么物体，事前数一数，量一量；出入的款项，详细记账；
42.8	惩戒无知和迟钝的人，或与少年人吵嘴的老年人：在这些事上，都不该害羞，因为如此，你才真是知礼的人，必能赢得众人的敬重。
	
42.9t	如何监护女儿
42.9	女儿虽不知，却使父亲不寐，因为挂虑她，而不能安眠：怕她误了青春的年华，又怕她结婚之后，为丈夫所憎恶；
42.10	怕她失去童贞，而在父亲家中怀孕；出嫁之后，又怕她不忠于丈夫，或同居之后，而不能怀孕。
42.11	任性的女儿，你应严加监视，免得你为了她，而成为敌人的笑柄，遭受本城人的非议，招致人民的讥笑，当众蒙羞。
42.12	你不要让她对任何人显示自己的美丽；不要让她与妇女闲谈；
42.13	因为，蠹虫来自衣服，妇女的邪恶也是来自妇女。
42.14	男人的邪恶，胜于施惠的妇女，因为不名誉的女人，能给人带来耻辱。
	
42.15t	大哉天主的化工
42.15	现在，我要提念上主的化工，要称述我见过的事迹：上主的化工因自己的话而完成，他的教训是他恩宠的作为。
42.16	光辉的太阳照耀万物，上主的化工，也充满了他的光荣。
42.17	上主并未允许圣者讲论他的一切奇事，全能的上主建立了这些奇事，为叫天地万物愈发显扬自己的光荣。
42.18	他穷究深渊和人心，看透众人的诡计。
42.19	因为，至高者通达各种学问，明察时代的征兆，陈述过去和未来的世事，揭露隐秘的事迹；
42.20	任何思想不能逃过他，连一句话也不能隐瞒他。
42.21	他井然布置了自己智慧的伟业，他从永远直到永远常常存在；
42.22	对他，什么也不能增加，什么也不能减少；他不需要任何人的计谋。
42.23	他的一切化工，是多么美妙!所能见到的，只是一点火花。
42.24	这一切都要生活，且永远存在，任何环境下，都服从他。
42.25	一切都是成双而相对的，他所造的圆满无缺。
42.26	物各有所长，互成其美；天主的光荣，谁能看够﹖
	
	
43.0t	第四十三章(37)
	
43.1t	太空的三大奇观日月星
43.1	碧空青天，是高空的美丽；苍天的景色，光耀壮观。
43.2	太阳升出，发散热气?ぉさ娜肥侵粮哒咂嬉斓幕?
43.3	中午的太阳烘热大地，谁能抵抗它的炎热﹖人吹火炉，使它生热；
43.4	太阳的热，比火炉更强三倍：它烧毁山岳，放射火花，眩耀人目。
43.5	创造太阳的上主是伟大的，太阳依照他的号令，急速运行。
43.6	月亮，这指明时节的永久标志，常是准时的；
43.7	月亮，这圆而复缺的光体，节期由它来划定，
43.8	月份因它而得名；它由缺而盈，极其微妙；
43.9	它是高天军旅的灯塔，在天空照耀。
43.10	繁星的光芒，造成天空的美丽，它们是上主高天上的灿烂装饰；
43.11	它们遵照圣者的号令，执行任务，看守黑夜，总不疲倦。
	
43.12t	宇宙的千奇万变
43.12	你看见虹霓，就当赞美它的创造者；它的光彩极其灿烂。
43.13	它用光辉的弧形环绕天空，至高者的手，将它伸长。
43.14	天主一命令，雪花即迅速降下；天主一决定，电光就急速闪烁。
43.15	为此，仓库一开启，云雾就像群鸟飞翔而出。
43.16	他以自己的大能，使云凝结，冰雹如碎石落下。
43.17	他一出现，山岳动摇；他的雷声，震撼大地；
43.18	他一愿意，南风吹起，北风怒号，旋风滚动。
43.19	他使雪片飞落，有如群鸟飞下；雪片降落，又如飞蝗落下。
43.20	它那皎洁的丽光，令人眼花目眩；雨雪霏霏，使人心中赞赏。
43.21	天主又倾撒冰霜，彷佛是撒盐，掩盖大地；霜一凝结，竖立有如针尖。
43.22	寒冷的北风一吹，整个水面都凝结成冰，彷佛使水穿上了盔甲。
43.23	天主如火一样，吞没山岳，烧焦旷野，焚毁青草。
43.24	补救这一切灾祸的，只有及时的云雾；甘露一降，即使暑气顿消。
43.25	他一发令，风即停止；他一计议，深渊遂即沉没，其中的岛屿于是突出。
	
43.26t	海洋的神秘伟大
43.26	航海的人，述说海中的危险，我们听见，都感觉惊奇；
43.27	在海里有奇特惊异的化工，有各种兽类、生物和海怪。
43.28	依靠天主而过海的人，必能安然渡过，因为一切的事，都是依照他的号令而措施的。
43.29	我们述说了许多，但总是辞不达义，总结一句：他是万有。
43.30	为颂扬他，我们能做什么﹖因为他是伟大的，他超越他的一切化工。
43.31	他是可敬可畏，极其伟大的上主；他的德能是非常奇异的。
43.32	虽然你们尽力颂扬上主，但仍不能相称他的伟大；他的庄严，是奇妙的。
43.33	当你们赞颂上主时，要尽力称扬他，因为他超越一切的赞美。
	
43.34t	人不能赞美天主于万一
43.34	你们称扬他，要用尽你们的力量，不要厌倦，因为你们赞扬，总不能恰如其分。
43.35	谁见了他而能描述﹖谁能以他自始所应得的赞美，来赞美他﹖
43.36	比这更神妙的事，还有很多，因为我们所见的，不过是他化工中的极少数。
43.37	上主造成了万物，并赐给虔敬人智慧。
	
	
44.0t	第四十四章(27)
	
44.1t	赞扬列祖导言
44.1	现在让我们来赞扬那些著名的伟人，和我们历代的祖先：
44.2	上主在他们身上，作出许多光耀的事，自太古就对他们，显示了自己的伟大。
44.3	他们中，有在自己国内为王的，有因自己的能干而名闻天下的；有因自己的明智而作参议的，有因自己的先知任务而明察一切的；
