1.-3t	宗徒大事录	
23.18	于是百夫长就带他到千夫长那里说：「囚犯保禄叫我去，求我把这个青年领到你这里来，他有事要告诉你。」	
23.19	千夫长拉着他的手，走到一边，私下询问说：「你有什么事要向我报告﹖」	
23.20	他说：「犹太人已约定请求你，明天把保禄带下去，到公议会里，假装要更详细查问他的事。	
23.21	所以你切不要听从他们，因为他们中有四十多人埋伏着等待保禄，这些人已发了自诅的誓，非杀掉他，决不吃不喝；现在他们已准备好，只等候你的应允。」	
23.22	于是千夫长便打发那青年走了，并吩咐他说：「不要向任何人说你将这事报告给我了。」	
		
23.23t	保禄被解送至凯撒勒雅　	
23.23	千夫长遂叫来了两个百夫长说：「预备二百士兵，七十骑兵，二百长枪手，今夜第三时辰，往凯撒勒雅去，	
23.24	并备妥牲口，叫保禄骑上，把他平安护送到斐理斯总督那里。」	
23.25	他写了一封这样的信：	
23.26	「喀劳狄里息雅向总督斐理斯钧座请安。	
23.27	这人为犹太人拿住，快要被他们杀掉时，我听说他是罗马人，就带军队到场，把他救出。	
23.28	我想要知道他们所以控告他的缘由，就带他下到他们的公议会去。	
23.29	得知他被控告，是为了他们的法律问题，并没有任何该死或该监禁的罪行。	
23.30	有人告知我，将有阴谋陷害他。我便立刻打发他到你这里来，并吩咐原告到你面前控诉他。祝你安好！」	
23.31	于是士兵照所命令的，夜间带领保禄到了安提帕特；	
23.32	第二天，让骑兵跟保禄同去，别的就回到营里。	
23.33	他们进了凯撒勒雅，把信呈给总督，并引保禄到他面前。	
23.34	总督读了信，便问保禄是那一省的人；既查知他是基里基雅人，	
23.35	便说：「等控告你的人来到，我再听审你。」遂下令把保禄看守在黑落德王府里。	
		
		
24.0t	第二十四章	
		
24.1t	在斐理斯前受审　	
24.1 	过了五天，大司祭阿尼雅同几个长老和一个名叫特尔突罗的律师下来，向总督控告保禄。	
24.2 	保禄被传来后，特尔突罗便开始控告说：「斐理斯大人！因了你，我们才得大享太平，由于你的照料，这民族得了改善：	
24.3 	这是我们时时处处感激不尽的。	
24.4 	但为了不多耽误你的时间，我请求你发仁慈，略听我们片刻。	
24.5 	我们查出这人实在是个危险人物。他鼓动天下的一切犹太人作乱，又是纳匝肋教派的魁首。	
24.6 	他还企图亵渎圣殿，我们便把他抓住了。【本想按我们的法律来审判他，	
24.7 	可是千夫长里息雅赶到，以武力将他从我们手中夺去，	
24.8 	命令控告他的人，到你这里来。】你问问他，便可知道我们控告这人的一切事是真的了。」	
24.9 	犹太人也一起附和，肯定事情确是如此。	
24.10	总督示意叫保禄说话，保禄便回答说：「我知道你多年以来，就作这民族的判官，所以我可放心为我自己的事作辩护。	
24.11	你能够查知：自从我上耶路撒冷来朝拜，到现在还不过十二天。	
24.12	他们在圣殿里，或在会堂里，或在城内，没有看见我同什么人争论，或集合过群众。	
24.13	对于他们现在控告我的事，他们也不能向你证明。	
24.14	但是有一点，我却向你承认：就是我确是依照他们所称为异端的道，事奉祖先的天主；凡合乎法律及先知书上所记载的一切，我都相信。	
24.15	我对天主所有的希望，也是他们自己所期待的，就是义人及不义的人将要复活。	
24.16	因此，我自己勉力，对天主对人时常保持良心无愧。	
24.17	我离开耶路撒冷多年以后，才回到那里，是为赒济我国人，并呈献祭物。	
24.18	这期间，有人见我在圣殿里行取洁礼，既没有集众，也没有作乱。	
24.19	不过，只有几个从亚细亚来的犹太人，他们若有告我的事，他们应该到你面前控告。	
24.20	或者，如果这里的这些人，见我站在公议会前有什么不对，他们尽可提出；	
24.21	即使有，无非是为了我站在他们中间所喊的这一声：为了死者的复活，我今天才受你们审判。」	
24.22	斐理斯对于这道，既有比较确切的认识，便有意拖延，就对他们说：「等里息雅千夫长下来，我再审断你们的事。」	
24.23	遂命百夫长看守保禄，要从宽待他，不要阻止他的近人来接济他。	
24.24	过了几天，斐理斯和他的犹太籍妻子得鲁息拉一起来到，就打发人叫保禄来，听他讲论有关信仰基督耶稣的道理。	
24.25	保禄讲论到公义、节操和将来的审判时，斐理斯害怕起来，便回答说：「现在你回去，等我得便，再叫你来。」	
24.26	他同时也希望保禄给他些钱，因此，屡次打发人叫他来和他谈话。	
24.27	满了两年，颇尔基约斐斯托接了斐理斯的任；斐理斯愿意向犹太人讨好，就将保禄留在监里。	
		
		
25.0t	第二十五章	
		
25.1t	上诉凯撒　	
25.1 	斐斯托到省上任，三天以后，就从凯撒勒雅上了耶路撒冷。	
25.2 	司祭长和犹太人的首领，向他告发保禄，并请求他开恩，	
25.3 	来对付保禄，就是求他将保禄解到耶路撒冷来，他们好设下埋伏，在半路上将他杀掉。	
25.4 	可是，斐斯托回答说：「保禄应押在凯撒勒雅，我自己不久就快回去；」	
25.5 	又说：「你们中有权势的人，跟我一同下去，若在那人身上有什么不对处，控告他好了。」	
25.6 	斐斯托在他们中住了不过八天或十天，就下到了凯撒勒雅。第二天坐堂，下令将保禄带来；	
25.7 	保禄一来到，从耶路撒冷下来的犹太人就围住他，提出许多严重而不能证明的罪状。	
25.8 	保禄分辩说：「我对于犹太人的法律，对于圣殿，对于凯撒，都没有犯什么罪。」	
25.9 	斐斯托想要向犹太人讨好，就向保禄说：「关于这些事，你愿意上耶路撒冷，在那里于我面前受审吗﹖」	
25.10	保禄却说：「我站在凯撒的公堂前，我该在这里受审。我对犹太人并没有作过不对的事，就是你也知道的很清楚。	
25.11	假如我作了不对的事，或作了什么该死的事，我虽死不辞；但若这些人所控告我的，都是实无其事，那么谁也不能将我交与他们；我向凯撒上诉。」	
25.12	斐斯托与议会商议之后，回答说：「你既向凯撒上诉，就往凯撒那里去了!」	
		
25.13t	阿格黎帕王来访　	
25.13	过了几天，阿格黎帕王同贝勒尼切到了凯撒勒雅，向斐斯托致候。	
25.14	他们在那里住了多日，斐斯托就将保禄的事件，陈述给王说：「这里有一个人，是斐理斯留在狱中的囚犯。	
25.15	我在耶路撒冷的时候，司祭长和犹太人的长老告发他，要求定他的罪。	
25.16	我回答他们说：当被告还没有与原告当面对质，还没有机会辩护控告他的事以前，就将那人交出，不合罗马人的规例。	
25.17	及至他们来到这里，我一点也没有迟延，次日便坐堂，下令把那人带来。	
25.18	原告站起来，对他没有提出一件罪案，是我所逆料的恶事；	
25.19	他们的争辩，仅是关于他们的宗教及关于一个已死的耶稣，保禄却说他还活着。	
25.20	我对这争执不知如何处理，就问他是否愿意去耶路撒冷，在那里受审。	
25.21	可是，保禄却要求上诉，将他留给皇帝审断，我便下令留下他，等我解他到凯撒那里。」	
25.22	阿格黎帕向斐斯托说：「我也愿意亲自听听这个人。」斐斯托说：「明天你就可以听他。」	
25.23	第二天，阿格黎帕和贝勒尼切来时甚是排场，偕同千夫长及城里的要人进了厅堂；斐斯托下令，把保禄带来。	
25.24	斐斯托说：「阿格黎帕王和同我们在场的众人，你们看这个人，为了他，所有的犹太群众曾在耶路撒冷和这里向我请求，呼喊说：不该容他再活下去。	
25.25	但我查明他并没有作过什么该死的事。他既把这案子向皇帝上诉了，我便决定把他解去。	
25.26	我对这人没有什么确实的事可向主上陈奏；因此我将他带到你们前，尤其你阿格黎帕王前，好在审讯以后，有所陈奏，	
25.27	因为我以为，解送囚犯而不指明他的罪状，于理不合。」	
		
		
26.0t	第二十六章	
		
26.1t	保禄在阿格黎帕王前自辩　	
26.1 	阿格黎帕向保禄说：「准你为自己辩护。」那时，保禄便伸起手来，辩护说：	
26.2 	「阿格黎帕王！我今天能在你跟前，对于犹太人所控告我的一切事，得以辩护，我觉得十分幸运，	
26.3 	尤其你熟悉犹太人的一切习俗和争端，所以我求你忍耐听我。	
26.4 	我自幼年以来，从起初在我民族中，以及在耶路撒冷，处世为人如何，犹太人都知道。	
26.5 	假如他们肯作证的话，他们从很早就知道：我是按照我们教中最严格的宗派，度着法利塞人的生活。	
26.6 	现在，我因希望天主对我们祖先的恩许，而站在这里受审。	
26.7 	我们十二支派，日夜勤恳地事奉天主，希望这许诺到来。王啊！正是为了这个希望，我为犹太人所控告。	
26.8 	天主既使死人复活了，为什么你们竟断为不可信呢﹖	
26.9 	本来，我本人过去也认为，应尽力反对纳匝肋人耶稣的名，	
26.10	我在耶路撒冷就这样作过。我不但从司祭长那里取得权柄，把许多圣者关在监里；而且他们被杀时，我还投了票。	
26.11	我也曾在各会堂里，多次用刑，强迫他们说亵渎的话；而且分外狂怒地迫害他们，直到外邦的城市。	
26.12	在这期间，我曾取得司祭长的权柄和准许，往大马士革去。	
26.13	王啊!时当正午，我在路上看见一道光，比太阳还亮，从天上环照着我，和与我同行的人；	
26.14	我们都跌倒在地。我听见有声音用希伯来话向我说：『扫禄，扫禄，你为什么迫害我﹖向刺锥踢去，为你是难堪的。』	
26.15	我说：『主！你是谁﹖』主说：『我就是你所迫害的耶稣。	
26.16	但是，你起来，站好，因为我显现给你，正是为了要选派你为我服务，并为你见到我的事，以及我将要显现给你的事作证。	
26.17	我把你从这百姓及外邦人中救出，是要打发你到他们那里去，	
26.18	开明他们的眼，叫他们从黑暗中转入光明，由撒殚权下归向天主，好使他们因信我而获得罪赦，并在圣化的人中得有分子。』	
26.19	因此，阿格黎帕王！我对这天上的异像并没有失信，	
26.20	相反地，我首先向大马士革和耶路撒冷以及犹太全境的人，然后向外邦人传报，叫他们悔改，归向天主，作与悔改相称的作为。	
26.21	正是为了这个缘故，犹太人在殿里把我拿住，想要向我下毒手；	
26.22	但我得蒙天主的助，直到今天我还站得住，向卑微和尊高的人作证。我所讲的，不外乎先知和梅瑟所说过的，必将成就的事：	
26.23	就是默西亚怎样必须受难，怎样必须由死者中作复活起来的第一人，将光明传布给这百姓及外邦人。」	
		
26.24t	辩护的结果　	
26.24	保禄辩护到这里，斐斯托大声说：「保禄，你疯了！学问太多把你弄疯了。」	
26.25	保禄却说：「斐斯托大人！我没有疯，相反，我说的是真理和清醒的话，	
26.26	因为王知道这些事，我便向他放心讲论。我深信这些事没有一件瞒得过他的，因为这不是在偏僻角落里行的。	
26.27	阿格黎帕王！你信先知吗﹖我知道你信。」	
26.28	阿格黎帕向保禄说：「你差一点就劝服我作了基督徒！」	
26.29	保禄说：「差一点也罢！差的多也罢！我总祈望天主，不但叫你，而且也叫今天听我的众人，除了这些锁链以外，都要像我一样。」	
26.30	于是王、总督和贝勒尼切，以及和他们同坐的人都起来，	
26.31	退到一边，彼此谈论说：「这人并没有作过什么该死，或该监禁的事。」	
26.32	阿格黎帕对斐斯托说：「这人若没有向凯撒上诉，早就可以释放了。」	
		
		
27.-1t	解往罗马	
		
27.0t	第二十七章	
		
27.1t	保禄乘船到米辣　	
27.1 	既决定了要我们坐船往意大利去，就将保禄和一些别的囚犯，交给皇家营里的一个百夫长，他名叫犹里约。	
27.2 	有一只由阿得辣米特来的船，要开往亚细亚沿岸一带地方去。我们上去，便开了船，同我们一起的，还有马其顿的得撒洛尼人阿黎斯塔苛。	
27.3 	第二天，我们在漆冬靠了岸，犹里约优待保禄，准他到朋友那里去获得照应。	
27.4 	我们又从那里开了船，因为是逆风，便沿塞浦路斯背风的海面航行，	
27.5 	横渡基里基雅和旁非里雅一带的海面，便到了里基雅的米辣。	
		
27.6t	到克里特岛　	
27.6 	百夫长在那里找到一只由亚历山大里亚来，要开往意大利的船，便叫我们上了那船。	
27.7 	我们一连多日缓慢航行，仅到了克尼多对面，因为风阻止我们，我们就靠着克里特背风的海面，在撒耳摩讷旁边航行，	
27.8 	我们沿岸而行，方才来到一个名叫良港的地方，拉撒雅城就在附近。	
27.9 	历时既久，航海已很危险，因为禁食节已过了，保禄就劝告他们说：	
27.10	「诸位同人！我看这次航行，不但货物和船，就是连我们的性命，也将要遭受灾害和重大的损失。」	
27.11	可是，百夫长宁信从舵手和船主，不听保禄所说的话。	
27.12	又因为这港口不适于过冬，大多数人便提议由这里开船，或者能到腓尼斯去过冬，腓尼斯是克里特的一个港口，面朝西南和西北。	
27.13	那时，南风徐徐吹来，大家以为对目的地已有了把握，就起锚沿着克里特航行。	
		
27.14t	途遇风暴　	
27.14	可是，过了不久，有一种称为「东北风」的飓风，向岛上冲来。	
27.15	船被飓风卷去，不能顶风而行，我们只好任风飘流。	
27.16	当我们贴着一个名叫克劳达小岛的背风处疾驶时，才能将小艇把持住，	
27.17	水手们把小艇拉上来，用缆索把船绑好、又怕撞在叙尔提浅滩上，便落下船具，这样任船飘荡。	
27.18	我们被风浪巅簸得太厉害，第二天他们便将货物拋去；	
27.19	第三天他们又亲手把船上的用具也拋弃了。	
27.20	好多天看不见太阳，看不见星辰，狂暴的风仍不见小，从此我们获救的希望，全都消失了。	
27.21	众人好久已没有吃饭，保禄便站在他们中间说：「诸位同人，你们本该听我的话，不该从克里特开船，而遭受这场灾害和损失。	
27.22	虽然如此，我现在仍劝你们放心，因为除这只船外，你们中没有一个会丧命的，	
27.23	因为，我所归属和所事奉的天主的使者，今夜曾显现给我，	
27.24	说保禄!不要害怕，你必要站在凯撒面前。看，一切和你同船的人，天主都已赐给你了。	
27.25	因此，诸位同人！请放心好了，因为我信天主对我怎样说，也必怎样成就；	
27.26	不过我们必要搁浅在一个岛上。」	
		
27.27t	在默里达岛附近覆舟　	
27.27	到了第十四天夜里，我们在亚得里亚海飘来飘去；约在半夜时分，水手们猜想离一处陆地近了，	
27.28	便拋下测铅，得知水深二十寻；隔了一会，又拋下测铅，得知水深十五寻。	
27.29	他们又怕我们碰在礁石上，就从船尾拋下四个锚，切望天亮。	
27.30	水手想法离船逃走，便将小艇系到海里，假装要从船头拋锚的样子，	
27.31	保禄就给百夫长和士兵说：「这些人若不留在船上，你们便不能获救。」	
27.32	那时，士兵便割断小艇的缆索，任它沉没。	
27.33	从那时直到天亮，保禄一直劝众人用饭说：「你们一直忍饥期待，没有吃什么，到今天已是第十四天了。	
27.34	所以我劝你们用饭；这与你们获救有关，因为连你们头上的头发也不会失掉一根。」	
27.35	保禄说了这话，便拿起饼来，在众人前，感谢了天主，然后擘开，开始吃。	
27.36	于是众人都放了心，也都用了饭。	
27.37	当时我们在船上的，共有二百七十六人。	
27.38	众人都吃饱了饭，便把麦子拋在海里，使船轻些。	
27.39	当天亮时，他们不认得那陆地，但瞥见一个有岸边的海湾，如果可能，就愿意把船驶进去。	
27.40	于是将锚割断，弃在海里，同时松开舵绳，拉上前帆，顺着风，向岸边前进。	
27.41	不料却碰到一道沙滩，两边有海，竟把船搁浅了，船头陷入，胶定不动，船尾却被浪涛猛力冲坏。	
27.42	那时士兵主张要把囚犯杀掉，免得有人泅水逃走；	
27.43	可是百夫长却愿救保禄，便阻止他们任意行事，遂命令会泅水的先跳入水中，先行登陆，	
27.44	至于其余的人，有的用木板，有的凭船上的零碎东西：这样众人都登了陆，得了救。	
		
		
28.0t	第二十八章	
		
28.1t	在默里达岛显奇迹　	
28.1 	我们得救以后，那时才知道这岛名叫默里达。	
28.2 	土人待我们非常友善，因为当时正在下雨，天又寒冷，他们就生起一堆火来款待我们众人。	
28.3 	保禄拾了一捆柴，放在火堆上；有一条毒蛇，因热而出，缠住了他的手。	
28.4 	土人一见毒蛇在保禄手上悬着，就彼此说：「这人必定是个凶手，虽然他从海里得了救，天理仍不容他活着。」	
28.5 	保禄竟把那毒蛇抖在火里，一点也没有受害；	
28.6 	他们等待保禄发肿，或者突然跌倒死去；但等了好久，见没有一点不对的地方在他身上发生，就转念说他是个神。	
28.7 	离那地方不远，有一块田园，是岛上的首领名叫颇里约的；他收留我们，款待了我们三天，很是厚道。	
28.8 	适冯颇里约的父亲卧病，患热病和痢疾；保禄就到他那里，祈祷以后，给他覆手，治好了他。	
28.9 	这样一来，岛上其余有病的人也都前来，也全被治好了。	
28.10	他们处处表示十分尊敬我们；当我们开船的时候，还给我们放上急需品。	
		
28.11t	乘船赴罗马　	
28.11	有只用「雕斯雇黎」作标帜的亚历山大里亚船，在那岛上过冬：过了三个月，我们便乘这船航行。	
28.12	我们在息辣谷撒靠了岸，停留了三天；	
28.13	从那里绕道前行，到了勒基雍。过了一天，吹起了南风，次日我们就到了颇提约里；	
28.14	在那里我们遇见了弟兄们，他们请我们在那里住了七天；以后，我们便往罗马去了。	
		
28.15t	抵达罗马　	
28.15	弟兄们听到我们的消息后，便从罗马来到阿丕约市场和三馆迎接我们；保禄见了他们，就感谢天主，而获得勇气。	
28.16	我们进了罗马，保禄获准与看守他的士兵独居一处。	
28.17	过了三天，保禄便召集犹太人的首领；待他们来齐了，就向他们说：「诸位仁人弟兄！论到我，我虽没有行什么反对民族，或祖先规例的事，却被锁押了，从耶路撒冷被交到罗马人手里。	
28.18	他们审问了我，在我身上没有找到该死的罪案，就想释放我；	
28.19	但犹太人反对，我不得已，只好向凯撒上诉，并不是我有什么事要控告我的人民。	
28.20	为这个缘故，我才请你们来见面谈话。我原是为了以色列所希望的事，才带上了这条锁链。」	
28.21	他们向他说：「我们没有从犹太接到关于你的书信，弟兄们中也没有一个人来报告，或说你有什么不好；	
28.22	不过我们愿意从你本人听听你的意见，因为关于这个教门，我们知道它到处受人反对。」	
		
28.23t	两年囚居的传教生活　	
28.23	他们既与保禄约定了日子，就有更多的人到寓所来见他；他就从早到晚，给他们讲解，为天主的国作证，引征梅瑟法律和先知书，劝导他们信服耶稣。	
28.24	有的人因他所说的话而相信了，有的却不相信；	
28.25	他们彼此不合，便散去了。散去之前，保禄曾说了这段话：「圣神藉依撒意亚先知向你们祖先说的正对。	
28.26	他说：『你去对这民族说：你们听是听，但不了解；看是看，却不明白，	
28.27	因为这民族的心迟钝，耳朵难以听见；他们闭了自己的眼睛，免得眼睛看见，耳朵听见，心里了解而悔改，而要我医好他们。』	
28.28	所以，你们要知道：	
28.29	天主的这个救恩已送给了外邦人，他们将要听从。」	
28.30	保禄在自己赁的房子里，住了整整两年；凡来见他的，他都接待。	
28.31	他宣讲天主的国，教授主耶稣基督的事，都非常自由，没有人禁止。	
		
