1.-2t	圣咏集
112.3 	他家中必有权势财产，他的仁义必存留永远。
112.4 	他富有仁爱，慈悲而又公道，象光明在暗处向义人照耀。
112.5 	乐善好施的人必蒙受祝福，他以正义处理自己的事务。
112.6 	因为他永远不会失足抖颤，义人必要受到永远的纪念。
112.7 	噩耗的凶信，不会使他惊慌，因为他仰赖上主心志坚强。
112.8 	直到看见他的仇敌蒙羞，他的心志坚强无惧无忧。
112.9 	他散财而周济贫苦的人。他的仁义必会万世留存，他的头角高举必受光荣。
112.10	罪人见到必要愤恨满腔，咬自己的牙齿，焦灼难当，恶人们的希望终必丧亡。
	
	
113.0t	一一三：[提拔弱小的天主]阿肋路亚！(9)
113.1 	上主的仆人，请一齐赞颂，请一齐赞颂上主的圣名！
113.2 	愿上主的名受赞颂，从现今直到永远无穷！
113.3 	从太阳东升直到西倾，愿上主的圣名受赞颂！
113.4 	上主高越列国万邦，他的光荣凌驾穹苍；
113.5 	谁能相似上主我们的天主？他坐在苍天之上的最高处。
113.6 	他必会垂目下视，观看上天和下地；
113.7 	从尘埃里提拔弱小的人，由粪土中举扬穷苦的人，
113.8 	叫他与贵族的人共席，与本国的王侯同位；
113.9 	使那不孕的妇女坐镇家中，成为多子的母亲，快乐无穷。
	
	
114.0t	一一四：[出埃及的奇迹](8)
114.1 	阿肋路亚。曾当以色列出离埃及，雅各伯家离开蛮夷时，
114.2 	犹大成了上主的圣所，以色列成了他的王国；
114.3 	海洋见了，顿时逃溜，约旦立即回转倒流。
114.4 	山岳跳跃象公羊，丘陵舞蹈似羔羊。
114.5 	海洋，什么使你逃溜。约旦，什么叫你倒流？
114.6 	山岳，你们为什么跳跃象公羊？丘陵，你们为什么舞蹈似羔羊？
114.7 	大地，你应该在上主的面前，在雅各伯的天主面前摇撼，
114.8 	他使磐石变为水潭，他使礁石变成水泉。
	
	
115.0t	一一五：[雅威是真神](18)
115.1 	上主，光荣不要归于我们，不要归于我们，只愿那个光荣完全归于你的圣名，那是为了你的慈爱，为了你的忠诚。
115.2 	为什么让外邦人常说：他们的天主在何处居住？
115.3 	我们的天主在天上居住，他创造了他喜爱的万物。
115.4 	外邦人的偶象无非金银，不过是人手制造的物品：
115.5 	偶象有口，不能言；偶象有眼，不能看，
115.6 	有耳，不能听；有鼻，不能闻；
115.7 	有手，不能动；有脚，不能行；有喉，不发声。
115.8 	铸造偶象的人，将与偶象同亡；凡信赖偶象的人，也将是一样。
115.9 	以色列家族却信赖上主，他是他们的助佑和盾护；
115.10	亚郎的家族也信赖上主，他是他们的助佑和盾护；
115.11	敬畏上主的人信赖上主，他是他们的助佑和盾护。
115.12	上主眷念我们，也必给我们赐福，降福以色列家族，降福亚郎家族；
115.13	他向敬畏上主的人赐福，不拘贵贱都要获得降福，
115.14	愿上主使你们的人口繁昌，使你们和你们的子孙兴旺！
115.15	愿你们蒙受上主的降福，他是上天下地的造化主！
115.16	苍天确实是上主的苍天，上主给世人赏赐了尘寰。
115.17	死人们不能够赞美上主，降入阴府的人也不能够，
115.18	而是我们赞颂上主，从现今一直到永久。
	
	
116.0t	一一六：[还愿的感歌]阿肋路亚！(19)
116.1 	我对上主爱慕倾心，因他俯听我的祷声；
116.2 	在我呼吁他的那日，他向我侧他的圣耳。
116.3 	死亡的圈套缠住了我，阴府的罗网缚住了我，艰苦和烦恼困住了我，
116.4 	我呼求了上主的圣名，上主，求你救我的性命。
116.5 	上主富有怜悯和正义，我们的天主仁爱无比；
116.6 	上主保护诚朴的人，我若软弱，他必救助。
116.7 	我的灵魂，你回到你的安息，因为上主实在是厚待了你。
116.8 	他救拔了我的灵魂脱免死亡，不使我的眼流泪，我的脚跌伤。
116.9 	我要在活人的地域，在上主的面前行走。
116.10	虽然说我已痛苦万分，但是我仍然抱有信心。
116.11	我在彷徨中曾说：众人都虚诈不诚。
116.12	我应该要怎样报谢上主，谢他赐给我的一切恩佑？
116.13	我要举起救恩的杯爵，我要呼吁上主的名号，
116.14	我要在众百姓面前，向上主还我的誓愿！
116.15	上主的圣者们的去世，在上主的眼中十分珍贵。
116.16	我的上主！我是你的仆役，你仆役是你婢女的儿子；你将我的锁链给我开释，
116.17	我要献给你赞美之祭，我要呼号上主的名字。
116.18	我要在众百姓面前，向上主还我的誓愿，
116.19	要在上主圣殿的庭院，耶路撒冷！即在你中间。
	
	
117.0t	一一七：[请万民赞美上主]阿肋路亚！(2)
117.1 	列国万民，请赞美上主，一切民族，请歌颂上主！
117.2 	因为他的仁爱厚加于我们，上主的忠诚必要永远常存。
	
	
118.0t	一一八：[庆节游行曲]阿肋路亚！(29)
118.1 	请你们向上主赞颂，因为上主美善宽仁，他的仁慈永远常存。
118.2 	愿以色列家赞美说：他的仁慈永远常存。
118.3 	愿亚郎的家赞美说：他的仁慈永远常存。
118.4 	愿敬畏主者赞美说：他的仁慈永远常存。
118.5 	我在急难中呼求上主，他即垂允，将我救出。
118.6 	上主偕同我，我不怕什么；世人对待我，究竟能如何？
118.7 	上主偕同我，作我的助佑，我必看见我的仇人受辱。
118.8 	投奔到上主的怀抱，远远胜过信赖同伙。
118.9 	投奔到上主的怀抱，远远胜过信赖官僚。
118.10	万民虽然齐来将我围困，奉上主名我将他们灭尽。
118.11	他们从各处来将我围困，奉上主名我将他们灭尽。
118.12	虽然如同黄蜂将我围困，又好象烈火把荆棘烧焚，奉上主名我将他们灭尽。
118.13	人虽推撞我，叫我跌倒，然而上主却扶持了我。
118.14	上主是我的力量与勇敢，他也始终作了我的救援。
118.15	在义人居住的帐幕中，响起了胜利的欢呼声：上主的右手大显威能，
118.16	将我举擎，上主的右手大显威能。
118.17	我不至于死，必要生存，我要宣扬上主的工程。
118.18	上主惩罚我虽严厉非常，但却没有把我交于死亡。
118.19	请给我敞开正义的门，我要进去向上主谢恩；
118.20	正义的门就是上主的门，惟独义人才得进入此门。
118.21	我感谢你，因为你应允了我，你也将你的救恩赐给了我。
118.22	匠人弃而不用的废石，反而成了屋角的基石；
118.23	那是上主的所行所为，在我们眼中神妙莫测。
118.24	这是上主所安排的一天，我们应该为此鼓舞喜欢。
118.25	上主！我们求你救助，上主！我们求你赐福。
118.26	奉上主之名而来的应该受赞颂，我们要由上主的殿内祝福你们。
118.27	天主是上主，他给我们光明；隆重列队向祭坛角前进行。
118.28	你是我的天主，我感谢你，我的天主，我高声颂扬你。
118.29	请你们向上主赞颂，因为上主美善宽仁，他的仁慈永远常存。
	
	
119.0t	一一九：[天主的法律赞](176)
	
119.1t	[第一首守法律的幸福]
119.1 	品行完备而遵行上主法律的，象这样的人才算是真有福的，
119.2 	遵守上主诫命全心寻求他的，象这样的人才算是真有福的。
119.3 	他们总不为非作恶，只按他的道路生活。
119.4 	你颁发了你的命令，叫他们严格去遵行。
119.5 	愿我的行径坚定，为遵守你的章程！
119.6 	我若重视你的每条诫律，我就绝对不会蒙羞受辱。
119.7 	我一学习你正义的判词，就以至诚的心灵颂谢你。
119.8 	我要遵守你的规矩，不要将我完全弃去！
	
119.9t	[第二首守法律的喜乐]
119.9 	青年怎样才能守身如玉？那就只有遵从你的言语。
119.10	我要用我整个心寻觅你，不要让我错行了你谕旨！
119.11	我将你的话藏在我的心里，免得我去犯罪而获罪于你。
119.12	上主，你理应受赞颂，教训我守你的诫命。
119.13	你口所授的一切法度，我要以我的唇舌叙述。
119.14	我喜爱你约法的道路，就如喜爱一切的财富。
119.15	我要默想你的法度，也要沉思你的道路。
119.16	我以你的章程作喜欢，我永不忘却你的圣言。
	
119.17t	[第三首求赐守法律之恩]
119.17	请恩待你的仆人我得以生存，这样使我能够服从你的纶音。
119.18	求你开明我的眼睛，透视你法律的奇能。
119.19	我原是寄居尘世的旅客，不要向我隐瞒你的规则。
119.20	我因常常渴慕你的谕令，我的灵魂便为此而成病。
119.21	你已经怒责了骄傲横蛮的人，背弃你诫命的，是可咒诅的人。
119.22	请除去我所受的凌辱与轻谩，因为我已经遵守了你的规范。
119.23	判官虽然反对我而开庭，你仆人仍然默思你的章程。
119.24	因为你的诫命是我的欢喜，你的典章是我的谋士。
	
119.25t	[第四首求赐守法律的安慰]
119.25	我的灵魂虽已辗转于灰尘，求你照你的诺言使我生存。
119.26	我陈明我的行径，你便垂听了我，今再恳求你用你的章程教训我；
119.27	请指给我你约法的路径，我要沉思你的奇妙工程。
119.28	我的灵魂因忧伤而滴滴流泪，请照你的诺言使我奋昂兴起。
119.29	求你不要使我走错误的道路，求你恩赐我常遵守你的法度。
119.30	我选定了真理的途径，我矢志服从你的谕令。
119.31	我时常依恋着你的法度，上主，不要叫我蒙受羞辱。
119.32	我必奔赴你诫命的路程，因为你舒展了我的心灵。
	
119.33t	[第五首求赐守法的宠光]
119.33	上主，给我指出你章程的道路，我要一直到死仔仔细细遵守。
119.34	求你教训我遵守你的法律，我要以整个心灵持守不逾。
119.35	求你引导我走你诫命的捷径，因为这条捷径使我非常高兴。
119.36	使我的心倾慕你的律例，不要让我的心贪财好利。
119.37	求你转回我的眼目免看虚荣，求你按照你的道路赐我生命。
119.38	求你向你的仆人实践你的预许，即你向敬畏你的人所许的赐与。
119.39	求你除去我所怕的羞耻，因为你的约法甚是甘饴。
119.40	看，我如何渴慕你的规约，按照你的正义，赐我生活。
	
119.41t	[第六首求赐传扬圣道之恩]
119.41	上主，愿你的仁慈和救恩，照你的诺言，降临于我身！
119.42	对凌辱我的人，我有所答辩，因为我全寄望于你的圣言。
119.43	不要由我口撤去真理的训言，因我一心一意渴望你的判断。
119.44	我要遵守你的法典，时时不断，一直到永远。
119.45	我要行走平坦宽阔的途径，因为我常常追求你的诫命。
119.46	我要传述你的规律，在列王前也不畏惧。
119.47	我非常喜悦你的规诫，因为我对此有所锺爱。
119.48	我向你的诫命举起我的双手，对你的一切章程沉思不休。
	
119.49t	[第七首法律是忧苦之慰]
119.49	求你莫把你给你仆人的诺言遗忘，因为你在这诺言里赐给了我希望。
119.50	在我的忧苦中，这是我的安慰，因为你的圣言，赐给了我生气。
119.51	骄傲人虽加给我极度的侮辱，但我却没有偏离过你的法度。
119.52	我一想到你永恒的断定，上主，我是多么安慰而高兴。
119.53	为了背弃你法律的罪人，我不知不觉地恕火焚心。
119.54	在我这客居不定的寓所，你的法令成了我的诗歌。
119.55	上主，夜间我想起你的圣名，我就决意要遵守你的法令。
119.56	我之所以如此这般，因我守了你的法范。
	
119.57t	[第八首立志遵守法律]
119.57	上主，我说：我的福分，就是遵守你的教训。
119.58	我全心仰望着你的容貌，求你按你的诺言怜悯我。
119.59	我一默想到我所走的道路，就把我的脚转向你的法度。
119.60	爽爽快快，毫不踌躇，我常遵守你的规矩。
119.61	恶人的绳索虽将我缠起，我却未将你的法律忘记。
119.62	为了你正义的判语，我半夜起身赞美你。
119.63	我常同敬畏你的人为友，与遵守你诫命的人为侣。
119.64	上主，你的慈爱充满大地，求你教我遵守你的律例。
	
119.65t	[第九首苦患警醒人守法律]
119.65	上主，你依照你的言词，善待了你的仆役。
119.66	求你以知识和聪慧教训我，因为我一心信赖你的诫条。
119.67	我在受苦以前，徘徊岐途，但我现今顺从你的训语。
119.68	你是慈善的，好施仁惠，求你给我教授你的规矩。
119.69	骄傲人捏造谎言陷害我，我全心遵守你的规约。
119.70	他们的心迟钝如蒙脂肪，然而我却喜欢你的典章。
119.71	为叫我能学习你的法度，受苦遭难于我确有好处。
119.72	你口中的法律对我的利益，连千万的金银也不能相比。
	
119.73t	[第十首求赐忧苦得安慰]
119.73	你的双手创造了我，形成了我，求你赐我智力，为学你的诫条。
119.74	敬畏你的人，见我就喜欢，因为我常仰望你的圣言。
119.75	上主，我知道你的审判是公正无私的，你叫我遭受磨难是理所当然的。
119.76	照你给你仆人的许诺，按你的仁慈来安慰我。
119.77	愿你的仁爱临于我，使我生活，因为你的法律就是我的喜乐。
119.78	愿无端难为我的骄傲人蒙羞！但是我要默想沉思你的法律。
119.79	愿那些敬畏你的人归向我，愿关心你法律的人依附我！
119.80	愿我全心遵守你的法典，这样我便不致自觉羞赧。
	
119.81t	[第十一首苦患中求赐助佑]
119.81	我灵渴慕你的救援而衰弱，我热切地盼望着你的许诺。
119.82	我对你的诺言望眼欲穿，究竟你何时才赐我慰安？
119.83	我虽然相似烟熏的皮囊，我仍然不忘却你的典章。
119.84	你仆人的岁月还能有多久？你何时处罚迫害我的恶徒？
119.85	不按你法律生活的骄傲人，暗中给我挖掘了陷阱深坑。
119.86	你所有的一切诫命全是真道；他们无理迫害我，求你协助我。
119.87	他们几乎将我由地上灭绝，但我却没有背弃你的规诫。
119.88	求你按照你的仁慈使我生活，这样我必遵守你口中的条约。
	
119.89t	[第十二首天主的法律永恒不变]
119.89	上主，你的圣言，存留永远，它坚固而不移，好似苍天。
119.90	你所有的忠诚，代代流传，你所造的大地，屹立不变。
119.91	天地时常遵守你的旨意，因为万物都是你的仆役。
119.92	我如果不喜爱你的法令，我早已在我苦患中丧命。
119.93	我永不忘却你的法令，因为你借此赐我生命。
119.94	我全属于你，求你救拔我，因为我寻求了你的法约。
119.95	恶人窥视我，想把我杀害，然而我仍细想你的规诫。
119.96	我看任何齐全都有界限，唯你的诫命却广阔无边。
	
119.97t	[第十三首法律增益人智]
119.97	上主，我是多么爱慕你的法律，它是我终日对你默想的题目。
119.98	你的诫命永远永存于我心，它使我比我的仇敌聪明。
119.99	我比我所有的教师更聪明，因为我常在默想你的法令。
119.100	我比年老的人更智慧，因为我恪守你的律例。
119.101	我使我的脚回避一切恶路，为叫我能够遵守你的言语。
119.102	我不偏离你的约法，因为是你教训了我。
119.103	你的教言对我上颚多么甘美！在我的口中比蜂蜜更要甘美！
119.104	由你的诫命，我获得了聪明，因我憎恶一切欺诈的途径。
	
119.105t	[第十四首法律是苦患中的光明]
119.105	你的言语是我步履前的灵灯，是我路途上的光明。
119.106	我今起誓，我并决定，坚守你正义的谕令。
119.107	上主，我已经受苦很重，照你的诺言，保我生命。
119.108	上主，请悦纳我口中的祭献，请你教训我明白你的审断。
119.109	我的性命虽常处于危险，但我仍不忘记你的法典。
119.110	恶人虽然给我设下陷阱，我仍然不偏离你的章程。
119.111	你的诫命永做我的家产，因为这是我心中的喜欢。
119.112	我要倾心遵守你的法典，千秋万世，一直到永远。
	
119.113t	[第十五首痛恨天主所痛恨的]
119.113	我很恼恨心怀二意的人，对你的法律，我喜爱万分。
119.114	你是我的庇护我的盾牌，因此我唯你的圣言是赖。
119.115	作恶的人，你们应离我远去！因我要遵守天主的法度。
119.116	照你的诺言，扶持我的生命，不要让我的希望成为泡影。
119.117	求你扶持我得蒙拯救，能时常留意你的制度。
119.118	凡背离你法令的，你都鄙弃，因为他们的思念全是诈欺。
119.119	地上的恶人你都看作渣滓，因此我非常喜爱你的法制。
119.120	我的肉身因敬畏你而战慄，对你的谕令我也知所敬畏。
	
119.121t	[第十六首守法律的必获救助]
119.121	我行了正义及合法的事情，别把我交于压迫我的坏人。
119.122	求你保证你仆人的安全，不要让骄傲人心将我磨难。
119.123	对你的救助和你正义的诺言，我热切渴盼得已经望眼欲穿。
119.124	求你照你的仁慈恩待你的仆人，也求你教训我能明白你的章程。
119.125	我是你的仆人，求赐我明达，为使我能够通晓你的约法。
119.126	现今是上主行动的时候，因他们违反了你的法度。
119.127	所以我爱慕你的诫律，远胜各种黄金和宝玉。
119.128	我尊重你的一切诫命，憎恶所有的欺诈途径。
	
119.129t	[第十七首爱法律的求天主训导]
119.129	你的约法诚然是美妙神奇，因此我的灵魂要遵守不违。
119.130	你的言语经过解释必会发亮光照，连知识浅薄的人也可以通达知晓。
119.131	我张开我的口嗟叹唏嘘，因为我极渴慕你的诫律。
119.132	求你回身向我，给我垂怜，如素常对待爱你名者然。
119.133	引导我的脚步履行你的训诰，不要允许任何邪恶来主宰我。
119.134	求你救我摆脱人的欺压，为使我能遵守你的律法。
119.135	求你给你的仆人显示你的慈颜，同时也求你给我教导你的规范。
119.136	我的眼泪滴滴下流有如溪水，因为他们全不遵守你的法规。
	
119.137t	[第十八首天主的法律正直无邪]
119.137	上主你原是公义的，你的判决是正直的。
119.138	你以正义和至诚，立定了你的诫命。
119.139	我的热火快要将我消耗殆尽，因为我的敌人忘了你的圣训。
119.140	你的教言经过千捶百练，你的仆人对它爱不知倦。
119.141	我虽然年纪幼小，被人轻看，可是我总不忘却你的法范。
119.142	你的正义永远公正，你的法律永远坚定。
119.143	困苦和压迫虽然来临我身，但你的诫命仍是我的欢欣。
119.144	你的约法永远公允，赐我智慧，使我生存。
	
119.145t	[第十九首求赐忠守法律之恩]
119.145	我全心呼号，并求你俯听，上主，我要遵守你的法令。
119.146	我呼号你，求你救护，我必遵守你的法度。
119.147	天还未亮，我就起来求助，极热切地期待你的训语，
119.148	夜里每更我都睁着眼睛，全是为了默想你的圣训。
119.149	上主，请照你的仁慈俯听我的呼声，上主请按你的正义使我得以重生。
119.150	非法迫害我的人已临近，他们都远离了你的法令。
119.151	上主，愿你时常与我亲近，你一切的诫命全属忠信。
119.152	我早已由你的约法得知：那都是你从永远所定立。
	
119.153t	[第二十首求赐脱离迫害]
119.153	求你垂视我的苦难而救拔我、因为我总没有忘记你的法约。
119.154	求你辩护我的案件而拯救我，并请依照你的诺言，使我生活。
119.155	恨不得救恩远远离开恶徒，因为他们不理睬你的法度。
119.156	上主，你的仁爱何其广阔，按照你的谕旨，赐我生活。
119.157	迫害与磨难我的人确实众多，然而我却不会偏离你的法约。
119.158	奸党恶辈我一看见就会生厌，因为他们都不遵守你的规范。
119.159	上主，请你看我如何爱你的训令，上主，照你的仁慈保全我的生命。
119.160	你圣言的总纲确是真实无欺，你正义的一切判断永远不移。
	
119.161t	[第二十一首守法律的喜乐与平安]
119.161	王侯虽然无缘无故加我苦难，我的心灵仍旧敬畏你的教言。
119.162	我对你的诺言实在欢喜若狂，象得到许多胜利品的人一样。
119.163	奸诈邪恶是我所恨所憎的，你的法令是我所喜所爱的。
119.164	为了你那正义的判词，我一日要赞美你七次。
119.165	爱慕你法律的必饱享平安，没有一点失足跌倒的危险。
119.166	上主，我期待你的助佑，上主，我遵守你的法度。
119.167	我的灵魂恪守你的规诫，因为我对规诫十分喜爱。
119.168	我必要遵守你的规诫和劝言，因我的一切道路在你的面前。
	
119.169t	[第二十二首求赐一生爱慕天主的法律]
119.169	上主，愿我的呼声上达于你，求你照你的约言使我明理。
119.170	愿我的祈求到达你的面前，求你照你的诺言救我脱险。
119.171	愿我的双唇涌溢赞美的歌曲！因为你给我教授了你的法律。
119.172	愿我的舌头歌咏你的训令！因你的一切诫命尽属公正。
119.173	愿你伸出你的手救助我！因为我拣选了你的法约。
119.174	上主，我渴望你的救援，你的法律是我的喜欢。
119.175	愿我的灵魂活着赞美你，愿你的断语将我来支持！
119.176	我象迷路的亡羊，请寻回你的仆人，因为我总没有忘记你的任何诫命。
	
	
120.0t	一二零：[谗舌之害](7)
120.1	登圣殿歌。我蒙难时一呼求上主，他就俯听了我的呼求。
120.2	上主，求你救我脱离说谎的口唇，上主，求你救我摆脱诡诈的舌根。
120.3	你这诡诈的口舌，究竟怎样对付你？究竟怎样惩治你？
120.4	只有勇士的矢箭，还有杜松的火炭！
120.5	我真不幸！因为要在默舍客居住，要在刻达尔的帐幕寄宿。
120.6	因与憎恶和平的人相处，我的灵魂已经感到太久。
120.7	我言谈无非和平，他们却鼓动战争。
	
	
121.0t	一二一：[求一路平安](8)
121.1	登圣殿歌。我举我目向圣山瞻望，我的救助要来自何方。
121.2	我的救助来自上主，他创造了天地宇宙。
121.3	他决不让你的脚滑倒；保护你的也决不睡觉。
121.4	看，那保护以色列者，不打盹也不会睡着。
121.5	上主站在你的右边，作你的护卫和保安。
121.6	白天太阳必不伤你，黑夜月亮也不害你。
121.7	上主保护你于任何灾患，上主保护你的心灵平安。
121.8	上主保护你出外，保护你回来，从现在起一直到永远的时代。
	
	
122.0t	一二二：[向耶京欢呼致敬](9)
122.1	登圣殿歌，达味作。我喜欢，因为有人向我说：我们要进入上主的圣殿！
122.2	耶路撒冷！我们的双足，已经站立在你的门口。
122.3	耶路撒冷建筑的好似京城，确是内部划一整齐的京城。
122.4	各支派，上主的各支派都齐集在那里，按照以色列的法律称颂上主的名字。
122.5	那里设立了执政的座席，那里有达味王室的宝位。
122.6	请为耶路撒冷祈祷和平：愿爱慕你的人获享安宁，
122.7	愿在你的城垣内有平安，愿在你的堡垒中有安全！
122.8	为了我的兄弟和同伴，我要向你说：祝你平安！
122.9	为了上主我们天主的殿宇，我为你恳切祈祷，祝你幸福。
	
	
123.0t	一二三：[求天主怜悯](4)
123.1	登圣殿歌。居住在诸天上的大主，我向你仰起我眼目。
123.2	看，仆人的眼目怎样仰望主人的手，看，婢女的眼目怎样注视主妇的手，我们的眼目也就怎样注视着上主，我们的天主，直到他怜悯我们才止。
123.3	上主，求你矜怜，矜怜我们，因为我们已尝尽了欺凌；
123.4	我们的心灵已经饱受的太多了：即骄傲人的欺凌，富贵人的耻笑。
	
	
124.0t	一二四：[天主是强有力的救星](8)
124.1	登圣殿歌，达味作。若不是上主保佑我们，唯愿以色列子民再说：
124.2	若不是上主保佑我们，当世人起来攻击我们，
124.3	并向我们发泄怒火时，必会活活将我们吞食。
124.4	就象淹没我们的水祸，流过我们颈项的洪波。
124.5	又象汹涌澎湃的狂浪，早已将我们淹没灭亡。
124.6	赞美上主，他没有将我们抛出，使我们做成他爪牙的猎物；
124.7	我们象挣脱猎人罗网的小鸟，罗网被扯破了，我们自然逃掉。
124.8	我们的救助是仰赖上主的名，上天和下地都是由他所造成。
	
	
125.0t	一二五：[依恃天主](5)
125.1	登圣殿歌。依赖上主的人有如熙雍山，屹立不动，必永远常存不变。
125.2	群山怎样环绕着耶路撒冷，上主也怎样保卫他的百姓，从现今开始，一直到永恒。
125.3	他不让恶人的权杖，来统治义人的家当，免得义人伸出手掌，为非作歹效尤学样。
125.4	上主，求你赐福与善良的人，又求你赐福与心地正直的人！
125.5	那自甘堕落于自己邪恶的人们，上主必使他们与恶徒一起沉沦。唯愿以色列家族永享平静安宁。
	
	
126.0t	一二六：[为选民之复兴祈祷](6)
126.1	登圣殿歌。上主带领俘虏回到熙雍，我们觉得仿佛是在梦中；
126.2	那时，我们满口喜气盈盈，我们双唇其乐融融。那时外邦异民赞叹不已：上主向他们行了何等奇事！
126.3	上主向我们行了伟大奇迹，我们的确也觉得满心欢喜。
126.4	上主，求你转变我们的命运！就象乃革布有流水的浇淋。
126.5	那含泪播种的人，必含笑获享收成；
126.6	他们边行边哭，出去播种耕耘，他们载欣载奔，回来背着禾捆。
	
	
127.0t	一二七：[信赖天主照顾](5)
127.1	登圣殿歌，撒落满作。若不是上主兴工建屋，建筑的人是徒然劳碌；若不是上主在护守城堡，守城的人人白白惊醒护守。
127.2	你们极早起床尽属徒然，每夜坐至深更图谋打算，为了求食经过多少辛酸；天主所爱者，却好生安眠。
127.3	的确子女全是上主的赐予，胎儿也全是他的报酬。
127.4	年青少壮所生的子嗣，有如勇士手中的箭矢。
127.5	装满自己箭囊的人，真有福气，城门前争辩，不会羞愧。
	
	
128.0t	一二八：[家庭之乐](6)
128.1	登圣殿歌。不拘你是谁，只要你敬畏上主，在他的道路上行走，就算有福！
128.2	你能吃你双手赚来食物，你便实在幸运，也万事有福！
128.3	你的妻子住在你的内室，象一株葡萄树结实累累；你的子女绕着你的桌椅，相似橄榄树的枝叶茂密。
128.4	的确，谁敬畏上主，必受这样的祝福！
128.5	惟愿上主由熙雍圣山向你赐福，使你一生得见耶路撒冷的福禄，
128.6	使你目睹你的子女的子女，见到以民的平安富足。
	
	
129.0t	一二九：[选民于患难中的祈祷](8)
129.1	登圣殿歌。从我少年，世人就与我为难，惟愿以色列子民再说一遍：
129.2	从我少年，世人就与我为难，然而他们却未能将我推翻。
129.3	他们象农夫在我背上耕田，使所犁的沟畦又长又远；
129.4	但上主却公道不偏，将恶人的绳索割断。
129.5	愿一切仇恨熙雍的人民，个个蒙受羞辱，转身逃遁！
129.6	愿他们象屋顶上的禾草，尚未吐出秀穗，就已枯槁！
129.7	收割的人，手拿一把不满，捆禾的人，怀抱一束不显。
129.8	过路的人们不会再说：愿上主的降福临于你们，我们奉上主名祝福你们！
	
	
130.0t	一三零：[由深渊呼主吟](8)
130.1	登圣殿歌。上主，我由深渊向你呼号，
130.2	我主，求你俯听我的呼号，求你侧耳俯听我的哀祷！
130.3	上主，你若细察我的罪辜，我主！有谁还能站立得住？
130.4	可是，你以宽恕为怀，令人对你起敬起爱。
130.5	我仰赖上主，我灵期待他的圣言；
130.6	我灵等候我主，切于更夫的待旦，
130.7	请以色列仰赖上主，应切于更夫待旦，因为上主富于仁慈，他必定慷慨救援。
130.8	他必要拯救以色列，脱离一切所有的罪孽。
	
	
131.0t	一三一：[天真信赖](3)
131.1	登圣殿歌，达味作。上主，我的心灵不知骄傲蛮横，我的眼目不知高视逞能；伟大惊人的事，我不想干，超过能力的事，我不想办。
131.2	我只愿我的心灵，得享平静与安宁；就象断乳的幼儿，在他母亲的怀抱中，我愿我的心灵在我内，与那幼儿相同。
131.3	以色列！请仰赖上主，从现今一直到永恒！
	
	
132.0t	一三二：[迁移约柜纪念咏](18)
132.1	登圣殿歌。上主，求你以慈爱怀念达味，和他所有的一切焦思劳瘁：
132.2	因为他曾向主立过誓言，向雅各伯的全能者许过愿：
132.3	我决不进入我家中的帐幔，也决不登上我躺卧的床沿，
132.4	不容许我的眼睛睡眠，也不让我的眼睑安闲，
132.5	直到我给上主寻找到一个处所，给雅各伯的全能者将居地觅妥。
132.6	看，我们听说约柜在厄弗辣大，我们在雅阿尔平原找到了它。
132.7	请大家一同进他的居所，并在他的脚凳下崇拜说：
132.8	上主，请你和你威严的约柜，起来驾临到你安息的地宅。
132.9	愿你的司祭身披正义，愿你的信徒踊跃欢喜。
132.10	为了你仆人达味的情面，不要将你的受傅者轻看！
132.11	上主既然向达味起了誓，真理的约言决不再收回：「我要使你的亲生儿子，荣登上你自己的王位；
132.12	若你的子孙遵守我的誓言，也遵守我教训他们的法典，连他们的子孙代代世世，也必定要坐上你的王位。」
132.13	的确上主特别拣选了熙雍，希望熙雍作为自己的王宫：
132.14	「这就是我的永远安息之处，我希望的是常在这里居住。
132.15	我要祝降福这里食粮充裕，穷人们都吃得饱饫无忧，
132.16	使这里的司祭得蒙救助，使这里的信徒踊跃欢愉。
132.17	在这里我要使达味的头角高耸，我要给我的受傅者备妥明灯，
132.18	我要使他的敌人个个耻辱备尝，我要使他的王冠在他的头上发光。」
	
	
133.0t	一三三：[兄弟团聚之乐](3)
133.1	登圣殿歌，达味作。看，兄弟们同居共处，多么快乐，多么幸福！
133.2	象亚郎头上珍贵的油，流到他胡须上，又由他胡须上，流到他衣领上。
133.3	又象赫尔孟的甘露，时常落在熙雍山；因上主在那里赐福，赐生命直到永远。
	
	
134.0t	一三四：[辞行祝福曲](3)
134.1	登圣殿歌。上主所有的一切仆人，请赞美上主！夜间侍立在主殿的人，请赞美上主！
134.2	请向圣所举起你们的双手，请赞美上主！
134.3	愿创造天地的上主，由熙雍向你祝福！
	
	
135.0t	一三五：[唯一真主赞](21)
135.1	阿肋路亚！上主的众仆请赞颂，请赞颂上主的圣名！
135.2	你们服役于上主圣殿的，你们侍立在我主前庭的，
135.3	请赞颂上主，因为上主是美善的，歌咏他的名，因他的名是甘甜的。
135.4	雅各伯原是上主为自己所选，以色列永远作他自己的家产。
135.5	我确切知道，上主伟大无比！我们的主宰，超越所有神祉！
135.6	上天下地，海洋深渊的任何化工，上主只要愿意，无一不由他造成。
135.7	他使云彩由地极现露，他使电光闪烁而成雨，他使清风由宝炕铫出。
135.8	他将埃及的人和牲畜，凡首生者都一起杀戮。
135.9	埃及！他在你内行了奇迹异能，惩罚了法郎和他的万众臣民。
135.10	他击败了列国的万民，他杀死了强盛的国君：
