1.-1t	玛加伯上
15.31	若不然，就是得付五百「塔冷通」银子作代价，再为因你们的破坏而遭的损失，及你们由城中所收的税，另缴五百；再不然，我们就要来攻打你们。」
15.32	王的朋友阿特诺彼，来到耶路撒冷，一见息孟的尊严、金杯银爵，以及许多侍从，很是惊奇，便向息孟报告了国王的话。
15.33	息孟回答他说：「我们从来没有侵占过外人的土地，也没有抢掠过别人的财物，那都是我们祖先的产业，不过被敌人无理地强占了一些时候，
15.34	我们只乘机夺回我们的祖业而已。
15.35	至于你所要求的约培和革则尔，虽然二城严重地危害了人民和我国，但我们仍将付出一百「塔冷通」代价。」
15.36	使者一句话也没有回答他，气愤地回到国王那里，将这些话，和息孟的尊严，以及他所见的一切，向他报告了；王即勃然大怒。
	
15.37t	耕德巴入寇犹太
15.37	以后，特黎丰上船，逃到敖托息雅去了。
15.38	王便委派耕德巴为海滨地带的总司令，将步兵和骑兵都交给他，
15.39	命令他面对犹太扎营，又命他修筑克德龙，巩固门户，攻打犹太人民；然后，王亲自追赶特黎丰去了。
15.40	耕德巴来到雅木尼雅，开始骚扰百姓，侵入犹太，捕杀人民。
15.41	他按照王吩咐他的，修筑了克德龙，将骑兵与步兵屯驻在那里，以便巡逻犹太的通道。
	
16.0t	第十六章（24）
	
16.1t	息孟的儿子若望战胜耕德巴
16.1	若望由革则尔上来，将耕德巴所作的事，报告给父亲息孟；
16.2	息孟就叫来自己的两个大儿子犹大和若望，向他们说：「我与我的兄弟和我父的全家，从幼年一直到今天，攻打了以色列的仇人，事在我们手里很顺利，因此我们屡次拯救了以色列。
16.3	现在我老了，因上天的仁慈，你们正在壮年，你们要代替我和我的兄弟，出去为我们的民族作战，愿上天的助佑常与你们同在。」
16.4	息孟从国中选出两万步兵和骑兵，便向耕德巴进军，当晚在摩丁过宿。
16.5	清早起来，进军平原时，看，有一大队步兵和骑兵与他们相遇，双方之间，只隔着一条小河。
16.6	若望与部队遂面对敌人扎营。他见部队不敢过河，就自己先过去，众人见他如此，也就随着他过去。
16.7	他把部队分开，将骑兵分布在步兵中间，因为敌人的骑兵非常多。
16.8	号角一响，一起进攻，耕德巴和他的军队败退，伤亡甚众剩下的便逃到堡垒里。
16.9	那时，若望因哥哥犹大受了伤，就去追赶他们，一直追到耕德巴修建的克德龙。还有些敌人逃到阿左托田野间的碉楼里去，若望放火将它烧了，敌军大约死了两千人，然后若望平安回到犹太。
	
16.11t	息孟出巡被杀
16.11	阿步波的儿子仆托肋米，受任为耶里哥平原的总督，他金银很多，
16.12	因为他是大司祭的女婿。
16.13	这人心高气傲，想作全国之主，企图用诡计陷害息孟和他的儿子们，将他们除掉。
16.14	那时，息孟正在出巡全面各城，料理各城的事务；一百七十七年十一月，即「舍巴特」月，息孟与他的儿子玛塔提雅和犹大下去，到了耶里哥。
16.15	阿步波的儿子，便用诡计将他们接到自己建造而名叫多克的小堡垒里，给他们大摆盛筵，并在那里埋伏下一些人。
16.16	当息孟和他的儿子们都喝醉时，仆托肋米同部下起来，拿着武器，进了餐厅，冲向息孟，就将他与他的两个儿子，以及他的几个侍从都杀了。
16.17	他作这严重背信负义的事，实在是以恶报善。
16.18	于是，仆托肋米写信将这事呈报给国王，以便给他派兵前来助战，好将他们的国土和城邑，交给国王。
16.19	他另派人到革则尔去杀害若望；又给千夫长去信，叫他们来归顺自己，也送给他们金银和礼物。
16.20	又派人去占领耶路撒冷和圣殿山。
16.21	但是，早己有人先到了革则尔，把他父亲和兄弟被杀的消息，报告给若望，而且还说：「他还派人来杀害你。」
16.22	若望听后大惊，便捉住来杀害他的人，将他们杀了，因为他已经知道他们图谋杀害他。
16.23	若望其余的言行、战功，所行的英勇事迹，修筑的城垣，以及他的所作所为，
16.24	都记载在他承继他父亲为大司祭后，任大司祭的年鉴上。
	
	
