1.-2t	撒慕尔纪上
25.40	达味的仆人到了加尔默耳，来见阿彼盖耳，对她说：「达味派我们到你这里来，为迎娶你做他的妻子」。
25.41	她就起来，俯伏在地，下拜说：「你的婢女情愿作奴隶，给我主人的仆人洗脚」。
25.42	阿彼盖耳遂急速起来，骑上驴，带了她的五个婢女作陪，跟随达味的使者去，作了他的妻子。
25.43	那时达味已娶了依次勒耳人阿希诺罕为妻；她们二戈同作达味的妻子。
25.44	那时，撒乌耳已把他的女身儿，达味的妻子米加耳，嫁给了加林人拉依士的儿子帕耳提。
	
26.0t	第廿六章　
	
26.1t	达味二次放撒乌耳　
	
26.1	齐弗人来到基贝亚见撒乌耳说：「达味藏在旷野边缘哈基拉山中。
26.2	撒乌耳遂动身下到齐弗旷野，同他去的约有三千以色列精兵，在齐弗旷野搜捕达味。
26.3	撒乌耳在旷野边绿哈拉基山上，靠路旁扎了营。当时达味住在旷野里，他得知撒乌耳来到旷野搜捕自己，
26.4	遂派出侦探，因而得知撒乌耳确已来到。
26.5	达味遂起身来到撒乌耳扎营的地方，察看撒乌耳和他的统帅乃尔的儿子阿贝□尔睡觉的地方：撒乌耳睡在行营中心，他的部队驻扎在他的四周。
26.6	达味就问赫得人阿希默肋客和责鲁雅的儿子约阿布的兄弟阿彼瑟说：「谁同我下到撒乌耳的营中去？」阿彼瑟答说：「我同你下去」。
26.7	达味和阿彼瑟便在夜间深入敌营，见撒乌耳睡卧在行营中心，他的枪插在头旁地上，阿贝乃尔和部队环绕他睡在四周。
26.8	阿彼瑟对达味说：「今天天主将你的仇人交在你手里了! 如今让我用他的枪，把他钉在地上，只一下，不需要给他第二下」。
26.9	达味却对阿彼瑟说：「不可杀他! 因为谁敢插手加害上主的受傅者，而能无罪呢？」
26.10	达味又说：「我指著永生的上主起誓：只有上主可打击他，或到了他的日子；终于死去，或下到战场阵亡。
26.11	在上主散，我决不顼插手加害上主的受傅者。现今，你快拿去他头旁的枪和水壶，我们就离去」。
26.12	达味遂就撒乌耳头旁拿了枪和水壶，二人就走了。谁也没有看见，谁也没有理会，谁也没有醒来，都沈睡了，因为上主使他们沉入睡梦中。
	
26.13t	达味与撒乌耳谈话　
	
26.13	达味走到对面，远远站在山头上，他们彼此相隔很远，
26.14	达味于是向军队和乃尔的儿子阿贝乃尔喊说：「阿贝乃尔! 你不答应吗？」阿贝乃尔答说：「你是谁？竟敢吵醒君王! 」
26.15	达味对阿贝乃尔说：「你不是个好汉吗？以色列中有谁能与你相比？民间来了一个要杀害你的主上君王的，你为什么没有好好护守你的主上君王？
26.16	这事你实在做的不对! 我指著永生的上主起誓：你们都该死，因为你们没有好好护守你们的主子，上主的受传者。现今你去看一看君王的枪在哪里？他头旁的水壶又在哪里？」
26.17	撒乌耳认出是达味的声音，就说：「我儿达味，这不是你的声音吗？」达味答说：「我主大王，是我的声音」。
26.18	遂接著说：「我主为什么迫害他的仆人？我究竟作了什么恶事？
26.19	如今请我主大王听他仆人一句话：如果是上主感动你来害我，愿□收纳这个祭献；但是；若是人煽惑你，他们在上主面前是该诅咒的，因为他们今日将我驱逐，不容我分享上主的产业，无异是说：你去，事奉外邦的神吧!
26.20	现今，愿我的血不流在很远的地方，因为以色列的君王出来猎取我的性命，就如人在山上猎取鹧鸪! 」
26.21	撒乌耳说：「我儿达味，我犯了罪，你回去吧! 我再不加害你了! 因为你今天实在珍惜了我的性命。哎! 我太昏愚，实在错了! 」
26.22	达味答说：「这里有大王的枪，叫一个仆人来去。
26.23	愿上主报答各人的正义和忠诚! 因为今天上主把你交在我手里，我却不顼加害上主的受傅者。
26.24	请看! 我今天怎样看重了你的性命，也愿上主怎样看重我的性命，从一切忧患中拯救我! 」
26.25	撒乌耳对达味说：「我儿达味，你实在是可赞美的，你必有所作为，也必有成就」。然后达味走了，撒乌耳也回了家。
	
27.0t	第廿七章　
	
27.1t	达味投奔基士　
	
27.1	达味心里想：「终有一天我会落在撒乌耳手中，倒不如逃到培肋舍特 中2去，使撒乌耳绝望，再不在全以色列境内找我，我方能摆脱他的毒手」。
27.2	达味遂带了他那六百人，动身往加特王玛敖客的儿子阿基士那里去。
27.3	达味和他的两个妻子：依次勒耳人阿希诺罕与曾作加尔默耳人纳巴耳妻子的阿彼盖耳，他的部队，以及他们的眷属，同阿基士一起住在加特。
27.4	有人告诉撒乌耳，达味逃到加特去了，撒乌耳就再不去搜他。
27.5	达味向阿基士说：「假使我在你眼中获得宠幸，请在乡间城镇里给 戈一块地方，叫我住在；为什么你的仆人要同你一起住在京城内呢？」
27.6	那一天，阿基士就将漆刻拉格赐他；因此漆刻拉格直到今天还属犹大王。
27.7	达味住在培肋舍特人地方，共计一年零四个月。
	
27.8t	达味征讨邻邦　
	
27.8	达味带著他的人上去，袭击了革叔尔人、基尔齐人和阿玛肋克人。这些民族所住的地方，是从特郎经叔尔直到埃及地。
27.9	当达味攻击那地方时，没有让那里的男女生存，只把牛、羊、驴、骆□和衣服抢来，带回交给阿基士王。
27.10	每当阿基士间说：「今天你们袭击了什么地方？」时，达味总是答说：「袭击了犹大的南方，刻尼人的南方」。
27.11	达味没有让那里的男女活著带回加特来，因为达味想：「怕他们对我们不利的宣传说：达味这样对待了我们」。这是他住在培肋舍特地方整个时期内的作风。
27.12	阿基士相信了达味，心中想：「他在自己民族以色列人中，已留下臭名，他要永久作我的奴隶了」。
	
28.0t	第廿八章　
	
28.1t	垃肋舍特人进攻　
	
28.1	那时培肋舍特人调集军队要进攻以色列人，阿基士对达味说：「你该知道你和你的人应协助我作战」。
28.2	达味回答阿基士说：「好! 你就要知道你的仆人要作什么」。阿基士对达味说：「那么，我就立你常作我的护卫」。
28.3	那时撒慕已死，全以色列人举丧哀悼他．把他葬在他的故乡辣玛。撒乌耳也早已将招魂的和行巫术的人驱逐出境。
28.4	培肋舍特人调齐以后，来到叔能扎营。
	
28.5t	求问招魂的女巫　
	
28.5	撒乌耳看见培肋舍特人的军营就害怕起来，心中非常恐慌，
28.6	遂去求问上主，但上主没有藉梦境，也没有藉「乌陵」，也没有藉先知答覆他。
28.7	撒乌耳便对臣仆说：「你们给我找个召魂的女巫，我顼到她那里去求问」。他的臣仆回答他说：「现今在恩多尔有个招魂的女巫」。
28.8	撒乌耳就改装易服，带了两个人作伴，夜间来见那女人，对她说：「求你用招魂的法术给我占卜，将向你指出的人给我招上来」。
28.9	那女人回答说：「啊!你知道撒慕尔作了什么，他已经将国内招魂和行巫术的人铲除，为什么你来陷陷阱害我的性命，叫我死呢？。
28.10	撒乌耳就指著上主对她发誓说：「上主永在! 为这事你决不会受害」。
28.11	那女人问说：「要我给你招谁上来？」他答说：「你给我招撒乌耳上来」。
28.12	那女人一看见撒慕尔就大喊一声，对撒乌耳说：「你为什么哄骗我？你就是撒乌耳! 」
28.13	王对她说：「不要怕! 你究竟看见了什么？」那女人回答撒乌耳说：「我看见神由地中上来」。
28.14	撒乌耳问说：「什么形状？」她答说：「上来了一位老人，身披外氅」。撒乌耳便知道这是撒慕尔，遂俯首至地下拜。
28.15	撒慕尔对撒乌耳说：「为什么你扰乱我，叫我上来？」撒乌耳答说：「我很是苦痛。培肋舍特人攻击我，上主已远离我，又不藉先知，也不藉梦境答覆我，所以我招你上来，指教我该作什么」。
28.16	撒慕尔说：「上主既已离开了你，你为什么还来问我？
28.17	上主对你实践了□藉我所说的话：上主已由你手中夺去王权，赐给了你的近人达味；
28.18	因为你没有听从上主的话，没有执行□对阿玛肋克所怀的盛怒，为此，上主今天这样对待了你。
28.19	上主还要把以色列和你一起交在培肋舍特人手中；明日你和你的儿子要同我在一起；并且上主也要把以色列军队交在培肋舍特人手中」。
28.20	撒乌耳一听撒慕尔的话，非常恐惧，忽然跌倒在地；又因他一日一夜没有吃喝，一点力气也没有了。
28.21	那女人就走到撒乌耳跟前，看见他很是惊慌，就对他说：「看，你的婢女听了你的话，不顾性命，听从了你给我说的话。
28.22	现今你也该听从你婢女的话：我给你拿点食物来，你吃了，好有力气走路」。
28.23	他却拒绝说：「我不吃」。但是他的臣仆和那女人都勉强他，他才听从了他们的话，从地上起来，坐在床上。
28.24	那女人在家里有头肥牛，急忙宰了，又把面调好，烤成无酵饼，
28.25	摆在撒乌耳和他臣仆面前；他们吃了以后，当夜就起身走了。
	
29.0t	第廿九章　
	
29.1t	将领不信任达味　
	
29.1	培肋舍特人将军队全调集在阿费克，同时以色列人在依次勒耳附近的泉旁扎营。
29.2	培肋舍特的□长，有领一百人的，也有领一千人的，列阵在前；达味带领自己的人同阿基士列阵在后。
29.3	培肋舍特人的将领说：「这些希伯来人作什么？」阿基士回答培肋舍特人的将领说：「他不是以色列王撒乌耳的臣仆达味吗？他已同我在一起有一二年了，从他归顺我那一天起，他已在他身上从未发现什么过错」。
29.4	培肋舍特将领向他大发愤怒说：「把这人打发回去，回到你给他指定的地方去，不要让他同我们一起下去打仗，免得他他在战争中作出卖我们的细，他不借用我们这些人的头，怎能获得他主人的欢心？
29.5	人在舞蹈时歌咏说：「『撒乌耳杀了一千，达味杀了一万』，不就是这达味吗？」
	
29.6t	基士打发达味回去　
	
29.6	阿基士就将艮召来，向他说：「愿永生的天作证：你是可靠的人，你同我在军中出入，我很满意，因为自你投奔我那一天起，我在你身上并没有发现什么可指摘之事；但是□长们不喜欢你。
29.7	现今你回去，平安去吧! 免得培肋舍特人的茜长们厌恶」。
29.8	达味回答阿基士说：「我作了什么不对？或是自我来服你那一天起，直到今日，你在你仆人人身上发现了什么不对，竟不肯让我同我大王的敌人交战？」
29.9	阿基士回答达味说：「我知道你在我眼中，好像一位天主的使者，但培肋舍特的将领说：不许他同我们一起作!
29.10	明早起来，你同你一起来的你主人的仆人，都往我给你指定的地方去，心中不要抱怨，我是喜欢你的，所以明天，天一亮，你们就动身回去吧! 」
29.11	于是达味和他的人清早就起身，回培肋舍特地方去了。培肋舍特人上了依次勒耳。
	
30.0t	第三十章　
	
30.1t	刻拉格被洗劫　
	
30.1	当达味和他的人第三天来到漆刻拉格时，阿玛肋克人已侵入乃革布和漆刻拉格，将漆刻拉格洗劫，放火烧了，
30.2	将城中的妇女，以及所有的幼，都据了去；但没有杀人，只将他们据走，回返原路。
30.3	达味和他的人来到城 旁，见城已被火烧毁，他们的妻子儿女尽被据去，
30.4	遂放声大哭，直哭得声嘶力竭。
30.5	达味的两个妻子：依次勒耳人阿希诺罕和曾作加尔默耳人纳巴耳妻子的阿彼盖耳也被据去了。
30.6	达味陷入窘境，因为人民各为自己的儿女非常痛心，都说要用石头打死他；但是达味更加坚固倚靠上主，他的天主。
	
30.7t	达味追回一切　
	
30.7	达味对阿希默肋客的儿子厄贝雅塔尔司祭说：「请你将「厄弗得」给我拿来 ! 」厄贝雅塔尔就将厄弗得」给达味拿了来。
30.8	达味求问上主说：「我该追赶这些土匪吗？我追得上吗？」上主答说：「你去追赶，必能追上，能救回 一切」。
30.9	达味和随从他的六百人于是立即出发，到了贝索尔河。
30.10	艮带著四百人仍向追赶，其余二百人因为过于疲倦，不能过贝索尔河，就住下了 。
30.11	有人在田间遇见了一个埃及人，把他领到达味前，给他饭吃，给他水喝，
30.12	又给他一个无花果饼，两串乾葡萄；他吃了后，精神就恢复了， 因为他已三天三夜没有吃饭喝水了。
30.13	达味问他说：「你是谁的人，你是哪里的？」他答说：「我是个埃及少年，为一个阿玛肋克人做奴隶，因为我 害病，我主人抛弃我已三天了。
30.14	我们侵击了革肋提人的南部，犹太的南 ? 部和加肋布的南部，放火烧了漆刻拉格」。
30.15	达味问他说：「你能领我下到这群土匪那里去吗？」他答说：「你要指著天主给我起誓：不杀我，也不将我交在我主人手里，那么我就领你下到这群土那里去」。艮对他起了誓，
30.16	他便领他下去了。看，土匪都散在各处，正在吃喝，庆祝他们从培肋舍特和犹大地方抢来的大批胜利品。
30.17	达味从天亮直到晚上，击杀他们，消灭他们，除四百骆□骑逃走的兵士外，一个也没有逃脱。
30.18	凡阿玛肋克人所据去的，达味都救了回来，也救回了他的两个妻子。
30.19	凡被据去的，不论老幼，不论子女，不论什么财物，一个也不缺，达味全都夺了回来。
30.20	他们夺回了所有牛羊，牵到达味前说：「这的达味的战利品」。
	
30.21t	达味善待后方士兵　
	
30.21	达味回到那二百人那里，他们因为走路疲乏，不能跟著去，达味就叫他们留在贝索尔河旁，──这些人就前来欢迎跟随他的军人也上去向廿请安。
30.22	达味前去的人中，有些不良份子无赖之徒高声嚷说：「他们既然没有与我们同去，我们所救回来的财物，什么也不要分给他们，只他们各自带自己的妻子和儿女4 回去。
30.23	达味就说：「兄弟们，上主既然这样恩待我们，保护我们， 把这群前来攻击我们的土匪，父在我们手里，你们决不能这样做。
30.24	在这件事上，谁能依从你们呢？那下去打仗的得多少；大家应当平分! 」
30.25	从那天起，达味给以色列立定了这项至今有效的规律和法律。
	
30.26t	给犹大各城送礼　 
	
30.26	达味回到漆 刻拉格，照犹大所有的城邑，从胜利品中拿了些给他们的长说：「请看! 这是由上主敌人的财物中，给你们分送的礼物」。
30.27	就是给了那些在贝突耳 的，在辣玛南方的，在雅提尔的，
30.28	在阿息辣辣的，在息弗摩特的，在厄市特摩的，
30.29	在加 尔默耳的，在耶辣默耳人城中的，在刻尼人城中的，
30.30	在曷尔玛的，在波尔阿商的，在阿塔客的，
30.31	在赫贝龙的长老，也给了在达味和其他人民曾经漂流过的地方的人。
	
31.0t	第卅一章　
	
31.1t	撒乌耳阵亡　
	
31.1	培肋舍特人攻打以色列人，以色列人由培肋舍特面前逃走，在基 耳波亚山上阵亡的人很多。
31.2	培肋舍特随后追击撒乌尔和他的儿子约纳堂、 ? 阿彼纳达和玛耳基叔亚；
31.3	以后，集中攻打撒乌耳，弓手射中了他，伤势很 重。
31.4	当时撒乌耳对自己的执戟者说：「拔出你的剑来，将我刺死，免得那些未受割损的人来刺死我，侮辱我! 」但是执戟者非常害怕，不肯作这事。 于是撒乌耳拔出剑来，伏剑自刎。
31.5	执戟者见撒乌耳已死，也伏剑自刎，和他同死了。
31.6	这样，撒乌耳和他的三个儿子，都在一天一同阵亡了。
31.7	住在 ? 平和住在约旦河那边的以色列人，□以色列人逃散了，撒乌耳和他的儿子们 ? 阵亡了，就都弃城逃走；培肋舍特人遂来住在那里。
31.8	次日，培肋舍特前来 剥取阵亡者的衣服时，发现撒乌耳和他的三个儿子也阵亡在基尔波亚山上。
31.9	他们就砍下撒乌耳的头，取去他的武器，送到培肋舍特各地，向他们的神 和人民传报这喜信：
31.10	把他的武器放在阿斯托勒特庙内，将他的尸首悬在 贝特商城墙上。
	
31.11t	撒乌耳与其子的安葬　
	
31.11	基肋阿得雅士的居民，一听说培肋舍特人对撒乌耳所行的一切，
31.12	所有的勇士就动身，走了一夜，从贝特特商城墙上取下撒乌耳 ? 和他儿子们的尸体，带回雅贝士，在那里埋了。
31.13	然后将他们的骨骸收敛 起来，埋在雅贝士柽柳下，禁食七天。
