1.-1t	梅瑟第一篇演说(1 - 4:40)
29.22	见了硫磺、盐卤和被焚毁的整个地区，不能耕种，没有出产，寸草不生，正如上主在忿怒和气愤中消灭的索多玛、哈摩辣、阿玛得和责波殷所受的破坏一样，
29.23	各民族要问说：「为什么上主这样对待了这地？这盛怒为何如此猛烈？」
29.24	人必回答说：「这是因为他们离弃了上主他们祖先的天主，领他们出埃及地时，与他们所缔结的盟约，
29.25	而去事奉了其他的神，叩拜了他们素不认识，没有给他们指定的神；
29.26	上主于是向这地大发忿怒，使这书上记载的一切诅咒都降在这地上。
29.27	上主遂在忿怒激忿和烈怒中，将他们由本地拔除，抛弃在异国，就像今天一样。」
29.28	隐密的事，属于上主我们的天主，已启示的事，却永远与我们和我们的子孙有关，为叫我们实行这法律上的一切话。
	
30.0t	第三十章
	
30.1t	上主仁慈无限
	
30.1	几时这一切事，就是我在你面前提出的祝福和诅咒，来到你身上，而你在上主你的天主驱逐你去的异族中，回心转意，
30.2	你和你的子孙全心全灵归向上主你的天主，全照我今天吩咐你的，听从他的话，
30.3	那么，上主你的天主必转变你的命运，怜悯你；上主你的天主必从分散你去的各民族中，再召集你回来；
30.4	即便被放逐的人远在天涯，上主你的天主也要从那里召回，将你从那里领回来。
30.5	上主你的天主必领你进入你祖先所占领的土地，叫你再占领；也必使你比你的祖先更幸福，更众多。
30.6	那时，上主你的天主必在你的心上，和你后裔的心上行割损，叫你全心全灵爱慕上主你的天主，使你得以生存。
30.7	上主你的天主必将这一切诅咒，加在迫害你的仇人和敌人身上。
30.8	从此，你必再听从上主的话，遵行我今天吩咐你的一切诫命。
30.9	上主你的天主必使你做的一切事，你身所生的、牲畜所出的、田地所产的，都顺利兴旺，因为上主要再喜欢你，使你享福，如他以前喜欢你的祖先一样，
30.10	只要你听从上主你天主的话，谨守这法律书上所记载的诫命和法令；只要你全心全灵回头，归向上主你的天主。
30.11	其实，我今天吩咐你的这诫命，为你并不太难，也不是达不到的。
30.12	这诫命不在天上，以致你能说：「谁能为我们上到天上，给我们取下，使我们听了好能遵行呢？」
30.13	也不在海外，以致你能说：「谁能为我们渡到海外，给我们取来，使我们听了好能遵行呢？」
30.14	其实，这话离你很近，就在你口里，就在你心里，使你遵行。 
	
30.15t	生死由人自决
	
30.15	你看，我今天将生命与幸福，死亡与灾祸，都摆在你面前，
30.16	如果你遵行我今天吩咐你的，上主你天主的诫命：爱慕上主你的天主，履行他的道路，谨守他的诫命、法令和规定，你必能生活繁荣，上主你的天主在要去占领的地上，必要祝福你。
30.17	但是，如果你心中叛离，不愿听从，被人引去敬拜事奉其他的神，
30.18	我今天警告你们：你们必要灭亡，在你渡过约但河去占领的土地上，决不能久存。
30.19	我今天指著天地向你们作证：我已将生命与死亡，祝福与诅咒，都摆在你面前；你要选择生命，为叫你和你的后裔得以生存；
30.20	你应爱慕上主你的天主，听从他的话，完全依赖他；因为这样你才能生活，才能久存，才能住在上主向你的祖先亚巴郎、依撒格和雅各伯誓许要给他们的土地上。
	
31.-1t	梅瑟最后的训示与事迹(31-34)
	
31.0t	第三十一章
	
31.1t	委派若苏厄继任
	
31.1	梅瑟又继续用以下的话向全以色列人说：「
31.2	我今天已经一百二十岁，再不能出入；而且上主曾对我说：『你不能过这约但河。』
31.3	上主你的天主亲自要领你过去，亲自要由你面前将这些民族消灭，使你占领他们的土地；按上主所许过的，若苏厄将领你们过去。
31.4	上主对待那些民族，必像以前对待阿摩黎人王息红和敖格，以及他们的国一样，将他们完全消灭。
31.5	上主必将他们交于你们，你们应依照我吩咐你们的一切命令，对待他们。
31.6	你们应勇敢坚决，不要害怕，在他们面前也不要畏惧，因为上主你的天主亲自与你同行，决不抛弃你，也决不离开你。」
31.7	然后梅瑟召若苏厄来，当著全以色列的面对他说：「你要勇敢坚决，因为你应领这人民，进入上主向他们祖先誓许要赐予他们的土地；你应将那地分给他们作为基业。
31.8	上主必亲自领导你，与你同在，决不抛弃你，也决不离开你；你不要害怕，也不要胆怯。」 
	
31.9t	应依时宣读法律
	
31.9	梅瑟写好这法律，交给抬上主约柜的肋未子孙司祭，和以色列所有的长老；
31.10	然后梅瑟吩咐他们说：「每逢七年，即在豁免年间的帐棚节期内，
31.11	当全以色列人来到上主你的天主所选的地方朝拜上主时，你应在全以色列人前，大声宣读这法律。
31.12	你应召集人民，男女幼小，和你城镇中的外方人，叫他们都听到，好学习敬畏上主你们的天主，谨守遵行这法律上的一切话。
31.13	尚不认识这法律的子女，也应叫他们听到，好使他们在你们渡过约但河去占领的土地上生活的时候，日日学习敬畏上主你们的天主。」 
	
31.14t	上主最后训示梅瑟
	
31.14	上主对梅瑟说：「看，你的死期已近，你召若苏厄来，你们一起站在会幕那里，我好吩咐他。」梅瑟于是和若苏厄前去，一起站在会幕那里。
31.15	上主出现在会幕上，在云柱中，这云柱停在会幕门口上面。
31.16	上主对梅瑟说：「看，你快与你的祖先同眠；这人民要起来，在要去的地方内，同异邦之神行淫，而离弃我，破坏我与他们所订立的盟约。
31.17	那时，我必要对他们大发忿怒，抛弃他们，掩面不顾他们，让他们被人吞并，使他们遭遇许多灾祸和艰难；到那日他们必说：『我遭遇了这些灾祸，岂不是因为我的天主已不在我中间了么？』
31.18	因了他们归向其他的神所作的一切邪恶，那天我必掩面不顾他们。
31.19	所以，现在你应写下这篇诗歌，教给以色列子民，放在他们口中，使这诗歌成为我反对以色列子民的证据。
31.20	因我领他们进了我对他们的祖先所誓许的流奶流蜜的土地，他们吃饱了，吃肥了，却归向了其他的神，事奉他们，而蔑视我，破坏我的盟约。
31.21	当他们遭遇到许多灾祸和艰难时，这诗歌就成为反对他们的证据，因为这诗歌总不会由他们后裔的口中失传。的确，在我领他们进入我誓许的地方以前，我早已知道他们今天所怀的企图。」
31.22	梅瑟遂在那一天写下了这篇诗歌，教给了以色列子民。
31.23	此后，上主吩咐农的儿子若苏厄说：「你要勇敢坚决，因为你要领以色列子民进入我给他们誓许的土地，我必与你同在。」 
	
31.24t	置法律书于约柜旁
	
31.24	梅瑟将这法律的话在书上写完以后，
31.25	便吩咐抬上主约柜的肋未人说：「
31.26	你们将这法律书拿去，放在上主你们天主的约柜旁，留在那里作为反对你的证据。
31.27	因为我知道你是如何顽固执拗。看，我还同你们生活在一起的今天，你们就这样反抗了上主；何况在我死后!
31.28	你们给我将你们支派所有的长老和官员召来，我要将这些话说给他们听，指著天地对他们作证。
31.29	因为我知道在我死后，你们必定完全败坏，离弃我吩咐你们的道；最后，你们必要遭受灾祸，因为作了上主视为邪恶的事，以你们的作为，使他发怒。」
31.30	梅瑟遂在以色列全体会众前，由头至尾，大声朗诵了这篇诗歌的话。
	
32.-1t	梅瑟歌
	
32.0t	第三十二章
	
32.1t	委派若苏厄继任
	
32.1	苍天，倾听，我要发言；大地，聆听我口要说的话!
32.2	愿我的教训如雨下降，我的言语似露滴落，像降在绿茵上的细雨，像落在青草上的甘霖!
32.3	因为我要宣扬上主的名，请赞颂我们的天主! 
	
32.4t	上主的照顾
	
32.4	他是磐石，他的作为完美无比；他的行径公平正直，他是忠实无妄的天主，公义而又正直。
32.5	那不堪称为子女的，自趋堕落，背叛了他，实在是个邪恶败坏的世代!
32.6	愚昧无知的人民，你们就这样报答上主吗？他不是生育你，创造你，使你生存的大父吗？
32.7	你回想往古的时日，思念历代的岁月；问你的父亲，问你的长辈，他必给你讲述；
32.8	当至高者为民族分配产业时，分布人的子孙时，按照天使的数目，为万民划定了疆界；
32.9	但雅各伯是上主所保留的一分，以色列成为他特有的产业。
32.10	上主在旷野之地，在野兽咆哮的原野，发见了他，遂将他抱起，加以抚育，加以保护，有如自己的眼珠。
32.11	老鹰怎样守候自己的窝巢，飞翔在幼雏之上，上主也怎样伸展双翅，把他背在自己的翼上。
32.12	上主独自领导了他，他旁边并没有外邦的神只。
32.13	上主使他驰骋于高原之上，以田间的出产养育他，使他享受岩穴间的蜜，坚石中的油，
32.14	牛酪和羊乳，肥美的羔羊和公羊，巴商的公牛与山羊，以及上等的麦面；并以葡萄美酒作你的饮品。 
	
32.15t	以色列人辜恩负义
	
32.15	雅各伯吃肥了，耶叔戎吃胖了，会踢人了。──的确，你胖了，肥了，饱满了。──他遂抛弃了造他的天主，轻视了救他的磐石。
32.16	他们以邪神的敬礼激起他的妒火，以可憎恶的事物，惹他动怒；
32.17	他们所祭祀的是邪神，而非真神，是向来所不认识的神，是近来新兴，你们的祖先所不敬畏的神。
32.18	你忽略了那生你的磐石，忘记了那使你出世的天主。
32.19	上主一见，大为震怒，遂抛弃了自己的子女，
32.20	说我要掩面不顾他们，要看他们的结局如何；这实在是败坏的一代，毫无信实的子女。
32.21	他们以虚妄之神，激起我的怒火，以虚无之物，惹我动怒；我也要以那不成子民的人激起他们的妒火，以愚昧的民族惹他们发怒。
32.22	我的怒火一燃起，必烧到阴府的深底，吞灭大地及其出产，焚毁山岳的基础。
32.23	我要将灾祸不断加在他们身上，向他们射尽我的箭矢。
32.24	他们必因饥饿而衰弱，必为热症、毒疫所消灭；我还使尖牙的野兽和土中爬行的毒虫伤害他们。
32.25	外有刀剑，内有恐怖，使少男少女，乳儿白头，同归于尽。
32.26	我原想粉碎他们，将他们的记念由人间消灭；
32.27	但我怕仇人自夸，怕敌人误会说：「是我的手得胜了，而不是上主行了这一切。」
32.28	他们原是无谋的民族，没有一点见识。
32.29	如果他们有点智慧，定会明了此事，看清未来的局势。
32.30	「若不是他们的磐石出卖了他们，上主放弃了他们一人怎能追击一千，两人怎能打跑一万？」
32.31	连我们的仇人也承认，他们的磐石不如我们的磐石。
32.32	诚然，他们的葡萄秧，出自索多玛的葡萄园，来在哈摩辣的田园；他们的葡萄是毒葡萄，粒粒葡萄皆酸苦。
32.33	他们的酒是蛇的毒汁，是蝮蛇的猛烈毒液。
32.34	这事岂不是贮藏在我身旁，封闭在我府库里？
32.35	等到他们失足之时，我必复仇报复；他们灭亡的日子确已临近，给他们预定的命运就要来到。
32.36	因为上主要卫护自己的人民，怜恤自己的仆人。当他看见他们的能力已逝，奴隶与自由人已到绝境，
32.37	必问说：「他们的神只在那里，他们投靠的磐石究在何处？
32.38	一向吃他们祭牲脂肪的，喝他们奠祭酒浆的，都在那里？让他们起来援助你们罢! 让他们做你们的保障罢!
32.39	现在你们应认清，只有我是「那一位，」除我以外没有别神；我使人死，也使人活；我击伤人，也加以治疗；谁也不能由我手中救出。
32.40	我向天举手宣誓：我生活，至于永远!
32.41	我一磨亮我的刀剑，我一掌握裁判权，必向我的敌人雪恨，对恨我的人报复。
32.42	我要使我的箭矢醉饮鲜血，使我的刀剑吞食血肉：阵亡和俘虏的鲜血，仇敌将领的头颅。」
32.43	万国，你们应向他的百姓祝贺! 因为上主必为自己的仆人报血仇，向仇敌报复，圣洁自己的土地和百姓。 
	
32.44t	劝百姓守法律
	
32.44	梅瑟和农的儿子若苏厄前来，将这篇诗歌的话朗诵给百姓听。
32.45	梅瑟向全以色列人一朗诵完了，
32.46	就对他们说：「你们应把我今日警告你们的一切话记在心内，好吩咐你们的子孙，谨守遵行这法律上的一切话。
32.47	因为这为你们不是空洞的话，而是关系你们的生命；由于遵守这话，你们才能在过约但河后所要占领的地上，长久居留。」 
	
32.48t	梅瑟死期的预告
	
32.48	上主就在当天对梅瑟说：「
32.49	你到摩阿布去，上这座阿巴陵山，即面对耶里哥的乃波山上去，观看我要给以色列子民作产业的客纳罕地。
32.50	你要死在你所上的山上，归到你本族那里，像你哥哥亚郎死在曷尔山，归到他本族那里一样。
32.51	因为你们在亲旷野，卡德士的默黎巴水边，在以色列子民中对我失信，没有在他们中尊我为圣；
32.52	为此，我赐给以色列子民的地方，你只可由对面眺望，却不能进去。」
	
33.0t	第三十三章
	
33.1t	梅瑟的祝福
	
33.1	这是天主的人梅瑟，死前赐予以色列子民的祝福。
33.2	他说：「上主由西乃而来，从色依尔光照他的百姓，由帕兰山射出光辉，从卡德士的默黎巴前进，由他的右边有烈火发出。
33.3	你实在爱你的人民，众圣者都在你手中；他们俯伏在你脚前，领受你的教导。
33.4	梅瑟给我们立定法律，作为雅各伯会众的产业时，
33.5	人民的首领与以色列支派会合时，上主在耶叔戎中作了王。
33.6	愿勒乌本生存，不至灭亡! 愿他的人数不再减少! 」
33.7	他论及犹大这样说：「上主! 愿你俯听犹大的声音，领他重归自己的民族；以你的手为他交战，协助他抵抗他的仇敌! 」
33.8	论及肋未说：「愿你将你的「突明」赐给肋未，将你的「乌陵」，赐给对你虔诚的人，就是你在玛撒曾试探过，在默黎巴水旁曾考验过的人，
33.9	也就是那些论及自己的父母说：我没有顾及他们，对自己的兄弟不加重视，对自己的子女也漠不关心的人! 他们只遵守你的话，持守你的盟约。
33.10	他们要将你的诫命教给雅各伯，将你的法律授给以色列；在你面前献上馨香，在祭坛上献上全燔祭。
33.11	上主! 愿你祝福他的勇力，悦纳他手中的作为；对反抗他的人，愿你打断他们的腰，使恼恨他的人，再也不得起立! 」
33.12	论及本雅明说：「上主所锺爱的，他必安居乐业；至高者日日庇护他，住在他两肩之间。」
33.13	论及若瑟说：「愿他的地蒙受上主的祝福! 愿天上甘露，地下深藏的渊泉，
33.14	因太阳而出产的美果，靠月亮而出产的宝物，
33.15	太古山岳的珍品，永恒丘陵的美物，
33.16	地上的宝物及其富藏，以及住在荆棘丛中者的恩惠，都临到若瑟头上，降在兄弟中为首者的头顶上!
33.17	他的健壮有如头胎的公牛，他的双角像是野牛的双角，用以抵触万民，直到地极。这是厄弗辣因的万军，即是默纳协的劲旅。」
33.18	论及则步隆说：「则步隆! 你要在旅途中喜乐；至于你、依撒加尔!你要在帐幕内欢乐。
33.19	他们要邀请人民上山，在那里奉献应献的祭祀，因为他们要吸收海洋的富饶，沙中潜藏的珠宝。」
33.20	论及加得说：「那使加得扩张的，应受赞美! 他卧下彷佛一只母狮，撕裂了人的手臂和头颅。
33.21	他为自己选取了为首的一分，因为那原是为首领保留的一分。他走在人民之前，执行了上主的法令，和他对以色列的旨意。」
33.22	论及丹说：「丹好似由巴商跳出的幼狮。」
33.23	论及纳斐塔里说：「纳斐塔里，饱受恩爱，充满上主的祝福，海和南部将是他的产业。」
33.24	论及阿协尔说：「众子中最受祝福的是阿协尔；愿他获得兄弟的恩待，在油中洗脚!
33.25	愿你有铜铁的门闩；愿你一生获享安宁! 」
33.26	没有一个像耶叔戎的天主，他腾空驾云，在威严中来援助你。
33.27	亘古的天主是你的避难所，他永远的手臂是你的支柱；他由你面前驱走了敌人，是他向你下命说：毁灭罢!
33.28	因此，以色列能以安居乐业，雅各伯的后裔定居在产粮出酒之地，天也从上降下甘露。
33.29	以色列，你真是有福的；为上主所拯救的人民，有谁相似你？他是你护身的盾牌，是使你胜利的刀剑。你的仇敌必将奉承你，而你却要践踏他们的背脊。
	
34.0t	第三十四章
	
34.1t	梅瑟逝世
	
34.1	梅瑟由摩阿布旷野上了乃波山，上到耶里哥对面的丕斯加峰，上主就将全地指给他看：即由基肋阿得直到丹，
34.2	纳斐塔里和厄弗辣因及默纳协全地，直达西海的犹大全境，
34.3	乃革布和棕榈城的耶里哥山谷盆地，直到左哈尔。
34.4	上主对他说：「这就是我对亚巴郎、依撒格和雅各伯誓许说我要给你后裔的土地。我让你亲眼看见，但你不能过去。」
34.5	上主的仆人梅瑟遂死在那里，按上主所预定的，死在摩阿布地。
34.6	上主将他葬在摩阿布地，面对贝特培敖尔的一个山谷内；直到今日没有人知道埋葬他的地方。
34.7	梅瑟死时，已一百二十岁；他的眼睛未花，精力也未衰退。
34.8	以色列子民在摩阿布旷野哀悼了梅瑟三十日。为梅瑟举哀的日期满了，
34.9	农的儿子若苏厄，因梅瑟曾按手在他身上，充满了智慧之神；为此，以色列子民都听从他，全照上主向梅瑟所吩咐的去行。
34.10	以后在以色列中，再没有兴起一位像梅瑟一样的先知，与上主面对面地来往；
34.11	至于上主派他在埃及地，向法郎，和他的一切臣仆，并向他全地所行的一切神迹和奇迹，
34.12	以及他在全以色列眼前所行的一切大能作为，和一切令人畏惧的大事，也没有人能与他相比。
