1:-1t	上编 西乃山下起程的准备(1-10)
25:2	这些女子请民众参与她们神祗的祭祀；民众吃了供物，且朝拜了她们的神祗。
25:3	这样以色列人就归依了巴耳培敖尔，上主因此对以色列大发忿怒。
25:4	上主对梅瑟说：「你捉住民众中所有的罪魁，在光天化日之下，为上主将他们悬挂起来，好挽回上主对以色列的怒火。」
25:5	梅瑟就吩咐以色列的各首长说：「你们每人应将自己家中归依巴耳培敖尔的人杀死。」
25:6	看，当梅瑟和以色列子民全会众都在会幕门口流泪痛哭时，以色列子民中正有一人，当他们的面，带了一个米德扬女人到他兄弟那里去。
25:7	大司祭亚郎的儿子厄肋阿匝尔的儿子丕乃哈斯一见，就由会众中起来，顺手拿了一把长枪，
25:8	跟那以色列人进入卧室内，刺穿了他们两人，即那以色列人和那女人的肚腹；以色列子民间的灾祸遂止息了。
25:9	在这次灾祸内，死去了二万四千人。
25:10	上主于是训示梅瑟说：
25:11	「大司祭亚郎的孙子，厄肋阿匝尔的儿子丕乃哈斯，由以色列子民身上挽回了我的忿怒，因为他在他们中，怀著与我同样的嫉邪的心，因此我没有因我嫉邪之心消灭了以色列子民。
25:12	为此你应声明：看，我与他结平安的盟约。
25:13	这为他和他的后裔，是永享司祭品位的盟约，因为他为了自己天主的缘故，嫉恶如仇，赔补了以色列子民的罪。」
25:14	那与米德扬女人一同被杀的以色列人，名叫齐默黎，是撒路的儿子，西默盎家族的族长。
25:15	那被杀的米德扬女人，名叫苛次彼，是族尔的女儿；族尔是米德扬一部落的酋长。
25:16	事后，上主训示梅瑟说：
25:17	「你应围攻米德扬人，打击他们，因为他们用诡计打击了你们，就是在培敖尔的事上，并在他们的姊妹．米德扬酋长的女儿苛次彼的事上，欺骗了你们。──这女子已在培敖尔的事上，在灾祸之日被杀。」
	
26:0t	第二十六章
	
26:1t	再行登记
	
26:1	这次灾祸以后，上主对梅瑟和大司祭亚郎的儿子厄肋阿匝尔说：
26:2	「你们应将以色列子民全会众，凡二十岁以上，在以色列中能上阵作战的，按家族再行登记。
26:3	梅瑟和司祭厄肋阿匝尔，就在约旦河边耶里哥的对面，摩阿布旷野内，
26:4	统计了二十岁以上的人，照上主对梅瑟所吩咐的。
	
26:5t	从埃及国出来的以色列子民如下：
	
26:5	以色列的长子勒乌本：勒乌本的子孙：属哈诺客人的，有哈诺客家族；属帕路的，有帕路家族；
26:6	属赫兹龙的，有赫兹龙家族；属加尔米的，有加尔米家族：
26:7	以上是勒乌本家族，登记的人数，共计四万三千七百三十。
26:8	帕路的子孙：厄里雅布。
26:9	厄里雅布的儿子是乃慕耳、达堂和阿彼兰。达堂和阿彼兰原是会众推选的人，在科辣黑党派违背上主时，起来反抗梅瑟和亚郎。
26:10	当时地裂开了口，将他们同科辣黑吞了下去；同时有火烧死了二百五十人：这样全党都消灭了，作为后人的监戒。
26:11	但是科辣黑的儿子们却没有死亡。
26:12	西默盎的子孙：按照家族属乃慕耳的，乃慕耳家族：属雅明的，有雅明家族：属雅津的，有雅津家族；
26:13	属则辣黑的，有则辣黑家族；属沙乌耳的，有沙乌耳家族：
26:14	以上是西默盎家族，人数共计二万二千二百。
26:15	加得的子孙：按照家族，属责丰的，有责丰家族；属哈基的，有哈基家族；属叔尼的，有叔尼家族，
26:16	属敖次尼的，有敖次尼家族；属厄黎的，有厄黎家族；
26:17	属阿洛得的，有阿洛得家族；属阿勒里的，有阿勒里家族：
26:18	以上是加得子孙的家族，登记的人数共计四万五百。
26:19	犹大的儿子：厄尔和敖难。厄尔和敖难死在客纳罕地。
26:20	犹大的子孙：按照家族：属舍拉的，有舍拉家族；属培勒兹的，有培勒兹家族；属则辣黑的，有则辣黑家族。
26:21	培肋勒兹的子孙：属赫兹龙的，有赫兹龙家族；属哈慕耳的，有哈慕耳家族：
26:22	以上是犹大家族，登记的人数，共计七万六千五百。
26:23	依撒加尔的子孙：按照家族，属托拉的，有托拉家族；属普瓦的，有普瓦家族；
26:24	属雅叔布的，有雅叔布家族；属史默龙的，有史默龙家族：
26:25	以上是依撒加尔家族，登记人数共计六万四千三百。
26:26	则步隆的子孙：依照家族，属色勒得的，有色勒得家族；属厄隆的，有厄隆家族；属雅赫肋耳的，有雅赫肋耳家族：
26:27	以上是则步隆家族，登记的人数，共计六万五百。
26:28	若瑟的子孙：依照家族，有默纳协族和厄弗辣因族。
26:29	默纳协的子孙：属玛基尔的，有玛基尔家族；玛基尔生了基肋阿得，属基肋阿得的，有基肋阿得家族。
26:30	以下是基肋阿得的家族：属耶则尔的，有则尔家族；属赫肋克的，有赫肋克家族；
26:31	属阿斯黎耳的，有阿斯黎耳家族；属舍根的，有舍根家族；
26:32	属舍米达的，有舍米达家族；属赫斐尔的，有赫斐尔家族。
26:33	赫斐尔的儿子责罗斐哈得没有儿子，只有女儿；责罗斐哈得的女儿的名字是：玛赫拉、诺阿、曷革拉、米耳加和提尔匝：
26:34	以上是默纳协家族，登记的人数共计五万二千七百。
26:35	以下是厄弗辣因的子孙：按照家族，属叔特拉的，有叔特拉家族；属贝革尔的，有贝革尔家族；属塔罕的，有塔罕家族。
26:36	以下是叔特拉的子孙：属厄兰的，有厄兰家族。
26:37	以上是厄弗辣因子孙家族，登记的人数共计三万二千五百：以上按照家族，都是若瑟的子孙。
26:38	本雅明的子孙：按照家族，属贝拉的，有贝拉家族；属阿市贝耳的，有阿市贝耳家族；属阿希兰的，有阿希兰家族；
26:39	属舍孚番的，有舍孚番家族；属胡番的，有胡番家族。
26:40	贝拉的儿子是阿尔德和纳阿曼。属阿尔德的，有阿尔德家族；属纳阿曼的，有纳阿曼家族；
26:41	按照家族，这些都是本雅明的子孙，登记的人数共计四万五千六百。
26:42	以下是丹的子孙：按照家族，属叔罕的，有叔罕家族；按照家族，这是丹的家族。
26:43	叔罕全家族登记的人数，共计六万四千四百。
26:44	阿协尔的子孙：按照家族，属依默纳的，有依默纳家族；属依市伟的，有依市伟家族；属贝黎雅的，有贝黎雅家族。
26:45	贝黎雅的子孙：属赫贝尔的，有赫贝尔家族；属有玛耳基耳的，有玛耳基耳家族。
26:46	阿协尔的女儿的名字是色辣黑。
26:47	以上是阿协尔子孙家族，登记的人数共计五万三千四百。
26:48	纳斐塔里的子孙：按照家族，属雅赫责耳的，有雅赫责耳家族；属古尼的，有古尼家族；
26:49	属耶责耳的，有耶责耳家族；属史冷的，有史冷家族；
26:50	按照家族，这些都是纳斐塔里家族，他们登记的人数共计四万五千四百。
26:51	以色列登记的人数共计六十万一千七百三十。
26:52	上主训示梅瑟说：
26:53	「你应照登记的名额，将土地分配给他们作为产业：
26:54	人数多的应多给，人数少的应少给 ；各依照登记的名额分配产业。
26:55	但还应抽签来分配土地，各按宗族支系的名字领取产业。
26:56	看人数的多寡，来抽签，给他们分配产业。」
26:57	以下是按照家族登记的肋未人：属革尔雄的，有革尔雄家族；属刻哈特的，有刻哈特家族；属默辣黎的，有默辣黎家族。
26:58	以下是肋未的家族：里贝尼家族，赫贝龙家族，玛赫里家族，慕史家族，科辣黑家族。刻哈特生了阿默兰；
26:59	阿默兰的妻子名叫约革贝得，是肋未的女儿，她在埃及出生，给阿默兰生了亚郎、梅瑟和他们的姊妹米黎盎。
26:60	亚郎生了纳达布、阿彼胡、厄肋阿匝尔和依塔玛尔
26:61	纳达布和阿彼胡在上主面前献了凡火，遭遇了死亡。
26:62	一月以上的男子，登记共计二万三千；他们没有登记在以色列子民的数目内，因为在以色列子民中没有分得产业。
26:63	这是梅瑟和司祭厄肋阿匝尔，在约旦河边，耶利哥的对面，摩阿布旷野内，所统计的以色列子民的人数。
26:64	他们中没有一个是梅瑟和大司祭亚郎，在西乃旷野统计以色列子民时，所统计过的人，
26:65	因为上主论及他们曾说过，他们必死在旷野。实在，除了耶孚乃的儿子加肋布和农的儿子若苏厄外，他们中没有剩下一人。
	
27:0t	第二十七章
	
27:1t	妇女继承权
	
27:1	那时，若瑟的儿子默纳协家族内，责罗斐哈得的女儿们前来，──责罗斐得是赫斐尔的儿子，赫斐尔是基肋阿得的儿子，基肋阿得是玛基尔的儿子，玛基尔是默纳协的儿子；她们的名字是玛赫拉、诺阿、曷革拉、米耳加和提尔匝。
27:2	她们站在梅瑟、大司祭厄肋阿匝尔、众领袖和全会众前，即会幕门口说：
27:3	「我们的父亲死在旷野，但他并不是科辣黑党派中，结党反抗上主的党徒，他只是因自已的罪死了，没有留下儿子。
27:4	为什么让我们父亲的名字，因为没有儿子，就由本族中消灭？让我们在我们父亲的兄弟中，也分得一份产业。」
27:5	梅瑟就将她们的案件呈到上主面前；
27:6	上主训示梅瑟说：
27:7	「责罗斐哈得的女儿们说得有理；你应在她们父亲兄弟中分给她们一份产业，将她们父亲的产业转让给她们。
27:8	并且你应训示以色列子民说：一个人死了，若没有儿子，你们应将他的产业转让给他的女儿；
27:9	如果连女儿也没有，应将他的产业分给他的兄弟们。
27:10	如果连一个兄弟也没有，应将他的产业分给他父亲的兄弟们。
27:11	如果他的父亲也没有兄弟，应将他的产业分给他家族中与他最近的亲属，他应继承遗产：这是以色列子民当守的法令，如上主对梅瑟所吩咐的。」 
	
27:12t	若苏厄继承梅瑟
	
27:12	上主对梅瑟说：「你上这座阿巴陵山上去，看一看我赐给以色列子民的地方。
27:13	你看了以后，你也要归到你亲属那里去，如你哥哥亚郎归去一样。
27:14	因为在亲旷野里，当会众反叛时，我命你们在他们眼前以取水显我为圣时，你们违背了我的命令。」【这是指在亲旷野中，在卡德士的默黎巴取水的事。】
27:15	梅瑟向上主说：
27:16	「望上主，赐给一切血肉气息的天主，委派一人管理会众，
27:17	叫他处理他们的事件，领导他们出入，免得上主的会众如无牧之羊。」
27:18	上主对梅瑟说：「你应选用农的儿子若苏厄，他是个有精神的人，按手在他身上，
27:19	叫他站在大司祭厄肋阿匝尔和全会众前，当著他们的面委派他。
27:20	将你的一些威权授给他，好叫以色列子民全会众听从他。
27:21	但他应到大司祭厄肋阿匝尔面前，请司祭为他在上主面前咨询「乌陵」的决断，他和一切以色列子民及全会众，应依照指示去行事。」
27:22	梅瑟就照上主吩咐他的做了；选用了若苏厄，叫他站在大司祭厄肋阿匝尔和全会众面前，
27:23	按手在他身上，委派了他，全照上主藉著梅瑟所吩咐的。
	
28:0t	第二十八章
	
28:1t	祭祀与庆节
	
28:1	上主训示梅瑟说：
28:2	「你吩咐以色列子民说：你们应在规定的时期内，准时将献给我的供物──我的食品，焚化为中悦我的馨香火祭献给我。
28:3	你对他们说：这是你们应献给上主的火祭：每天应献两只一岁无瑕的公羔羊，做日常的全燔祭：
28:4	早上献一只，傍晚献一只；
28:5	还应献十分之一「厄法」细面，调上四分之一「辛」榨得的油，作为素祭。
28:6	这是在西乃山上规定应行的日常全燔祭，作为献与上主的馨香火祭。
28:7	此外，为每只公羔羊，应奠上四分之一「辛」的酒：这是在圣所内向上主献的醇酒祭。
28:8	傍晚应献另一只公羔羊、素祭和奠祭，如早晨所献的一样，作为中悦上主的馨香火祭。
28:9	安息日，应献两只一岁无瑕的公羔羊，十分之二「厄法」油调的细面，当作素祭；还有同献的奠祭。
28:10	这是每安息日，除日常的全燔祭和奠祭外，应献的安息日全燔祭。
28:11	每月初一，应给上主献一全燔祭：即公牛犊二头，公绵羊一只，一岁无瑕的公羔羊七只。
28:12	为每头公牛犊同献的素祭，是一分之三「厄法」油调的细面；为每一只公绵羊同献的素祭，是十分之二「厄法」油调的细面：
28:13	为每只公羔羊同献的素祭，是十分之一「厄法」油调的细面：这是馨香的全燔祭，是献给天主的火祭。
28:14	此外尚有奠祭：为每头公牛犊奠半「辛」酒，为每只公绵羊奠三分之一「辛」，为每只公羔羊奠四分之一「辛」：这是一年内，每月初一应献的全燔祭。
28:15	除日常的全燔祭和同献的奠祭外，还应献给上主一只公山羊作赎罪祭。
28:16	正月十四日是上主的逾越节，
28:17	这月十五日是庆日，七天之内应吃无酵饼。
28:18	第一日应召开圣会，一切劳工都不许做。
28:19	应献给上主作火祭的全燔祭，是两头公牛犊，一只公绵羊，和七只一岁的公羔羊，全应是无瑕疵的。
28:20	至于同献的素祭，应是油调的细面：为每头公牛犊献十分之三「厄法」，为每只公绵羊献十分之二「厄法」；
28:21	至于那七只公羔羊，每只献十分之一「厄法」。
28:22	此外，还应献一只公山羊作赎罪祭，为你们赎罪。
28:23	除早晨应献的日常全燔祭之外，还应奉献这些祭品。
28:24	七天之久，每天都应奉献这样的祭品，给上主作为馨香火祭的食品；应献的日常全燔祭和同献的奠祭在外。
28:25	到第七日再召开圣会，一切劳工都不许做。
28:26	在初熟节，即七七节内，给上主献荐新的素祭时，应召开圣会，一切劳工都不许做。
28:27	你们应献给上主馨香的全燔祭，即二头公牛犊，一只公绵羊，七只一岁的公羔羊；
28:28	至于同献的素祭，是油调的细面：为每头公牛犊献十分之三「厄法」，为每只公绵羊献十分之二「厄法」；
28:29	至于那七只公绵羊，为每只献十分之一「厄法」。
28:30	此外，还应献一只公山羊，为你们赎罪。
28:31	除日常全燔祭和同献的素祭外，还应献这些无瑕疵的祭品和同献的奠祭。
	
29:0t	第二十九章
	
29:1t	国历新年
	
29:1	七月初一日，你们应召开圣会，一切劳工都不许做：这是你们应欢呼吹号的日子。
29:2	应献给上主馨香的全燔祭，即公牛犊一头，公绵羊一只，一岁无瑕疵的公羔羊七只。
29:3	至于同献的素祭，应是油调的细面：为每只公牛犊献十分之三「厄法」，为每只公绵羊献十分之二「厄法」；
29:4	至于那七只公羔羊，为每只献十分之一「厄法」。
29:5	此外，还应献一只公山羊作赎罪祭，为你们赎罪。
29:6	除月朔的全燔祭及同献的素祭，日常全燔祭及同献的素祭和依礼规应同献的奠祭外，还应行这些祭献，作为中悦上主的馨香火祭。 
	
29:7t	赎罪节
	
29:7	七月初十，你们也应召开圣会，苦身克己，一切劳工都不许做。
29:8	应给上主献馨香的全燔祭：即公牛犊一头，公绵羊一只，一岁无瑕疵的公羔羊七只。
29:9	至于同献的素祭，应是油调的细面：为每只公牛犊献十分之三「厄法」，为每只公绵羊献十分之二「厄法」；
29:10	至于那七只公羔羊，为每只献十分之一「厄法」。
29:11	除赎罪节日的赎罪祭，日常全燔祭及同献的素祭和应献的奠祭外，还应献一只公山羊作赎罪祭。 
	
29:12t	帐棚节
	
29:12	七月十五日，你们也应召开圣会，一切劳工都不许做，为上主举行七天庆节。
29:13	你们应献全燔祭，作为中悦上主的火祭：即公牛犊十三头，公绵羊二只，一岁无瑕的公羔羊十四只。
29:14	至于同献的素祭，是油调的细面：十三头公牛犊，为每头献十分之三「厄法」，二只公绵羊，为每只献十分之二「厄法」。
29:15	十四只公羔羊，为每只献十分之一「厄法」。
29:16	除日常全燔祭及同献的素祭和奠祭外，还应献一只公山羊作赎罪祭。
29:17	第二日：应献公牛犊十二头，公绵羊二只，一岁无瑕的公羔羊十四只。
29:18	至于公牛犊、公绵羊和公羔羊应同献的素祭和奠祭，依数照例奉献。
29:19	除日常全燔祭及同献的素祭和奠祭外，还应献一只公山羊作赎罪祭。
29:20	第三日，应献公牛犊十一头，公绵羊二只，一岁无瑕的公羔羊十四只。
29:21	至于与公牛犊、公绵羊和公羔羊应同献的素祭和奠祭，依数照例奉献。
29:22	除日常全燔祭及同献的素祭和奠祭外，还应献一只公山羊作赎罪祭。
29:23	第四日，应献公牛犊十头，公绵羊二只，一岁无瑕的公羔羊十四只，
29:24	至于与公牛犊、公绵羊和公羔羊应同献的素祭和奠祭，依数照例奉献。
29:25	除日常全燔祭及同献的素祭和奠祭外，还应献一只公山羊作赎罪祭。
29:26	第五日，应献公牛犊九头，公绵羊二只，一岁无瑕的公羔羊十四只。
29:27	至于与公牛犊、公绵羊和公羔羊应同献的素祭和奠祭，依数照例奉献。
29:28	除日常全燔祭及同献的素祭和奠祭外，还应献一只公山羊作赎罪祭。
29:29	第六日，应献公牛犊八头，公绵羊二只，一岁无瑕的公羔羊十四只。
29:30	至于与公牛犊、公绵羊和公羔羊应同献的素祭和奠祭，依数照例奉献。
29:31	除日常全燔祭及同献的素祭外，还应献一只公山羊作赎罪祭。
29:32	第七日，应献公牛犊七头，公绵羊二只，一岁无瑕的公羔羊十四只。
29:33	至于与公牛犊、公绵羊和公羔羊应同献的素祭和奠祭，依数照例奉献。
29:34	除日常全燔祭及同献的素祭和奠祭外，还应献一只公山羊作赎罪祭。
29:35	第八日，你们应召开盛会，一切劳工都不许做。
29:36	应献全燔祭作为中悦上主的馨香火祭：即公牛犊一头，公绵羊一只，一岁无瑕的公羔羊七只。
29:37	至于与公牛犊、公山羊和公羔羊应同献的素祭和奠祭，依数照例奉献。
29:38	除日常全燔祭及同献的素祭和奠祭外，还应献一只公山羊作赎罪祭。
29:39	这是你们在庆节内，除那些为还愿或自愿所献全燔祭、素祭、奠祭及和平祭外，所应献给上主的祭献。」
	
30:0t	第三十章
	
30:1	梅瑟全照上主所吩咐的一切，训示了以色列子民。
	
30:2t	关于誓愿的法律
	
30:2	梅瑟训示以色列子民各支派的首领说：「这是上主所吩咐的：
30:3	若人向上主许愿，或发誓戒绝什么，他不可食言，应全照口中所许的去做。
30:4	那还在父家的年轻女子，若人向上主许愿，或发愿戒绝什么，
30:5	她父亲听到了她许的愿和她发誓戒绝的事，却对她未发一言，她许的愿和她所发的戒誓，概为有效。
30:6	但是，如果她父亲在听到的那天，禁止了她，她所许的愿和所发的戒誓，概不生效；上主必宽恕她，因为她父亲禁了止了她。
30:7	如果她有愿在身，或口中冒然发了戒绝某事的誓，而她已出嫁，
30:8	她丈夫听说了，在他听说的那天，对她未发一言，她的愿和她所发的戒誓，仍为有效；
30:9	但是，如果她丈夫在听说的那天，禁止了她，他就取消了她许的愿，和口中冒然所发的戒誓，上主也必宽恕她。
30:10	寡妇或弃妇所许的愿，或她所发的戒誓，概为有效。
30:11	但是，如果她尚在丈夫家内许了愿，或发誓要戒绝什么，
30:12	若她丈夫听说了，未发一言，没有禁止她，她的愿仍为有效，她所发的戒誓，亦为有效。
30:13	但是，如果她的丈夫，在听说的那天，声明无效；凡她所说出的，不论是许的愿，或发的戒誓，一概无效；她的丈夫既声明无效，上主也就宽恕她。
30:14	凡女人所许的愿，或为苦身克己所发的誓，丈夫能使之生效，亦能声明无效。
30:15	但是如果她的丈夫两天内对她未发一言，就算他使她所许的愿和她所发的戒誓生效，因为在他听说的那天，对她未发一言，就已算赞成。
30:16	但若他听说很久以后，才声明无效，他应负妻子的罪债」。
30:17	这是有关丈夫和妻子的关系，父亲与尚在家内的年轻女儿的关系，上主向梅瑟吩咐的法令。
	
31:0t	第三十一章
	
31:1t	与米德杨人交战
	
31:1	上主训示梅瑟说：「
31:2	你应在米德杨人身上为以色列子民报仇，以后你就要归到你亲族那里去。」
31:3	梅瑟于是吩咐人民说：「你们要选拔壮丁，武装起来，准备作战，进攻米德杨，在他们身上为上主雪仇。
31:4	以色列每支派应派遣一千人出征作战。」
31:5	这样，每支派出一千人，以色列的部队共有一万二千武装出征的人。
31:6	梅瑟就派遣他们──每支派一千人，出征作战，并派遣大司祭厄肋阿匝尔的儿子丕乃哈斯与他们同去，手内带著圣器和发号令的喇叭，
31:7	他们遂照上主对梅瑟所吩咐的，攻击了米德杨，杀了所有的男子。
31:8	除这些被杀的以外，还杀了米德杨五个王子：厄威、勒耿、族尔、胡尔和勒巴；也用刀杀了贝敖尔的儿子巴郎。
31:9	以色列子民俘虏了米德杨人的妇女和幼童，掠夺了他们所有的牲畜、羊群和财产；
31:10	火烧了他们所住的一切城邑和营寨。
31:11	以后把一切所抢所夺之物，人和牲畜都带走，
31:12	把俘虏和所抢所夺之物，带到梅瑟和大司祭厄肋阿匝尔以及以色列子民全会众那里，即带到耶里哥的对面，约但河边，摩阿布旷野中的营盘那里。
31:13	梅瑟和大司祭厄勒阿匝尔以及会众各首领，都到营外欢迎他们。
31:14	梅瑟对作战回来的军官、千夫长和百夫长大发忿怒，
31:15	向他们说：「你们为什么还让这一切妇女活著？
31:16	看正是她们听了巴郎的话诱惑了以色列子民，在培敖尔事件上违背了上主，致使灾祸降在上主的会众身上。
31:17	如今应将所有的男童杀死，将所有认识过男人，与男人同过房的女人，都一律杀掉。
31:18	至于那些没有与男人来往同过房的女童，可为你们保留。
31:19	你们应七天住在营外；你们和你们的俘虏，凡杀过人，或接触过尸首的，应在第三天和第七天上取洁；
31:20	对所有的衣服、皮具、毛织品和木器，都应行取洁礼。」
31:21	大司祭厄肋阿匝尔对作战回来的军队说：「这是上主吩咐梅瑟的法令：
31:22	金银、铜、铁、锡、铅，
31:23	凡能耐火之物，应经过火，再以取洁水取洁，才算洁净；凡不能耐火之物，应经过水洗。
31:24	第七天应洗你们的衣服，你们才算洁净，然后方可回营。」 
	
31:25t	分配战利品
	
31:25	上主又训示梅瑟说：「
31:26	你和厄肋阿匝尔司祭以及会众的家长，应统计一下掠夺的胜利品，无论是人或牲畜，
31:27	然后把胜利品平分，一半给出征作战的兵士，一半给其余全体会众。
31:28	由出征作战的兵士所得的一分中，抽出五百分之一，不论是人、牛、驴或羊，奉献给上主；
31:29	把所取出的交给厄肋阿匝尔司祭，作为属于上主的献仪。
31:30	由以色列子民分得的一半中，应抽出五十分之一，不论是人、牛、驴、羊，或是其他牲畜，交给那些在上主会幕内服务的肋未人。」
31:31	梅瑟和厄肋阿匝尔司祭就照上主吩咐梅瑟的做了。
31:32	作战部队所掠夺的物品，尚存的战利品，计有羊六十七万五千只，
31:33	牛七万二千头，
31:34	驴六万一千匹；
31:35	人口，尚未与男人来往同过房的女人，计有三万二千。
31:36	出征作战所得的一半，计羊三十三万七千五百只；
31:37	由这些羊中，给上主作献仪的，为六百七十五只；
31:38	牛三万六千头，给上主作献仪的，为七十二头；
31:39	驴三万五百匹，给上主作献仪的，为六十一匹；
31:40	人口一万六千，给上主作献仪的，为三十二人。
31:41	梅瑟就照上主对他所吩咐的，将取出作为上主献仪的一份，交给了厄肋阿匝尔司祭。
31:42	至于梅瑟分配给以色列子民的那一半，即与作战的兵士平分出来的，
31:43	那属于会众的一半，计有羊三十三万七千五百只，
31:44	牛三万六千头，
31:45	驴三万五百匹，
31:46	人口一万六千。
31:47	梅瑟照上主对他所吩咐的，由属于以色列子民的这一半，抽出五十分之一的人和牲畜，交给了那些在上主会幕内服务的肋未人。
31:48	出征作战的军官，千夫长和百夫长，来到梅瑟前，
31:49	对他说：「你的仆人们调查了所属的作战士兵，一个也没有少。
31:50	为此我们每人将所获得的金器，如臂镯、腕镯、戒指、耳环和项链，献于上主作献仪，好在上主面前为我们赎罪。」
31:51	梅瑟和厄肋阿匝尔司祭由他们手中接受了这一切金制物品。
31:52	千夫长和百夫长献给上主作献仪的金子，共计一万六千七百五十「协刻耳。」
31:53	兵丁所掠夺的东西，各归己有。
31:54	梅瑟和厄肋阿匝尔司祭遂将由千夫长和百夫长所收下的金子，带入会幕内，好使上主记念以色列子民。
	
32:0t	第三十二章
	
32:1t	划分约但河东的土地
	
32:1	勒乌本的子孙和加得的子孙，拥有很多的家畜；他们一见雅则尔地方和基肋阿得地方，是适于畜牧的区域，
32:2	便前来对梅瑟和厄肋阿匝尔大司祭及会众的首领说：「
32:3	阿塔洛特、狄朋、雅则尔、尼默辣、赫市朋、厄肋阿肋、色班、乃波和贝红，
32:4	这些地方是上主为以色列会众所征服的，是适于畜牧的地方，而你的仆人们正有牛羊。」
32:5	他们又说：「若是我们在你眼中获得宠幸，希望你将这地方赐给你的仆人们作产业，不必叫我们过约但河。」
32:6	梅瑟回答加得的子孙和勒乌本的子孙说：「怎么! 你们的兄弟去打仗，你们却要住在这里？
32:7	为什么你们要叫以色列子民丧气，使他们不敢进入上主赐给他们的土地？
32:8	当我由卡德士巴尔乃亚派遣你们的祖先去窥探这地时，他们也这样做过。
32:9	他们上到厄市苛耳山谷，窥探了那地方，回来就使以色列子民丧了气，致使他们再不愿进入上主赐给他们的土地。
32:10	为此上主在那天发怒起誓说：『
32:11	凡由埃及出来过了二十岁的人，不得看见我誓许给亚巴郎、依撒格和雅各伯的土地，因为他们没有一心一意地随从我；
32:12	只有刻纳次人耶孚乃的儿子加肋布和农的儿子若苏厄除外，因为他们一心一意地随从了上主。』
32:13	因为上主对以色列发了怒，遂使他们在旷野中漂泊了四十年，直到在上主眼前作恶的那一世代完全死尽。
32:14	现在，看，你们这些罪人的苗裔，竟起来替代你们先人，再增加上主对以色列的忿怒!
32:15	如果你们背离了他，他再把民众抛在旷野里；这样，你们就要使这整个民族毁灭了。」
32:16	他们遂上前来，对他说：「我们愿在这里为我们的牛羊筑圈，为我们的家眷建城。
32:17	但我们必武装起来，在以色列子民前头上阵，直到我们领他们进入了自己的地方；至于我们的家眷，为预防本地的居民，应叫他们安居在坚固的城内。
32:18	不到以色列子民各个都占有了产业，我们决不回家。
32:19	我们既然在约但河东得到了产业，在约但河西，就不再同他们分产业了。」
32:20	梅瑟答覆他们说：「若是你们这样做，若是你们武装起来，在上主面前作战；
32:21	若是你们个个都武装著在上主面前过约但河，直到他将自己的敌人驱散，
32:22	直到上主把那地征服以后，你们才回家，你们对上主，对以色列就算无罪。那么，这地照上主的允许，归你们作为产业。
32:23	但是，如果你们不这样去做，你们必获罪于上主，要知道你们必自招罪罚。
32:24	你们可为家眷建城，为牛羊筑圈；但是你们口头所许的，却必要实践。」
32:25	加得的子孙和勒乌本的子孙回答梅瑟说：「你仆人们必照我主所吩咐的去做。
32:26	我们的孩童、妇女、牛羊和一切牲畜，都留在这里，留在基肋阿得的城里；
32:27	至于你的仆人们，凡武装起来的，都要过河，在上主面前上阵作战，如我主所吩咐的。」
32:28	梅瑟遂为他们向大司祭厄肋阿匝尔、农的儿子若苏厄，以及以色列子民各支派的家长下了指示，
32:29	向他们说：「若是加得子孙和勒乌本子孙，都武装起来与你们同过约但河，在上主面前作战，在你们征服那地以后，就把基肋阿得地方给他们作为产业。
32:30	但是，如果他们不武装起来同你们一起过河，就应在客纳罕地与你们同分产业。」
32:31	加得子孙和勒乌本子孙回答说：「凡上主关于你仆人所说的，我们必照做。
32:32	我们必武装起来在上主面前过河，往客纳罕地去；但约但河东的地方应给我们作产业。」
32:33	梅瑟遂将阿摩黎人王息红的国土和巴商王敖格的国土，那地域及其境内的城池，以及那地域四周的城池，都给了他们；给了加得的子孙、勒乌本的子孙和若瑟的儿子默纳协半支派。
32:34	加得的子孙重建了狄朋、阿塔洛特、阿洛厄尔、
32:35	阿特洛特芍番、雅则尔、约革波哈、
32:36	贝特尼默辣和贝特哈兰：这些都是坚固的城邑，并筑有羊圈。
32:37	勒乌本的子孙重建了赫市朋、厄肋阿肋、克黎雅塔因、
32:38	乃波、巴尔默红──有些名字已改──和息贝玛；他们给重建的城邑另起了别名
32:39	默纳协的儿子玛基尔的子孙去了基肋阿得，占据了那地方，驱逐了那里的阿摩黎人。
32:40	梅瑟遂将基肋阿得给了默纳协的儿子玛基尔；他就在那里住下了。
32:41	默纳协的儿子雅依尔去占据了阿摩黎人的村落遂称这些村落为哈沃特雅依尔。
32:42	诺巴黑去占据了刻纳特及其属镇，给那地方起了自己的名字，叫诺巴黑。
	
33:0t	第三十三章
	
33:1t	由埃及至许地的行程
	
33:1	以下是以色列子民在梅瑟和亚郎指挥下，分队出离埃及国后所行的路程。
33:2	梅瑟记录了他们遵上主的命启营的出发点。以下是他们依次出发的行程：
33:3	他们于正月十五日由辣默色斯起程，即在逾越节第二日，以色列子民大胆地、当著众埃及人的面出走了，
33:4	其时埃及人正在埋葬上主在他们中所击杀的一切长子；上主也惩罚了他们的神只。
33:5	以色列子民由辣默色斯起程，在酥苛特扎营。
33:6	由稣苛特起程，在位于旷野边界的厄堂扎营。
33:7	由厄堂起程，转向巴耳责丰的丕哈希洛特，在米革多耳对面扎营。
